Label	Precision	Recall
vegetal	0.6457	0.9102
fruite	0.5789	0.9820
frais	0.5896	0.9458
vegetal_vert	0.5416	0.9193
doux	0.4372	0.9920
gras	0.4447	0.9451
floral	0.4114	0.9604
boise	0.3890	0.9769
vert	0.3361	0.9547
aldehyde	0.2794	0.9206
chimique	0.2179	0.9817
empyreumatique	0.3877	0.8240
balsamique	0.1983	0.9981
aldehyde_frais	0.2157	0.9446
fruit_exotique	0.1921	0.9554
herbe	0.1899	0.9503
legume	0.3356	0.6498
fermentaire	0.1765	0.9648
phenole	0.2241	0.9346
epice	0.1803	0.9487
fleur_d_arbuste	0.1732	0.9770
cuit	0.2617	0.7995
terreux	0.1619	0.8757
fruit_sec	0.1678	0.9106
fleur_du_jardin	0.1559	0.9773
agrume	0.1892	0.8946
oleagineux	0.1831	0.8571
lactique	0.1521	0.9373
soufre	0.5919	0.8103
plante_aromatique	0.1392	0.8491
animal	0.1789	0.5704
fruit_a_coque	0.1487	0.8485
moisi	0.1131	0.8911
fruit_a_pepins	0.1224	0.9762
torrefie	0.1756	0.8926
medicinal	0.1361	0.9504
vegetal_sec	0.0858	0.9868
rose	0.1096	0.9777
huile	0.1181	0.8190
lactone	0.0943	0.9819
menthe	0.2295	0.7962
bois	0.1303	0.9187
creme	0.0844	0.9337
boissons_alcoolisees	0.0786	0.9829
sucre_cuit	0.0834	0.9471
baie	0.0621	0.9940
poudre	0.0898	0.9390
viande_cuite	0.2256	0.7662
pomme	0.0980	0.9868
malte	0.0882	0.9735
mielle	0.0587	0.9714
solvant	0.1134	0.8797
ananas	0.0660	1.0000
fruit_rouge	0.0483	0.9922
coumarine	0.0788	0.9444
caramel	0.0856	0.8960
mineral	0.0638	0.7120
resineux	0.1519	0.8548
alliace	0.3927	0.8780
fruit_a_noyau	0.0569	0.9837
metal	0.0651	0.6942
metallique	0.0620	0.7143
peponide	0.0691	0.9182
melon	0.0685	0.9074
brule	0.1120	0.8879
feuille	0.0438	0.9810
alcool_de_fut	0.0594	0.9519
ether	0.0873	0.9307
boisson_fermentee	0.0448	0.9900
camphre	0.1782	0.8000
miel	0.0399	1.0000
citronne	0.0664	0.9167
racine	0.0351	0.9688
oignon	0.3443	0.8842
crucifere	0.1175	0.8085
lacte	0.0428	0.9681
fleur_d_arbre	0.0475	0.9247
vin	0.0451	0.9891
fromage	0.0842	0.8315
poire	0.0721	0.9326
banane	0.0589	1.0000
champignon	0.0470	0.8953
cafe	0.1070	0.8571
cacao	0.0439	0.9762
musque	0.2231	0.7342
savon	0.0508	0.8701
beurre	0.0429	0.9481
noix_de_coco	0.1366	0.8267
anise	0.0319	0.9865
pin	0.1099	0.9444
vanille	0.0820	0.9028
jasmin	0.0382	0.9861
ambre	0.0678	0.9155
ail	0.2759	0.8235
musc	0.2249	0.8358
cereale	0.0747	0.8806
peche	0.0372	0.9848
cerise	0.0298	1.0000
violette	0.0406	0.8525
rhum	0.0294	1.0000

Mean Precision: 0.1615
