Label	Precision	Recall
vegetal	0.6476	0.8902
fruite	0.6266	0.8922
frais	0.6064	0.9080
vegetal_vert	0.5473	0.9064
doux	0.4498	0.9761
gras	0.4480	0.9279
floral	0.4589	0.9152
boise	0.4062	0.9192
vert	0.3918	0.8314
aldehyde	0.2698	0.9509
chimique	0.2405	0.9434
empyreumatique	0.4259	0.7718
balsamique	0.2160	0.9639
aldehyde_frais	0.2132	0.9562
fruit_exotique	0.2403	0.8662
herbe	0.1938	0.9592
legume	0.3453	0.5727
fermentaire	0.2087	0.7996
phenole	0.2238	0.8956
epice	0.1861	0.9044
fleur_d_arbuste	0.1987	0.9443
cuit	0.2670	0.7760
terreux	0.1581	0.8786
fruit_sec	0.1900	0.7809
fleur_du_jardin	0.1713	0.9233
agrume	0.1980	0.9174
oleagineux	0.2005	0.7922
lactique	0.1630	0.8418
soufre	0.5946	0.7586
plante_aromatique	0.1254	0.9366
animal	0.1310	0.7593
fruit_a_coque	0.1792	0.7472
moisi	0.1087	0.8256
fruit_a_pepins	0.1547	0.8571
torrefie	0.2123	0.7727
medicinal	0.1387	0.9004
vegetal_sec	0.0855	0.9912
rose	0.1342	0.9062
huile	0.1322	0.7568
lactone	0.1035	0.8869
menthe	0.1407	0.9194
bois	0.1196	0.9333
creme	0.0868	0.8846
boissons_alcoolisees	0.1256	0.8146
sucre_cuit	0.0936	0.8538
baie	0.0683	0.9636
poudre	0.0923	0.9146
viande_cuite	0.2526	0.7792
pomme	0.1316	0.9205
malte	0.1141	0.7600
mielle	0.0817	0.8286
solvant	0.1667	0.7218
ananas	0.1049	0.8140
fruit_rouge	0.0630	0.9225
coumarine	0.0725	0.9449
caramel	0.0959	0.8651
mineral	0.0705	0.6800
resineux	0.0881	0.9435
alliace	0.3964	0.8790
fruit_a_noyau	0.0682	0.8699
metal	0.0705	0.6475
metallique	0.0675	0.6723
peponide	0.0748	0.8636
melon	0.0747	0.8624
brule	0.1129	0.8692
feuille	0.0563	0.8396
alcool_de_fut	0.0868	0.8173
ether	0.1292	0.7549
boisson_fermentee	0.0734	0.8400
camphre	0.0732	0.9400
miel	0.0513	0.9082
citronne	0.0603	0.9375
racine	0.0398	0.8958
oignon	0.3127	0.9053
crucifere	0.1149	0.7128
lacte	0.0493	0.8617
fleur_d_arbre	0.0612	0.8723
vin	0.0737	0.8696
fromage	0.0775	0.8778
poire	0.0898	0.8989
banane	0.0849	0.8851
champignon	0.0599	0.6279
cafe	0.1045	0.8706
cacao	0.0642	0.7976
musque	0.0956	0.8987
savon	0.0506	0.8718
beurre	0.0542	0.9221
noix_de_coco	0.0576	0.9067
anise	0.0372	0.9189
pin	0.0794	0.9726
vanille	0.0674	0.9028
jasmin	0.0469	0.8889
ambre	0.0689	0.9437
ail	0.2607	0.8971
musc	0.0918	0.9403
cereale	0.0716	0.8657
peche	0.0485	0.8806
cerise	0.0457	0.9077
violette	0.0372	0.9508
rhum	0.0506	0.8167

Mean Precision: 0.1665
