Label	Precision	Recall
vegetal	0.6473	0.9015
fruite	0.6272	0.9027
frais	0.6156	0.9035
vegetal_vert	0.5470	0.9157
doux	0.4617	0.9665
gras	0.4790	0.8238
floral	0.4318	0.9585
boise	0.4203	0.8932
vert	0.4024	0.8428
aldehyde	0.2681	0.9509
chimique	0.2803	0.8569
empyreumatique	0.4693	0.7299
balsamique	0.2353	0.9373
aldehyde_frais	0.2113	0.9602
fruit_exotique	0.2569	0.7898
herbe	0.1944	0.9635
legume	0.3289	0.6476
fermentaire	0.2269	0.7313
phenole	0.2372	0.8886
epice	0.1892	0.8741
fleur_d_arbuste	0.1836	0.9722
cuit	0.3012	0.7240
terreux	0.1811	0.7942
fruit_sec	0.2215	0.6938
fleur_du_jardin	0.1575	0.9631
agrume	0.1879	0.9345
oleagineux	0.2415	0.6837
lactique	0.1853	0.7522
soufre	0.5759	0.7586
plante_aromatique	0.1379	0.8908
animal	0.1179	0.8852
fruit_a_coque	0.2068	0.7132
moisi	0.1274	0.7248
fruit_a_pepins	0.1537	0.8810
torrefie	0.2420	0.7479
medicinal	0.1517	0.9253
vegetal_sec	0.1009	0.8947
rose	0.1160	0.9732
huile	0.1342	0.7613
lactone	0.1354	0.7285
menthe	0.1483	0.9005
bois	0.1224	0.9333
creme	0.1040	0.7692
boissons_alcoolisees	0.1521	0.7921
sucre_cuit	0.1101	0.8070
baie	0.0638	0.9818
poudre	0.0863	0.9268
viande_cuite	0.2561	0.7532
pomme	0.1436	0.9073
malte	0.1260	0.7067
mielle	0.0704	0.9000
solvant	0.1977	0.6541
ananas	0.1180	0.7364
fruit_rouge	0.0687	0.9457
coumarine	0.1226	0.7638
caramel	0.1313	0.8016
mineral	0.0697	0.7440
resineux	0.0950	0.9435
alliace	0.3944	0.9032
fruit_a_noyau	0.0697	0.8862
metal	0.0697	0.7213
metallique	0.0671	0.7311
peponide	0.0702	0.9273
melon	0.0682	0.9266
brule	0.1259	0.8037
feuille	0.0518	0.9623
alcool_de_fut	0.1055	0.7596
ether	0.1540	0.7157
boisson_fermentee	0.0776	0.8300
camphre	0.0806	0.9600
miel	0.0496	0.9184
citronne	0.0529	0.9688
racine	0.0523	0.6875
oignon	0.3271	0.9158
crucifere	0.1210	0.6915
lacte	0.0552	0.7660
fleur_d_arbre	0.0479	0.9255
vin	0.0772	0.8478
fromage	0.0783	0.9000
poire	0.0889	0.8764
banane	0.0974	0.8506
champignon	0.0616	0.6279
cafe	0.1237	0.8118
cacao	0.0745	0.8095
musque	0.0712	0.9241
savon	0.0508	0.8205
beurre	0.0660	0.8701
noix_de_coco	0.0983	0.7867
anise	0.0407	0.8784
pin	0.0928	0.9589
vanille	0.0847	0.8611
jasmin	0.0631	0.7778
ambre	0.0590	0.9859
ail	0.2532	0.8824
musc	0.0717	0.9701
cereale	0.0890	0.8060
peche	0.0501	0.8358
cerise	0.0536	0.8615
violette	0.0316	1.0000
rhum	0.0622	0.7833

Mean Precision: 0.1746
