Label	Precision	Recall
vegetal	0.6304	0.9220
fruite	0.5889	0.9356
frais	0.5937	0.8990
vegetal_vert	0.5546	0.8964
doux	0.4657	0.9489
gras	0.4419	0.9352
floral	0.4540	0.9152
boise	0.4784	0.7661
vert	0.3369	0.9351
aldehyde	0.2773	0.9128
chimique	0.2179	0.9784
empyreumatique	0.3717	0.8289
balsamique	0.2268	0.8194
aldehyde_frais	0.2172	0.9243
fruit_exotique	0.1958	0.9469
herbe	0.1987	0.9142
legume	0.2118	0.8789
fermentaire	0.1644	0.9207
phenole	0.2294	0.8515
epice	0.1913	0.8462
fleur_d_arbuste	0.1817	0.9494
cuit	0.2414	0.8255
terreux	0.1390	0.9657
fruit_sec	0.1529	0.8652
fleur_du_jardin	0.1582	0.9375
agrume	0.1821	0.9288
oleagineux	0.1619	0.8614
lactique	0.1274	0.9463
soufre	0.3325	0.8862
plante_aromatique	0.1447	0.8275
animal	0.1320	0.6667
fruit_a_coque	0.1498	0.8113
moisi	0.1032	0.9264
fruit_a_pepins	0.1294	0.9325
torrefie	0.1779	0.8760
medicinal	0.1366	0.8548
vegetal_sec	0.0960	0.8991
rose	0.1112	0.9420
huile	0.1104	0.8108
lactone	0.0900	0.9548
menthe	0.2076	0.7725
bois	0.1678	0.7238
creme	0.0680	0.9725
boissons_alcoolisees	0.0899	0.9270
sucre_cuit	0.0927	0.8363
baie	0.0675	0.9394
poudre	0.1009	0.8659
viande_cuite	0.1392	0.8766
pomme	0.0924	0.9735
malte	0.0970	0.9000
mielle	0.0718	0.8571
solvant	0.0829	0.8722
ananas	0.0679	0.9612
fruit_rouge	0.0496	0.9690
coumarine	0.0544	0.9291
caramel	0.0969	0.8810
mineral	0.0524	0.9680
resineux	0.1413	0.8145
alliace	0.2558	0.9758
fruit_a_noyau	0.0514	0.9268
metal	0.0530	0.9590
metallique	0.0517	0.9496
peponide	0.0609	0.9182
melon	0.0612	0.8991
brule	0.0977	0.8879
feuille	0.0427	0.9717
alcool_de_fut	0.0674	0.9519
ether	0.0712	0.8922
boisson_fermentee	0.0492	0.9700
camphre	0.0965	0.8000
miel	0.0496	0.8571
citronne	0.0543	0.9479
racine	0.0341	0.9688
oignon	0.2115	0.9684
crucifere	0.0704	0.8404
lacte	0.0377	0.9681
fleur_d_arbre	0.0534	0.8298
vin	0.0473	0.9565
fromage	0.0588	0.9222
poire	0.0675	0.9438
banane	0.0581	0.9080
champignon	0.0367	0.9651
cafe	0.0906	0.8824
cacao	0.0536	0.9405
musque	0.1992	0.5949
savon	0.0471	0.8846
beurre	0.0367	0.9610
noix_de_coco	0.0371	0.9467
anise	0.0372	0.8514
pin	0.0975	0.9041
vanille	0.0616	0.8750
jasmin	0.0387	0.9444
ambre	0.1126	0.6901
ail	0.1377	1.0000
musc	0.2744	0.6716
cereale	0.0615	0.8955
peche	0.0326	0.9552
cerise	0.0336	0.9538
violette	0.0339	1.0000
rhum	0.0304	0.9833

Mean Precision: 0.1500
