Label	Precision	Recall
vegetal	0.6407	0.9120
fruite	0.6040	0.9393
frais	0.6055	0.9115
vegetal_vert	0.5585	0.8991
doux	0.4608	0.9561
gras	0.4377	0.9468
floral	0.4369	0.9329
boise	0.4452	0.7933
vert	0.3492	0.9454
aldehyde	0.2785	0.9239
chimique	0.2203	0.9584
empyreumatique	0.3794	0.8108
balsamique	0.2105	0.9677
aldehyde_frais	0.2226	0.9248
fruit_exotique	0.2029	0.9364
herbe	0.2009	0.9138
legume	0.2251	0.8505
fermentaire	0.1706	0.9222
phenole	0.2427	0.8651
epice	0.1989	0.8275
fleur_d_arbuste	0.1803	0.9520
cuit	0.2527	0.7963
terreux	0.1445	0.9524
fruit_sec	0.1466	0.9389
fleur_du_jardin	0.1619	0.9602
agrume	0.1799	0.9259
oleagineux	0.1529	0.8623
lactique	0.1356	0.9489
soufre	0.4224	0.8419
plante_aromatique	0.1263	0.8842
animal	0.1400	0.6937
fruit_a_coque	0.1591	0.7962
moisi	0.0998	0.9535
fruit_a_pepins	0.1274	0.9563
torrefie	0.1835	0.8519
medicinal	0.1459	0.9008
vegetal_sec	0.0951	0.9474
rose	0.1062	0.9509
huile	0.1029	0.9054
lactone	0.0942	0.9683
menthe	0.1754	0.8246
bois	0.1571	0.7857
creme	0.0736	0.9613
boissons_alcoolisees	0.1098	0.9029
sucre_cuit	0.0954	0.9006
baie	0.0670	0.9521
poudre	0.1008	0.8841
viande_cuite	0.1777	0.8645
pomme	0.0945	0.9735
malte	0.1019	0.8874
mielle	0.0849	0.8071
solvant	0.1037	0.8346
ananas	0.0713	0.9462
fruit_rouge	0.0554	0.9612
coumarine	0.0553	0.9843
caramel	0.0928	0.8492
mineral	0.0525	0.9200
resineux	0.1280	0.8145
alliace	0.2712	0.9274
fruit_a_noyau	0.0608	0.9675
metal	0.0551	0.9180
metallique	0.0511	0.9417
peponide	0.0578	0.8739
melon	0.0553	0.8807
brule	0.1000	0.8972
feuille	0.0455	0.9717
alcool_de_fut	0.0794	0.9135
ether	0.0814	0.8627
boisson_fermentee	0.0517	0.9700
camphre	0.0957	0.9000
miel	0.0585	0.8061
citronne	0.0554	0.9375
racine	0.0348	0.9479
oignon	0.2312	0.9368
crucifere	0.0744	0.8000
lacte	0.0369	0.9570
fleur_d_arbre	0.0511	0.8404
vin	0.0549	0.9022
fromage	0.0590	0.8889
poire	0.0636	0.9438
banane	0.0558	0.9419
champignon	0.0415	0.9655
cafe	0.0903	0.9176
cacao	0.0551	0.9048
musque	0.1309	0.7625
savon	0.0441	0.8974
beurre	0.0395	0.9740
noix_de_coco	0.0363	0.9867
anise	0.0399	0.8378
pin	0.0781	0.8904
vanille	0.0694	0.8889
jasmin	0.0398	0.9444
ambre	0.0841	0.8028
ail	0.1679	0.9706
musc	0.1571	0.8824
cereale	0.0613	0.8824
peche	0.0344	0.9545
cerise	0.0408	0.9394
violette	0.0340	0.9672
rhum	0.0449	0.8667

Mean Precision: 0.1512
