Label	Precision	Recall
vegetal	0.6416	0.9296
fruite	0.6231	0.9238
frais	0.6064	0.9325
vegetal_vert	0.5536	0.9217
doux	0.4598	0.9625
gras	0.4760	0.8698
floral	0.4271	0.9414
boise	0.4259	0.9010
vert	0.3541	0.9298
aldehyde	0.2737	0.9319
chimique	0.2264	0.9767
empyreumatique	0.4288	0.7939
balsamique	0.2166	0.9753
aldehyde_frais	0.2135	0.9485
fruit_exotique	0.2120	0.9195
herbe	0.1922	0.9526
legume	0.2603	0.7934
fermentaire	0.1869	0.8889
phenole	0.2402	0.8977
epice	0.1868	0.9184
fleur_d_arbuste	0.1851	0.9621
cuit	0.2752	0.7702
terreux	0.1470	0.9497
fruit_sec	0.1960	0.8250
fleur_du_jardin	0.1582	0.9574
agrume	0.1892	0.9145
oleagineux	0.2123	0.7754
lactique	0.1761	0.8288
soufre	0.4418	0.8351
plante_aromatique	0.1295	0.8842
animal	0.1480	0.7454
fruit_a_coque	0.1805	0.7962
moisi	0.1055	0.9147
fruit_a_pepins	0.1322	0.9524
torrefie	0.2029	0.8683
medicinal	0.1465	0.9380
vegetal_sec	0.1009	0.9254
rose	0.1109	0.9732
huile	0.1333	0.7928
lactone	0.1088	0.9095
menthe	0.1853	0.8341
bois	0.1357	0.8857
creme	0.0995	0.8343
boissons_alcoolisees	0.1114	0.9257
sucre_cuit	0.0974	0.8889
baie	0.0660	0.9820
poudre	0.0944	0.9329
viande_cuite	0.2226	0.7871
pomme	0.1026	0.9934
malte	0.1094	0.9139
mielle	0.0727	0.9357
solvant	0.1299	0.8797
ananas	0.0808	0.9692
fruit_rouge	0.0549	0.9690
coumarine	0.0908	0.8976
caramel	0.1062	0.8492
mineral	0.0621	0.8480
resineux	0.1040	0.9194
alliace	0.3142	0.9274
fruit_a_noyau	0.0648	1.0000
metal	0.0622	0.8525
metallique	0.0602	0.8583
peponide	0.0618	0.9279
melon	0.0613	0.9358
brule	0.1303	0.8598
feuille	0.0465	0.9811
alcool_de_fut	0.0779	0.9519
ether	0.0988	0.8824
boisson_fermentee	0.0619	0.9300
camphre	0.1017	0.9200
miel	0.0494	0.9694
citronne	0.0592	0.9688
racine	0.0343	0.9583
oignon	0.2632	0.9474
crucifere	0.0776	0.8842
lacte	0.0567	0.8602
fleur_d_arbre	0.0523	0.9149
vin	0.0640	0.9565
fromage	0.0753	0.8556
poire	0.0632	0.9438
banane	0.0623	0.9651
champignon	0.0513	0.8966
cafe	0.1101	0.8588
cacao	0.0570	0.9286
musque	0.1372	0.8625
savon	0.0471	0.8974
beurre	0.0565	0.8701
noix_de_coco	0.1129	0.8267
anise	0.0371	0.9865
pin	0.0847	0.9726
vanille	0.0775	0.9028
jasmin	0.0519	0.9722
ambre	0.0637	0.9577
ail	0.1908	0.9706
musc	0.1362	0.8971
cereale	0.0804	0.8382
peche	0.0394	0.9545
cerise	0.0383	0.9697
violette	0.0352	0.9672
rhum	0.0409	0.9833

Mean Precision: 0.1606
