Label	Precision	Recall
vegetal	0.6321	0.9440
fruite	0.6622	0.7435
frais	0.6114	0.9044
vegetal_vert	0.5441	0.9074
doux	0.4788	0.9010
gras	0.4844	0.8048
floral	0.4646	0.8712
boise	0.4404	0.8503
vert	0.3775	0.8687
aldehyde	0.2697	0.9269
chimique	0.2346	0.9007
empyreumatique	0.4311	0.7856
balsamique	0.2330	0.9450
aldehyde_frais	0.2100	0.9380
fruit_exotique	0.2498	0.7601
herbe	0.1931	0.9421
legume	0.2585	0.7978
fermentaire	0.1939	0.8546
phenole	0.2302	0.8657
epice	0.1906	0.8558
fleur_d_arbuste	0.1928	0.9041
cuit	0.2708	0.7688
terreux	0.1389	0.9789
fruit_sec	0.1937	0.7660
fleur_du_jardin	0.1698	0.8864
agrume	0.1758	0.9233
oleagineux	0.1942	0.8000
lactique	0.1763	0.7821
soufre	0.4102	0.8866
plante_aromatique	0.1347	0.8877
animal	0.1062	0.9077
fruit_a_coque	0.1704	0.7811
moisi	0.0991	0.9380
fruit_a_pepins	0.1793	0.7698
torrefie	0.2066	0.8519
medicinal	0.1409	0.9132
vegetal_sec	0.0990	0.8640
rose	0.1189	0.9509
huile	0.1371	0.7658
lactone	0.1152	0.6606
menthe	0.1285	0.8915
bois	0.1353	0.9095
creme	0.1014	0.7527
boissons_alcoolisees	0.1306	0.7853
sucre_cuit	0.1293	0.6824
baie	0.0711	0.9042
poudre	0.1130	0.8598
viande_cuite	0.2110	0.8387
pomme	0.1360	0.8618
malte	0.1142	0.7733
mielle	0.0889	0.8714
solvant	0.1172	0.8496
ananas	0.0964	0.8000
fruit_rouge	0.0644	0.7209
coumarine	0.0915	0.7559
caramel	0.1179	0.7698
mineral	0.0521	0.9760
resineux	0.0884	0.9194
alliace	0.3039	0.9360
fruit_a_noyau	0.0736	0.7339
metal	0.0549	0.9590
metallique	0.0527	0.9412
peponide	0.0808	0.7568
melon	0.0823	0.7615
brule	0.1133	0.8981
feuille	0.0534	0.8962
alcool_de_fut	0.0896	0.8558
ether	0.0977	0.8725
boisson_fermentee	0.0736	0.7700
camphre	0.0681	0.9200
miel	0.0702	0.8061
citronne	0.0690	0.9375
racine	0.0414	0.9375
oignon	0.2473	0.9688
crucifere	0.0923	0.8526
lacte	0.0481	0.7447
fleur_d_arbre	0.0608	0.8404
vin	0.0721	0.8152
fromage	0.0719	0.9000
poire	0.0828	0.9326
banane	0.0853	0.8506
champignon	0.0487	0.8736
cafe	0.0881	0.8824
cacao	0.0610	0.7381
musque	0.0526	0.9114
savon	0.0609	0.8077
beurre	0.0574	0.7662
noix_de_coco	0.0765	0.7895
anise	0.0530	0.8356
pin	0.0573	0.9589
vanille	0.1086	0.6111
jasmin	0.0539	0.7500
ambre	0.0598	0.9583
ail	0.1818	0.9706
musc	0.0585	0.9254
cereale	0.0639	0.8657
peche	0.0461	0.7313
cerise	0.0502	0.7273
violette	0.0407	0.9508
rhum	0.0511	0.7833

Mean Precision: 0.1616
