Label	Precision	Recall
vegetal	0.6537	0.8678
fruite	0.6032	0.9287
frais	0.6218	0.8759
vegetal_vert	0.5683	0.8659
doux	0.4545	0.9713
gras	0.4500	0.9296
floral	0.4341	0.9272
boise	0.4096	0.9144
vert	0.3579	0.9087
aldehyde	0.2859	0.9033
chimique	0.2202	0.9667
empyreumatique	0.3753	0.8108
balsamique	0.1995	0.9905
aldehyde_frais	0.2290	0.9129
fruit_exotique	0.2242	0.9004
herbe	0.2081	0.9073
legume	0.2558	0.7538
fermentaire	0.1729	0.9222
phenole	0.2312	0.8721
epice	0.1840	0.9161
fleur_d_arbuste	0.1742	0.9571
cuit	0.2466	0.8068
terreux	0.1429	0.9206
fruit_sec	0.1472	0.9167
fleur_du_jardin	0.1607	0.9545
agrume	0.1924	0.8604
oleagineux	0.1407	0.9132
lactique	0.1355	0.9459
soufre	0.4593	0.8144
plante_aromatique	0.1312	0.8702
animal	0.1201	0.7897
fruit_a_coque	0.1509	0.8264
moisi	0.1041	0.9147
fruit_a_pepins	0.1380	0.9286
torrefie	0.1806	0.8519
medicinal	0.1400	0.8843
vegetal_sec	0.0921	0.9649
rose	0.1063	0.9554
huile	0.1137	0.8468
lactone	0.0936	0.9683
menthe	0.1840	0.8057
bois	0.1442	0.8000
creme	0.0704	0.9669
boissons_alcoolisees	0.1168	0.8743
sucre_cuit	0.0813	0.8947
baie	0.0647	0.9701
poudre	0.0888	0.9268
viande_cuite	0.1743	0.8645
pomme	0.1124	0.8940
malte	0.0955	0.8874
mielle	0.0706	0.9214
solvant	0.1261	0.7895
ananas	0.0843	0.9154
fruit_rouge	0.0506	0.9845
coumarine	0.0540	0.9606
caramel	0.0835	0.8571
mineral	0.0556	0.9200
resineux	0.1121	0.8306
alliace	0.2952	0.8952
fruit_a_noyau	0.0607	0.9593
metal	0.0581	0.8525
metallique	0.0530	0.9250
peponide	0.0642	0.8198
melon	0.0607	0.8440
brule	0.1025	0.9065
feuille	0.0463	0.9717
alcool_de_fut	0.0845	0.8942
ether	0.0967	0.8235
boisson_fermentee	0.0561	0.9200
camphre	0.0858	0.9100
miel	0.0476	0.9082
citronne	0.0594	0.8958
racine	0.0357	0.8958
oignon	0.2611	0.9263
crucifere	0.0863	0.7684
lacte	0.0348	0.9892
fleur_d_arbre	0.0479	0.8723
vin	0.0602	0.9130
fromage	0.0696	0.8556
poire	0.0781	0.8427
banane	0.0627	0.9070
champignon	0.0491	0.8966
cafe	0.0832	0.9529
cacao	0.0506	0.9286
musque	0.0863	0.8125
savon	0.0447	0.9103
beurre	0.0438	0.9351
noix_de_coco	0.0404	0.9733
anise	0.0366	0.9054
pin	0.0783	0.8904
vanille	0.0498	0.9167
jasmin	0.0385	0.9444
ambre	0.0656	0.9014
ail	0.1773	0.9412
musc	0.0958	0.8971
cereale	0.0574	0.8824
peche	0.0371	0.9545
cerise	0.0371	0.9394
violette	0.0355	0.9180
rhum	0.0441	0.8667

Mean Precision: 0.1514
