Label	Precision	Recall
vegetal	0.6490	0.9158
fruite	0.6774	0.7702
frais	0.6284	0.8751
vegetal_vert	0.5669	0.8806
doux	0.4762	0.9202
gras	0.4697	0.8608
floral	0.4712	0.8817
boise	0.4155	0.9022
vert	0.3861	0.8687
aldehyde	0.2899	0.8903
chimique	0.2372	0.9091
empyreumatique	0.3771	0.8509
balsamique	0.2339	0.9507
aldehyde_frais	0.2260	0.9040
fruit_exotique	0.2602	0.8365
herbe	0.2015	0.9056
legume	0.2522	0.8286
fermentaire	0.2171	0.8370
phenole	0.2203	0.9259
epice	0.1835	0.9070
fleur_d_arbuste	0.2045	0.8860
cuit	0.2399	0.8338
terreux	0.1430	0.9288
fruit_sec	0.2002	0.7270
fleur_du_jardin	0.1735	0.9062
agrume	0.1975	0.8807
oleagineux	0.2105	0.7522
lactique	0.1825	0.7970
soufre	0.3877	0.8900
plante_aromatique	0.1352	0.8772
animal	0.1129	0.8782
fruit_a_coque	0.1678	0.8340
moisi	0.1095	0.8372
fruit_a_pepins	0.1888	0.8294
torrefie	0.1783	0.9177
medicinal	0.1336	0.9587
vegetal_sec	0.1124	0.8509
rose	0.1364	0.8884
huile	0.1455	0.7838
lactone	0.1332	0.8054
menthe	0.1348	0.9009
bois	0.1317	0.8762
creme	0.1078	0.8187
boissons_alcoolisees	0.1393	0.7966
sucre_cuit	0.1067	0.8000
baie	0.0718	0.9281
poudre	0.0953	0.9207
viande_cuite	0.1818	0.8645
pomme	0.1430	0.8750
malte	0.1001	0.9000
mielle	0.0896	0.8786
solvant	0.1436	0.8045
ananas	0.1083	0.8538
fruit_rouge	0.0685	0.9767
coumarine	0.1133	0.7795
caramel	0.0982	0.8254
mineral	0.0547	0.8960
resineux	0.1012	0.9032
alliace	0.3061	0.9600
fruit_a_noyau	0.0804	0.8468
metal	0.0564	0.9016
metallique	0.0546	0.8992
peponide	0.0887	0.8018
melon	0.0890	0.7982
brule	0.0881	0.9352
feuille	0.0540	0.9340
alcool_de_fut	0.0967	0.8462
ether	0.1226	0.8039
boisson_fermentee	0.0817	0.8300
camphre	0.0763	0.9500
miel	0.0656	0.8571
citronne	0.0632	0.9479
racine	0.0389	0.9688
oignon	0.2493	0.9583
crucifere	0.0864	0.8526
lacte	0.0565	0.7766
fleur_d_arbre	0.0563	0.9149
vin	0.0825	0.8587
fromage	0.0824	0.7778
poire	0.0917	0.8764
banane	0.0965	0.8621
champignon	0.0546	0.8391
cafe	0.0765	0.9294
cacao	0.0574	0.9167
musque	0.0712	0.8861
savon	0.0574	0.8590
beurre	0.0702	0.8312
noix_de_coco	0.1557	0.7500
anise	0.0390	0.9041
pin	0.0710	0.9589
vanille	0.0894	0.8333
jasmin	0.0548	0.8889
ambre	0.0682	0.9306
ail	0.1861	0.9853
musc	0.0820	0.9104
cereale	0.0536	0.8806
peche	0.0534	0.8507
cerise	0.0478	0.8939
violette	0.0396	0.9016
rhum	0.0533	0.8167

Mean Precision: 0.1647
