Label	Precision	Recall
vegetal	0.6505	0.9108
fruite	0.6038	0.9435
frais	0.6263	0.8759
vegetal_vert	0.5749	0.8785
doux	0.4555	0.9696
gras	0.4560	0.8926
floral	0.4332	0.9330
boise	0.4025	0.9432
vert	0.3993	0.8519
aldehyde	0.3000	0.8748
chimique	0.2382	0.9233
empyreumatique	0.2948	0.9161
balsamique	0.2043	0.9867
aldehyde_frais	0.2333	0.9055
fruit_exotique	0.2098	0.9427
herbe	0.2052	0.9075
legume	0.2632	0.7577
fermentaire	0.2017	0.8504
phenole	0.2344	0.9072
epice	0.1747	0.9438
fleur_d_arbuste	0.1887	0.9570
cuit	0.1806	0.8932
terreux	0.1617	0.8492
fruit_sec	0.1460	0.9387
fleur_du_jardin	0.1613	0.9432
agrume	0.2258	0.7983
oleagineux	0.1604	0.9134
lactique	0.1453	0.9311
soufre	0.4436	0.8276
plante_aromatique	0.1279	0.8968
animal	0.1225	0.6593
fruit_a_coque	0.1427	0.8679
moisi	0.1093	0.9027
fruit_a_pepins	0.1449	0.9325
torrefie	0.1699	0.9174
medicinal	0.1481	0.9212
vegetal_sec	0.0890	0.9737
rose	0.1271	0.9330
huile	0.1519	0.7149
lactone	0.0933	0.9500
menthe	0.1681	0.8436
bois	0.1792	0.8421
creme	0.0766	0.9451
boissons_alcoolisees	0.1158	0.8827
sucre_cuit	0.0724	0.9824
baie	0.0648	0.9820
poudre	0.0868	0.9329
viande_cuite	0.2091	0.8052
pomme	0.1229	0.9603
malte	0.0954	0.9467
mielle	0.0726	0.9429
solvant	0.1568	0.7045
ananas	0.0899	0.9612
fruit_rouge	0.0472	0.9844
coumarine	0.0672	0.9200
caramel	0.0765	0.9360
mineral	0.0606	0.7984
resineux	0.1400	0.8387
alliace	0.3055	0.9435
fruit_a_noyau	0.0600	0.9675
metal	0.0608	0.7934
metallique	0.0601	0.8067
peponide	0.0891	0.8636
melon	0.0920	0.8532
brule	0.0880	0.9439
feuille	0.0511	0.9143
alcool_de_fut	0.0884	0.8750
ether	0.1277	0.7624
boisson_fermentee	0.0675	0.9300
camphre	0.1037	0.9200
miel	0.0477	0.9485
citronne	0.0754	0.8542
racine	0.0375	0.9688
oignon	0.2427	0.9684
crucifere	0.0811	0.7872
lacte	0.0385	0.9785
fleur_d_arbre	0.0457	0.9355
vin	0.0655	0.9130
fromage	0.0801	0.8764
poire	0.0804	0.8864
banane	0.0767	0.9535
champignon	0.0557	0.8023
cafe	0.0927	0.9294
cacao	0.0512	0.9405
musque	0.1756	0.7848
savon	0.0516	0.8312
beurre	0.0488	0.9605
noix_de_coco	0.0806	0.9067
anise	0.0308	0.9863
pin	0.1102	0.9178
vanille	0.0454	0.9861
jasmin	0.0399	0.9861
ambre	0.0797	0.9014
ail	0.1844	0.9706
musc	0.2014	0.8806
cereale	0.0645	0.8806
peche	0.0380	0.9697
cerise	0.0286	0.9848
violette	0.0418	0.8833
rhum	0.0483	0.8667

Mean Precision: 0.1584
