Label	Precision	Recall
vegetal	0.6633	0.8819
fruite	0.6010	0.9483
frais	0.6148	0.8961
vegetal_vert	0.5635	0.8905
doux	0.4575	0.9673
gras	0.4381	0.9563
floral	0.4382	0.9332
boise	0.4304	0.8748
vert	0.3644	0.9121
aldehyde	0.2702	0.9205
chimique	0.2301	0.9461
empyreumatique	0.3909	0.8342
balsamique	0.2040	0.9867
aldehyde_frais	0.2187	0.9140
fruit_exotique	0.2085	0.9406
herbe	0.1997	0.9142
legume	0.2528	0.8066
fermentaire	0.1808	0.9317
phenole	0.2478	0.8449
epice	0.1822	0.9116
fleur_d_arbuste	0.1797	0.9637
cuit	0.2551	0.8130
terreux	0.1433	0.9393
fruit_sec	0.1440	0.9304
fleur_du_jardin	0.1603	0.9489
agrume	0.2003	0.8835
oleagineux	0.1425	0.9194
lactique	0.1332	0.9612
soufre	0.5073	0.8351
plante_aromatique	0.1597	0.7544
animal	0.1364	0.7454
fruit_a_coque	0.1362	0.8830
moisi	0.1016	0.9264
fruit_a_pepins	0.1489	0.9246
torrefie	0.1893	0.9177
medicinal	0.1506	0.8926
vegetal_sec	0.0894	0.9474
rose	0.1191	0.9286
huile	0.1051	0.8964
lactone	0.0907	0.9638
menthe	0.2441	0.7264
bois	0.2206	0.7333
creme	0.0763	0.9615
boissons_alcoolisees	0.0981	0.9492
sucre_cuit	0.1004	0.8706
baie	0.0719	0.9281
poudre	0.0977	0.8963
viande_cuite	0.2036	0.8645
pomme	0.1135	0.9868
malte	0.1011	0.9267
mielle	0.0858	0.8857
solvant	0.0952	0.8947
ananas	0.0720	0.9462
fruit_rouge	0.0617	0.9147
coumarine	0.0636	0.9528
caramel	0.0897	0.8810
mineral	0.0565	0.9120
resineux	0.1717	0.8306
alliace	0.3333	0.9520
fruit_a_noyau	0.0566	0.9516
metal	0.0593	0.9180
metallique	0.0576	0.9244
peponide	0.0708	0.8829
melon	0.0711	0.8899
brule	0.1040	0.9074
feuille	0.0502	0.9717
alcool_de_fut	0.0695	0.9423
ether	0.0782	0.9412
boisson_fermentee	0.0533	0.9500
camphre	0.1393	0.7300
miel	0.0581	0.9082
citronne	0.0766	0.8542
racine	0.0439	0.8646
oignon	0.2682	0.9583
crucifere	0.0945	0.8105
lacte	0.0389	0.9681
fleur_d_arbre	0.0570	0.8191
vin	0.0529	0.9674
fromage	0.0649	0.9111
poire	0.0791	0.9438
banane	0.0601	0.9425
champignon	0.0433	0.9425
cafe	0.0862	0.9294
cacao	0.0575	0.9405
musque	0.1595	0.7468
savon	0.0472	0.9103
beurre	0.0391	0.9481
noix_de_coco	0.0471	0.9605
anise	0.0468	0.8356
pin	0.1233	0.8904
vanille	0.0542	0.9444
jasmin	0.0386	0.9861
ambre	0.0861	0.8750
ail	0.1959	0.9853
musc	0.1592	0.8507
cereale	0.0582	0.8955
peche	0.0354	0.9552
cerise	0.0414	0.9091
violette	0.0395	0.9672
rhum	0.0399	1.0000

Mean Precision: 0.1591
