Label	Precision	Recall
vegetal	0.6640	0.8962
fruite	0.6549	0.8418
frais	0.6574	0.8320
vegetal_vert	0.5990	0.8588
doux	0.4910	0.8945
gras	0.4493	0.9156
floral	0.4916	0.8802
boise	0.4422	0.8720
vert	0.3927	0.8786
aldehyde	0.3109	0.8415
chimique	0.2596	0.8650
empyreumatique	0.3530	0.8624
balsamique	0.2244	0.9525
aldehyde_frais	0.2591	0.8110
fruit_exotique	0.2470	0.8854
herbe	0.2295	0.8065
legume	0.2361	0.9009
fermentaire	0.1749	0.9375
phenole	0.2800	0.8492
epice	0.2120	0.7869
fleur_d_arbuste	0.2282	0.8557
cuit	0.2307	0.8229
terreux	0.1400	0.9603
fruit_sec	0.1577	0.9025
fleur_du_jardin	0.1999	0.8381
agrume	0.2425	0.7867
oleagineux	0.1577	0.9194
lactique	0.1547	0.9401
soufre	0.3784	0.8690
plante_aromatique	0.1576	0.7544
animal	0.1213	0.8815
fruit_a_coque	0.1476	0.8642
moisi	0.0977	0.9572
fruit_a_pepins	0.1728	0.9008
torrefie	0.1703	0.9339
medicinal	0.1928	0.8672
vegetal_sec	0.0974	0.9035
rose	0.1625	0.8214
huile	0.1225	0.8914
lactone	0.1138	0.8636
menthe	0.2118	0.8152
bois	0.2099	0.7895
creme	0.0833	0.9231
boissons_alcoolisees	0.1079	0.8994
sucre_cuit	0.1031	0.8412
baie	0.0870	0.8743
poudre	0.1206	0.8537
viande_cuite	0.1752	0.8701
pomme	0.1379	0.9669
malte	0.1015	0.9400
mielle	0.1211	0.8214
solvant	0.1053	0.9242
ananas	0.0925	0.9302
fruit_rouge	0.0846	0.8672
coumarine	0.0735	0.8960
caramel	0.0939	0.9040
mineral	0.0536	0.9677
resineux	0.1638	0.8468
alliace	0.3028	0.9597
fruit_a_noyau	0.0729	0.9350
metal	0.0555	0.9669
metallique	0.0547	0.9664
peponide	0.0943	0.8182
melon	0.0957	0.7982
brule	0.0949	0.9439
feuille	0.0615	0.8762
alcool_de_fut	0.0748	0.9231
ether	0.0872	0.9208
boisson_fermentee	0.0631	0.9300
camphre	0.1316	0.8500
miel	0.0871	0.8144
citronne	0.0969	0.7396
racine	0.0397	0.9375
oignon	0.2391	0.9789
crucifere	0.0779	0.8936
lacte	0.0452	0.9677
fleur_d_arbre	0.0741	0.8280
vin	0.0636	0.9457
fromage	0.0657	0.9438
poire	0.0881	0.9205
banane	0.0793	0.9651
champignon	0.0416	0.9186
cafe	0.0788	0.9647
cacao	0.0556	0.9524
musque	0.1107	0.8354
savon	0.0490	0.8961
beurre	0.0522	0.9342
noix_de_coco	0.0590	0.9200
anise	0.0449	0.8356
pin	0.1229	0.9041
vanille	0.0575	0.9444
jasmin	0.0505	0.9444
ambre	0.0926	0.8873
ail	0.1722	0.9853
musc	0.1305	0.9254
cereale	0.0579	0.9254
peche	0.0428	0.9394
cerise	0.0515	0.8636
violette	0.0678	0.8000
rhum	0.0445	0.8500

Mean Precision: 0.1673
