Label	Precision	Recall
vegetal	0.6500	0.9126
fruite	0.6087	0.9405
frais	0.6324	0.8784
vegetal_vert	0.5791	0.8730
doux	0.4666	0.9514
gras	0.4585	0.9083
floral	0.4473	0.9263
boise	0.4464	0.8481
vert	0.3554	0.9332
aldehyde	0.3086	0.8558
chimique	0.2516	0.9218
empyreumatique	0.3101	0.8953
balsamique	0.2159	0.9393
aldehyde_frais	0.2347	0.8911
fruit_exotique	0.2075	0.9386
herbe	0.2077	0.8901
legume	0.2158	0.8747
fermentaire	0.1837	0.9311
phenole	0.2551	0.8512
epice	0.1896	0.8531
fleur_d_arbuste	0.1924	0.9545
cuit	0.1977	0.9008
terreux	0.1498	0.9074
fruit_sec	0.1447	0.9389
fleur_du_jardin	0.1736	0.9318
agrume	0.2478	0.7863
oleagineux	0.1480	0.9431
lactique	0.1500	0.9159
soufre	0.3085	0.8969
plante_aromatique	0.1301	0.8632
animal	0.1442	0.6568
fruit_a_coque	0.1261	0.9321
moisi	0.1015	0.9729
fruit_a_pepins	0.1406	0.9365
torrefie	0.1520	0.9547
medicinal	0.1693	0.8967
vegetal_sec	0.0978	0.8860
rose	0.1252	0.9196
huile	0.1330	0.8108
lactone	0.0973	0.9638
menthe	0.1903	0.8199
bois	0.1874	0.7667
creme	0.0824	0.9392
boissons_alcoolisees	0.1194	0.9086
sucre_cuit	0.0827	0.9766
baie	0.0683	0.9641
poudre	0.0966	0.9146
viande_cuite	0.1766	0.8968
pomme	0.1135	0.9205
malte	0.0852	0.9669
mielle	0.0792	0.8857
solvant	0.1440	0.8120
ananas	0.0716	0.9692
fruit_rouge	0.0520	0.9845
coumarine	0.0726	0.8819
caramel	0.0747	0.9365
mineral	0.0548	0.9520
resineux	0.1675	0.7742
alliace	0.2992	0.9435
fruit_a_noyau	0.0663	0.9919
metal	0.0543	0.9426
metallique	0.0523	0.9417
peponide	0.0623	0.9279
melon	0.0625	0.9174
brule	0.0918	0.9533
feuille	0.0532	0.9623
alcool_de_fut	0.0879	0.8942
ether	0.1030	0.8725
boisson_fermentee	0.0604	0.9000
camphre	0.1393	0.7900
miel	0.0521	0.9694
citronne	0.0944	0.7500
racine	0.0344	0.9896
oignon	0.2320	0.9474
crucifere	0.0548	0.9158
lacte	0.0455	0.9355
fleur_d_arbre	0.0567	0.9255
vin	0.0657	0.9348
fromage	0.0790	0.9000
poire	0.0698	0.9213
banane	0.0638	0.9186
champignon	0.0424	0.9310
cafe	0.0879	0.9529
cacao	0.0475	0.9643
musque	0.1981	0.7625
savon	0.0511	0.8333
beurre	0.0557	0.8701
noix_de_coco	0.0933	0.8533
anise	0.0345	0.9865
pin	0.1410	0.8767
vanille	0.0591	0.9167
jasmin	0.0410	0.9444
ambre	0.0739	0.8592
ail	0.1732	0.9706
musc	0.2077	0.8676
cereale	0.0651	0.8971
peche	0.0367	0.9394
cerise	0.0336	0.9848
violette	0.0500	0.8525
rhum	0.0437	0.9000

Mean Precision: 0.1579
