Label	Precision	Recall
vegetal	0.6780	0.8765
fruite	0.6593	0.8127
frais	0.6403	0.8600
vegetal_vert	0.5803	0.8828
doux	0.5055	0.8465
gras	0.4498	0.9189
floral	0.4751	0.9094
boise	0.4556	0.8499
vert	0.3947	0.8664
aldehyde	0.2917	0.8891
chimique	0.2695	0.8400
empyreumatique	0.3899	0.8171
balsamique	0.2382	0.9087
aldehyde_frais	0.2413	0.8780
fruit_exotique	0.2678	0.8365
herbe	0.2159	0.8667
legume	0.2721	0.8260
fermentaire	0.1983	0.8438
phenole	0.2522	0.8794
epice	0.1955	0.8735
fleur_d_arbuste	0.2040	0.9342
cuit	0.2631	0.7604
terreux	0.1494	0.8942
fruit_sec	0.1727	0.8524
fleur_du_jardin	0.1796	0.9347
agrume	0.1937	0.9020
oleagineux	0.1775	0.8687
lactique	0.1719	0.8413
soufre	0.4326	0.8414
plante_aromatique	0.1442	0.8327
animal	0.1141	0.9185
fruit_a_coque	0.1596	0.8264
moisi	0.1043	0.9027
fruit_a_pepins	0.1829	0.8333
torrefie	0.1992	0.8678
medicinal	0.1620	0.9046
vegetal_sec	0.0991	0.9123
rose	0.1322	0.9241
huile	0.1256	0.8597
lactone	0.1201	0.8545
menthe	0.1750	0.8483
bois	0.1827	0.8182
creme	0.0938	0.8516
boissons_alcoolisees	0.1287	0.8547
sucre_cuit	0.1278	0.7412
baie	0.0897	0.7844
poudre	0.1127	0.8902
viande_cuite	0.1876	0.8247
pomme	0.1576	0.8477
malte	0.1203	0.8667
mielle	0.0991	0.8714
solvant	0.1443	0.8788
ananas	0.1223	0.8682
fruit_rouge	0.0871	0.8047
coumarine	0.0788	0.8960
caramel	0.1193	0.8400
mineral	0.0577	0.9032
resineux	0.1413	0.8548
alliace	0.3205	0.9435
fruit_a_noyau	0.0814	0.8699
metal	0.0591	0.9091
metallique	0.0590	0.9160
peponide	0.0842	0.8636
melon	0.0851	0.8716
brule	0.0993	0.9159
feuille	0.0568	0.8857
alcool_de_fut	0.0858	0.8750
ether	0.1216	0.8812
boisson_fermentee	0.0758	0.8600
camphre	0.1039	0.9000
miel	0.0700	0.8144
citronne	0.0677	0.9167
racine	0.0447	0.8854
oignon	0.2549	0.9579
crucifere	0.0945	0.8085
lacte	0.0526	0.8387
fleur_d_arbre	0.0582	0.8925
vin	0.0761	0.8804
fromage	0.0781	0.8989
poire	0.0842	0.8864
banane	0.0989	0.8488
champignon	0.0495	0.8953
cafe	0.0854	0.9529
cacao	0.0653	0.8571
musque	0.1154	0.7975
savon	0.0501	0.8571
beurre	0.0621	0.8684
noix_de_coco	0.0685	0.9067
anise	0.0427	0.8630
pin	0.1073	0.9041
vanille	0.0733	0.8750
jasmin	0.0510	0.9444
ambre	0.0814	0.9296
ail	0.1909	0.9853
musc	0.1653	0.8806
cereale	0.0701	0.8955
peche	0.0508	0.9091
cerise	0.0506	0.8333
violette	0.0525	0.8833
rhum	0.0575	0.7500

Mean Precision: 0.1709
