Label	Precision	Recall
vegetal	0.6592	0.8977
fruite	0.6293	0.8879
frais	0.6328	0.8687
vegetal_vert	0.5817	0.8502
doux	0.4653	0.9457
gras	0.4507	0.9185
floral	0.4597	0.8807
boise	0.4489	0.8209
vert	0.3796	0.8877
aldehyde	0.2918	0.8633
chimique	0.2383	0.9226
empyreumatique	0.3758	0.8643
balsamique	0.2133	0.9772
aldehyde_frais	0.2334	0.8580
fruit_exotique	0.2159	0.9236
herbe	0.2098	0.8734
legume	0.2429	0.8330
fermentaire	0.1987	0.8612
phenole	0.2429	0.8333
epice	0.1970	0.8279
fleur_d_arbuste	0.1979	0.8938
cuit	0.2307	0.8597
terreux	0.1581	0.8813
fruit_sec	0.1627	0.8691
fleur_du_jardin	0.1710	0.9091
agrume	0.1970	0.8864
oleagineux	0.1600	0.8627
lactique	0.1423	0.9463
soufre	0.3814	0.9003
plante_aromatique	0.1538	0.7719
animal	0.1300	0.7860
fruit_a_coque	0.1517	0.8377
moisi	0.1096	0.8760
fruit_a_pepins	0.1611	0.8968
torrefie	0.1812	0.9177
medicinal	0.1512	0.8636
vegetal_sec	0.1032	0.8640
rose	0.1313	0.8929
huile	0.1100	0.8919
lactone	0.0983	0.9367
menthe	0.1889	0.7877
bois	0.1772	0.7905
creme	0.0794	0.9396
boissons_alcoolisees	0.1052	0.9435
sucre_cuit	0.0910	0.8647
baie	0.0702	0.9401
poudre	0.1053	0.8780
viande_cuite	0.1639	0.8903
pomme	0.1229	0.9408
malte	0.0963	0.9200
mielle	0.0942	0.8357
solvant	0.1018	0.8947
ananas	0.0850	0.9462
fruit_rouge	0.0684	0.9147
coumarine	0.0703	0.8661
caramel	0.0811	0.9286
mineral	0.0587	0.8960
resineux	0.1494	0.8468
alliace	0.3158	0.9600
fruit_a_noyau	0.0661	0.9355
metal	0.0594	0.8934
metallique	0.0565	0.8908
peponide	0.0777	0.8739
melon	0.0781	0.8716
brule	0.0977	0.9167
feuille	0.0557	0.8962
alcool_de_fut	0.0705	0.9327
ether	0.0824	0.9412
boisson_fermentee	0.0589	0.9200
camphre	0.1108	0.8400
miel	0.0666	0.8571
citronne	0.0642	0.9583
racine	0.0444	0.8542
oignon	0.2527	0.9583
crucifere	0.0844	0.8842
lacte	0.0407	0.9255
fleur_d_arbre	0.0636	0.8404
vin	0.0580	0.9348
fromage	0.0669	0.9333
poire	0.0840	0.9101
banane	0.0734	0.8966
champignon	0.0501	0.8621
cafe	0.0799	0.9647
cacao	0.0553	0.9524
musque	0.1369	0.7848
savon	0.0492	0.8718
beurre	0.0413	0.9610
noix_de_coco	0.0486	0.9342
anise	0.0476	0.7945
pin	0.1023	0.9178
vanille	0.0630	0.9306
jasmin	0.0429	0.9028
ambre	0.0850	0.9028
ail	0.1846	0.9853
musc	0.1266	0.8806
cereale	0.0513	0.9403
peche	0.0392	0.9403
cerise	0.0462	0.8939
violette	0.0401	0.8852
rhum	0.0392	0.9667

Mean Precision: 0.1592
