Label	Precision	Recall
vegetal	0.6439	0.9164
fruite	0.5648	0.9938
frais	0.5907	0.9439
vegetal_vert	0.5401	0.9286
doux	0.4371	0.9936
gras	0.4321	0.9828
floral	0.4078	0.9632
boise	0.4107	0.8933
vert	0.3379	0.9479
aldehyde	0.2664	0.9492
chimique	0.2301	0.9417
empyreumatique	0.4051	0.8020
balsamique	0.1965	0.9981
aldehyde_frais	0.2058	0.9545
fruit_exotique	0.1794	0.9745
herbe	0.1848	0.9546
legume	0.3035	0.6718
fermentaire	0.1868	0.9009
phenole	0.2655	0.8294
epice	0.1873	0.8531
fleur_d_arbuste	0.1667	0.9745
cuit	0.2595	0.8021
terreux	0.1748	0.7778
fruit_sec	0.1427	0.9581
fleur_du_jardin	0.1467	0.9801
agrume	0.1700	0.9259
oleagineux	0.1402	0.9375
lactique	0.1233	0.9910
soufre	0.6424	0.7621
plante_aromatique	0.1406	0.8421
animal	0.1967	0.5259
fruit_a_coque	0.1614	0.7879
moisi	0.1096	0.8560
fruit_a_pepins	0.1130	0.9841
torrefie	0.1945	0.8223
medicinal	0.1622	0.8430
vegetal_sec	0.0831	0.9956
rose	0.1040	0.9821
huile	0.1026	0.8959
lactone	0.0818	1.0000
menthe	0.2456	0.7299
bois	0.1798	0.7943
creme	0.0652	0.9890
boissons_alcoolisees	0.0814	0.9657
sucre_cuit	0.0822	0.9353
baie	0.0593	0.9819
poudre	0.1128	0.8476
viande_cuite	0.2924	0.7273
pomme	0.0814	0.9934
malte	0.1062	0.9007
mielle	0.0740	0.9000
solvant	0.1134	0.8195
ananas	0.0624	1.0000
fruit_rouge	0.0539	0.9767
coumarine	0.0513	0.9841
caramel	0.0821	0.8960
mineral	0.0595	0.9280
resineux	0.1748	0.6935
alliace	0.4016	0.7967
fruit_a_noyau	0.0494	0.9837
metal	0.0574	0.9008
metallique	0.0545	0.9076
peponide	0.0572	0.9273
melon	0.0571	0.9074
brule	0.1172	0.8037
feuille	0.0460	0.9333
alcool_de_fut	0.0574	0.9615
ether	0.0821	0.8812
boisson_fermentee	0.0487	0.9800
camphre	0.1787	0.7200
miel	0.0535	0.9072
citronne	0.0587	0.9688
racine	0.0450	0.8229
oignon	0.3578	0.8211
crucifere	0.1441	0.7128
lacte	0.0348	1.0000
fleur_d_arbre	0.0556	0.8710
vin	0.0474	0.9783
fromage	0.0623	0.9551
poire	0.0576	0.9551
banane	0.0479	1.0000
champignon	0.0441	0.8837
cafe	0.1351	0.7381
cacao	0.0585	0.8929
musque	0.3490	0.6582
savon	0.0447	0.9351
beurre	0.0324	0.9740
noix_de_coco	0.0391	0.9333
anise	0.0407	0.8649
pin	0.1263	0.8472
vanille	0.0617	0.9028
jasmin	0.0332	1.0000
ambre	0.0891	0.8310
ail	0.2811	0.7647
musc	0.3475	0.7313
cereale	0.0879	0.8657
peche	0.0317	0.9848
cerise	0.0386	0.9538
violette	0.0321	0.9836
rhum	0.0287	1.0000

Mean Precision: 0.1644
