Label	Precision	Recall
vegetal	0.6414	0.9279
fruite	0.6249	0.9219
frais	0.6110	0.9319
vegetal_vert	0.5560	0.9210
doux	0.4870	0.9131
gras	0.4568	0.9214
floral	0.4581	0.9197
boise	0.4498	0.8231
vert	0.3616	0.9388
aldehyde	0.2744	0.9303
chimique	0.2539	0.8852
empyreumatique	0.4226	0.7838
balsamique	0.2230	0.9355
aldehyde_frais	0.2189	0.9366
fruit_exotique	0.2115	0.9301
herbe	0.1983	0.9289
legume	0.2582	0.8286
fermentaire	0.1916	0.9111
phenole	0.2666	0.8512
epice	0.1953	0.8648
fleur_d_arbuste	0.1951	0.9419
cuit	0.2648	0.7963
terreux	0.1522	0.9206
fruit_sec	0.1666	0.8722
fleur_du_jardin	0.1665	0.9403
agrume	0.1910	0.9402
oleagineux	0.1708	0.8772
lactique	0.1552	0.9369
soufre	0.4697	0.8247
plante_aromatique	0.1339	0.8667
animal	0.1293	0.7970
fruit_a_coque	0.1691	0.7736
moisi	0.1052	0.9264
fruit_a_pepins	0.1417	0.9405
torrefie	0.2094	0.8230
medicinal	0.1685	0.9091
vegetal_sec	0.0930	0.9605
rose	0.1193	0.9420
huile	0.1163	0.8649
lactone	0.0998	0.9457
menthe	0.1843	0.8436
bois	0.1562	0.8667
creme	0.0843	0.9337
boissons_alcoolisees	0.1286	0.9200
sucre_cuit	0.1063	0.8947
baie	0.0758	0.9222
poudre	0.1147	0.8902
viande_cuite	0.2215	0.8387
pomme	0.1063	0.9934
malte	0.1153	0.8808
mielle	0.1036	0.7929
solvant	0.1450	0.8647
ananas	0.0835	0.9462
fruit_rouge	0.0699	0.9380
coumarine	0.0626	0.9528
caramel	0.1078	0.8730
mineral	0.0550	0.8720
resineux	0.1233	0.8548
alliace	0.3081	0.9516
fruit_a_noyau	0.0696	0.9431
metal	0.0556	0.8770
metallique	0.0528	0.8750
peponide	0.0606	0.9099
melon	0.0593	0.9083
brule	0.1312	0.8879
feuille	0.0539	0.9528
alcool_de_fut	0.0828	0.9519
ether	0.1105	0.9118
boisson_fermentee	0.0730	0.9100
camphre	0.1198	0.9000
miel	0.0721	0.8163
citronne	0.0614	0.9479
racine	0.0378	0.9479
oignon	0.2479	0.9474
crucifere	0.0941	0.8421
lacte	0.0506	0.9247
fleur_d_arbre	0.0599	0.8085
vin	0.0736	0.9348
fromage	0.0633	0.9111
poire	0.0655	0.9663
banane	0.0655	0.9767
champignon	0.0490	0.9195
cafe	0.1139	0.8941
cacao	0.0670	0.8929
musque	0.1761	0.7750
savon	0.0453	0.9359
beurre	0.0477	0.9221
noix_de_coco	0.0579	0.9600
anise	0.0423	0.8649
pin	0.0991	0.8904
vanille	0.0814	0.8889
jasmin	0.0487	0.9583
ambre	0.0819	0.9155
ail	0.1798	0.9706
musc	0.1891	0.8676
cereale	0.0798	0.8971
peche	0.0401	0.9545
cerise	0.0502	0.8939
violette	0.0354	0.9836
rhum	0.0499	0.9167

Mean Precision: 0.1643
