Label	Precision	Recall
vegetal	0.6455	0.9175
fruite	0.6404	0.8561
frais	0.6306	0.8759
vegetal_vert	0.5678	0.8898
doux	0.4536	0.9696
gras	0.4621	0.8656
floral	0.4419	0.9292
boise	0.3916	0.9654
vert	0.4208	0.7483
aldehyde	0.2882	0.9113
chimique	0.2438	0.8917
empyreumatique	0.3879	0.8154
balsamique	0.2009	0.9905
aldehyde_frais	0.2328	0.9173
fruit_exotique	0.2381	0.8705
herbe	0.2039	0.9269
legume	0.3735	0.4846
fermentaire	0.1866	0.8795
phenole	0.2233	0.9211
epice	0.1812	0.8923
fleur_d_arbuste	0.1979	0.9392
cuit	0.2590	0.7682
terreux	0.1534	0.8968
fruit_sec	0.1652	0.8552
fleur_du_jardin	0.1739	0.9176
agrume	0.2144	0.8300
oleagineux	0.1748	0.8448
lactique	0.1550	0.9222
soufre	0.5494	0.7862
plante_aromatique	0.1178	0.9217
animal	0.1154	0.8111
fruit_a_coque	0.1764	0.7509
moisi	0.1034	0.9027
fruit_a_pepins	0.1795	0.8413
torrefie	0.2012	0.8430
medicinal	0.1413	0.9419
vegetal_sec	0.0884	0.9605
rose	0.1515	0.8973
huile	0.1332	0.8235
lactone	0.1072	0.9182
menthe	0.1338	0.9147
bois	0.1222	0.8995
creme	0.0796	0.9451
boissons_alcoolisees	0.1318	0.8603
sucre_cuit	0.0920	0.8294
baie	0.0762	0.9281
poudre	0.0919	0.9207
viande_cuite	0.2439	0.7792
pomme	0.1591	0.8609
malte	0.1116	0.9000
mielle	0.0913	0.8643
solvant	0.1559	0.7652
ananas	0.1205	0.8992
fruit_rouge	0.0652	0.9062
coumarine	0.0697	0.9360
caramel	0.1027	0.8640
mineral	0.0714	0.7016
resineux	0.0976	0.9113
alliace	0.3363	0.9274
fruit_a_noyau	0.0671	0.9187
metal	0.0712	0.6281
metallique	0.0700	0.6303
peponide	0.0974	0.7818
melon	0.1001	0.7890
brule	0.1051	0.9065
feuille	0.0620	0.6286
alcool_de_fut	0.0930	0.8654
ether	0.1404	0.8218
boisson_fermentee	0.0748	0.8600
camphre	0.0911	0.9500
miel	0.0584	0.8454
citronne	0.0753	0.8542
racine	0.0532	0.7917
oignon	0.2625	0.9368
crucifere	0.1272	0.6915
lacte	0.0430	0.9570
fleur_d_arbre	0.0553	0.9247
vin	0.0751	0.8913
fromage	0.0756	0.9213
poire	0.1079	0.7955
banane	0.1149	0.8721
champignon	0.0619	0.8023
cafe	0.1042	0.8824
cacao	0.0595	0.9048
musque	0.0985	0.8228
savon	0.0403	0.9481
beurre	0.0567	0.9474
noix_de_coco	0.0583	0.8933
anise	0.0417	0.8356
pin	0.0724	0.9452
vanille	0.0547	0.9306
jasmin	0.0393	0.9861
ambre	0.0602	0.9296
ail	0.2012	0.9706
musc	0.1095	0.9254
cereale	0.0735	0.8657
peche	0.0414	0.9697
cerise	0.0462	0.8030
violette	0.0661	0.8500
rhum	0.0613	0.8333

Mean Precision: 0.1669
