Label	Precision	Recall
vegetal	0.6250	0.9363
fruite	0.5805	0.9789
frais	0.5851	0.9443
vegetal_vert	0.5321	0.9428
doux	0.4604	0.9641
gras	0.4347	0.9656
floral	0.4115	0.9727
boise	0.4368	0.8412
vert	0.3485	0.9408
aldehyde	0.2589	0.9588
chimique	0.2900	0.7804
empyreumatique	0.4339	0.7651
balsamique	0.2301	0.8973
aldehyde_frais	0.2022	0.9641
fruit_exotique	0.1940	0.9554
herbe	0.1871	0.9614
legume	0.2832	0.6806
fermentaire	0.2044	0.8062
phenole	0.2541	0.8260
epice	0.1778	0.8928
fleur_d_arbuste	0.1691	0.9772
cuit	0.2709	0.7917
terreux	0.1706	0.7230
fruit_sec	0.1628	0.8876
fleur_du_jardin	0.1444	0.9744
agrume	0.1854	0.9288
oleagineux	0.1804	0.8494
lactique	0.1408	0.9493
soufre	0.5973	0.7621
plante_aromatique	0.1204	0.9437
animal	0.1525	0.7519
fruit_a_coque	0.1881	0.7170
moisi	0.1302	0.7287
fruit_a_pepins	0.1245	0.9524
torrefie	0.2245	0.7727
medicinal	0.1712	0.8382
vegetal_sec	0.0860	0.9956
rose	0.1096	0.9866
huile	0.1107	0.8559
lactone	0.0895	0.9683
menthe	0.1698	0.8578
bois	0.1512	0.8667
creme	0.0730	0.9505
boissons_alcoolisees	0.1241	0.8764
sucre_cuit	0.0888	0.9415
baie	0.0603	0.9758
poudre	0.0910	0.8720
viande_cuite	0.2695	0.7403
pomme	0.1058	0.9603
malte	0.1099	0.8800
mielle	0.0661	0.9286
solvant	0.2500	0.5038
ananas	0.0793	0.9690
fruit_rouge	0.0571	0.9690
coumarine	0.0673	0.9843
caramel	0.1057	0.8571
mineral	0.0583	0.9040
resineux	0.1273	0.8468
alliace	0.3889	0.9032
fruit_a_noyau	0.0524	0.9837
metal	0.0594	0.8934
metallique	0.0567	0.8908
peponide	0.0567	0.9273
melon	0.0561	0.9358
brule	0.1246	0.7664
feuille	0.0444	0.9906
alcool_de_fut	0.0996	0.8558
ether	0.1868	0.6667
boisson_fermentee	0.0659	0.9300
camphre	0.1031	0.8900
miel	0.0442	0.9694
citronne	0.0602	0.9271
racine	0.0415	0.9167
oignon	0.3053	0.9158
crucifere	0.1143	0.7128
lacte	0.0397	0.9681
fleur_d_arbre	0.0501	0.9149
vin	0.0659	0.9022
fromage	0.0683	0.9111
poire	0.0670	0.9775
banane	0.0666	0.9655
champignon	0.0549	0.7791
cafe	0.1146	0.6941
cacao	0.0610	0.8810
musque	0.1685	0.7722
savon	0.0464	0.9103
beurre	0.0432	0.9351
noix_de_coco	0.0535	0.9467
anise	0.0336	0.9730
pin	0.1046	0.9041
vanille	0.0690	0.8889
jasmin	0.0334	1.0000
ambre	0.0892	0.8592
ail	0.2510	0.8971
musc	0.1637	0.8358
cereale	0.0857	0.7761
peche	0.0322	0.9701
cerise	0.0395	0.9077
violette	0.0279	1.0000
rhum	0.0522	0.8667

Mean Precision: 0.1646
