Label	Precision	Recall
vegetal	0.6487	0.8962
fruite	0.5783	0.9758
frais	0.6082	0.8943
vegetal_vert	0.5654	0.8792
doux	0.4454	0.9688
gras	0.4243	0.9689
floral	0.4311	0.9358
boise	0.4106	0.9153
vert	0.3411	0.9488
aldehyde	0.3042	0.8590
chimique	0.2113	0.9917
empyreumatique	0.3127	0.8826
balsamique	0.2030	0.9848
aldehyde_frais	0.2423	0.8858
fruit_exotique	0.2026	0.9384
herbe	0.2170	0.8882
legume	0.2076	0.9075
fermentaire	0.1611	0.9888
phenole	0.2382	0.8677
epice	0.1863	0.8618
fleur_d_arbuste	0.1828	0.9671
cuit	0.1934	0.8724
terreux	0.1325	0.9762
fruit_sec	0.1314	0.9694
fleur_du_jardin	0.1628	0.9347
agrume	0.2202	0.8098
oleagineux	0.1297	0.9612
lactique	0.1290	0.9790
soufre	0.4817	0.8172
plante_aromatique	0.1714	0.7295
animal	0.1587	0.6148
fruit_a_coque	0.1293	0.8906
moisi	0.0916	0.9883
fruit_a_pepins	0.1260	0.9683
torrefie	0.1538	0.9339
medicinal	0.1559	0.8838
vegetal_sec	0.0876	0.9693
rose	0.1172	0.9643
huile	0.1149	0.9095
lactone	0.0887	0.9682
menthe	0.2961	0.6540
bois	0.2605	0.6842
creme	0.0728	0.9615
boissons_alcoolisees	0.0826	0.9609
sucre_cuit	0.0773	0.9471
baie	0.0659	0.9641
poudre	0.1132	0.8720
viande_cuite	0.1821	0.8182
pomme	0.1044	0.9669
malte	0.0881	0.9533
mielle	0.0787	0.9143
solvant	0.0860	0.8788
ananas	0.0690	0.9767
fruit_rouge	0.0491	0.9844
coumarine	0.0555	0.9680
caramel	0.0693	0.9520
mineral	0.0555	0.8468
resineux	0.1865	0.6694
alliace	0.3178	0.9355
fruit_a_noyau	0.0562	0.9675
metal	0.0524	0.9339
metallique	0.0505	0.9328
peponide	0.0627	0.8636
melon	0.0648	0.8807
brule	0.0838	0.9346
feuille	0.0494	0.9429
alcool_de_fut	0.0659	0.9135
ether	0.0714	0.8911
boisson_fermentee	0.0433	0.9900
camphre	0.1867	0.7300
miel	0.0534	0.8866
citronne	0.0773	0.8333
racine	0.0338	0.9896
oignon	0.2655	0.9474
crucifere	0.0616	0.8830
lacte	0.0355	0.9892
fleur_d_arbre	0.0529	0.9247
vin	0.0442	0.9783
fromage	0.0636	0.9213
poire	0.0615	0.9318
banane	0.0571	0.9302
champignon	0.0352	0.9186
cafe	0.0789	0.9412
cacao	0.0459	0.9524
musque	0.3005	0.6962
savon	0.0461	0.7922
beurre	0.0430	0.9474
noix_de_coco	0.0505	0.9067
anise	0.0376	0.9726
pin	0.1310	0.7534
vanille	0.0558	0.8889
jasmin	0.0394	0.9722
ambre	0.1385	0.7606
ail	0.2038	0.9412
musc	0.3310	0.7164
cereale	0.0575	0.9254
peche	0.0369	0.9848
cerise	0.0293	1.0000
violette	0.0575	0.8833
rhum	0.0350	0.9333

Mean Precision: 0.1576
