Label	Precision	Recall
vegetal	0.6542	0.9011
fruite	0.6254	0.8978
frais	0.6165	0.9025
vegetal_vert	0.5569	0.9044
doux	0.4652	0.9441
gras	0.4509	0.9394
floral	0.4285	0.9463
boise	0.4027	0.9490
vert	0.3823	0.8720
aldehyde	0.2760	0.9365
chimique	0.2724	0.8667
empyreumatique	0.4310	0.7614
balsamique	0.2168	0.9772
aldehyde_frais	0.2201	0.9287
fruit_exotique	0.2366	0.8917
herbe	0.1952	0.9266
legume	0.3168	0.7048
fermentaire	0.2090	0.7974
phenole	0.2539	0.8832
epice	0.1840	0.9068
fleur_d_arbuste	0.1848	0.9643
cuit	0.2950	0.7760
terreux	0.1587	0.8810
fruit_sec	0.1848	0.7821
fleur_du_jardin	0.1603	0.9574
agrume	0.1750	0.9288
oleagineux	0.1971	0.7798
lactique	0.1656	0.8866
soufre	0.6085	0.7931
plante_aromatique	0.1287	0.8772
animal	0.1071	0.8704
fruit_a_coque	0.1742	0.7273
moisi	0.1129	0.8833
fruit_a_pepins	0.1615	0.8730
torrefie	0.2097	0.8182
medicinal	0.1612	0.9298
vegetal_sec	0.0887	0.9649
rose	0.1133	0.9598
huile	0.1199	0.8326
lactone	0.1067	0.9050
menthe	0.1566	0.8483
bois	0.1296	0.9091
creme	0.0903	0.9116
boissons_alcoolisees	0.1249	0.8343
sucre_cuit	0.1075	0.7765
baie	0.0715	0.9578
poudre	0.0894	0.9329
viande_cuite	0.2505	0.8052
pomme	0.1238	0.9205
malte	0.1207	0.8344
mielle	0.0963	0.8643
solvant	0.1621	0.7068
ananas	0.1038	0.9077
fruit_rouge	0.0742	0.8527
coumarine	0.0774	0.9127
caramel	0.1140	0.8480
mineral	0.0585	0.9280
resineux	0.0955	0.9113
alliace	0.3469	0.9024
fruit_a_noyau	0.0662	0.9350
metal	0.0604	0.9174
metallique	0.0589	0.9244
peponide	0.0846	0.8545
melon	0.0855	0.8519
brule	0.1174	0.8972
feuille	0.0535	0.9048
alcool_de_fut	0.0903	0.8365
ether	0.1281	0.7624
boisson_fermentee	0.0743	0.8700
camphre	0.0939	0.9000
miel	0.0713	0.8351
citronne	0.0582	0.9688
racine	0.0408	0.9479
oignon	0.2910	0.9158
crucifere	0.1488	0.7234
lacte	0.0475	0.8191
fleur_d_arbre	0.0567	0.8817
vin	0.0775	0.9022
fromage	0.0810	0.8764
poire	0.0909	0.8652
banane	0.0863	0.8721
champignon	0.0517	0.8721
cafe	0.1071	0.8571
cacao	0.0676	0.8452
musque	0.0865	0.9114
savon	0.0435	0.9091
beurre	0.0534	0.8182
noix_de_coco	0.0752	0.8800
anise	0.0414	0.8514
pin	0.0752	0.9306
vanille	0.0840	0.9028
jasmin	0.0432	0.9583
ambre	0.0552	0.9718
ail	0.2230	0.9412
musc	0.0968	0.9552
cereale	0.0818	0.8657
peche	0.0415	0.9697
cerise	0.0545	0.8615
violette	0.0349	0.9836
rhum	0.0544	0.8167

Mean Precision: 0.1674
