Label	Precision	Recall
vegetal	0.6294	0.9384
fruite	0.5903	0.9659
frais	0.5791	0.9522
vegetal_vert	0.5311	0.9258
doux	0.4503	0.9800
gras	0.4322	0.9787
floral	0.4224	0.9538
boise	0.3997	0.9365
vert	0.3401	0.9354
aldehyde	0.2747	0.9397
chimique	0.2202	0.9683
empyreumatique	0.3907	0.8139
balsamique	0.1972	0.9924
aldehyde_frais	0.2124	0.9465
fruit_exotique	0.1930	0.9490
herbe	0.1868	0.9546
legume	0.2594	0.7445
fermentaire	0.1876	0.8833
phenole	0.2273	0.8785
epice	0.1732	0.9510
fleur_d_arbuste	0.1753	0.9643
cuit	0.2572	0.8099
terreux	0.1477	0.9550
fruit_sec	0.1391	0.9330
fleur_du_jardin	0.1523	0.9688
agrume	0.1750	0.9145
oleagineux	0.1470	0.8958
lactique	0.1344	0.9701
soufre	0.6080	0.7862
plante_aromatique	0.1174	0.9193
animal	0.1382	0.6259
fruit_a_coque	0.1593	0.8068
moisi	0.0985	0.9300
fruit_a_pepins	0.1410	0.9127
torrefie	0.1923	0.8512
medicinal	0.1365	0.9050
vegetal_sec	0.0842	0.9781
rose	0.1126	0.9420
huile	0.0997	0.8914
lactone	0.0862	0.9955
menthe	0.1451	0.8483
bois	0.1433	0.8565
creme	0.0684	0.9834
boissons_alcoolisees	0.0979	0.8971
sucre_cuit	0.0839	0.8882
baie	0.0647	0.9940
poudre	0.0973	0.9085
viande_cuite	0.2259	0.8052
pomme	0.1055	0.9272
malte	0.1104	0.8477
mielle	0.0762	0.9071
solvant	0.1145	0.7970
ananas	0.0725	0.9385
fruit_rouge	0.0539	0.9690
coumarine	0.0516	1.0000
caramel	0.0868	0.8800
mineral	0.0584	0.9120
resineux	0.1070	0.8871
alliace	0.3376	0.8537
fruit_a_noyau	0.0585	0.9675
metal	0.0583	0.9091
metallique	0.0558	0.9496
peponide	0.0693	0.8727
melon	0.0679	0.8796
brule	0.1026	0.8879
feuille	0.0434	0.9619
alcool_de_fut	0.0750	0.8942
ether	0.0933	0.8416
boisson_fermentee	0.0534	0.9000
camphre	0.0870	0.8900
miel	0.0530	0.8969
citronne	0.0532	0.9688
racine	0.0346	0.9792
oignon	0.2862	0.8737
crucifere	0.1145	0.7660
lacte	0.0359	0.9574
fleur_d_arbre	0.0535	0.9032
vin	0.0573	0.9130
fromage	0.0728	0.8764
poire	0.0687	0.8764
banane	0.0602	0.9186
champignon	0.0385	0.9070
cafe	0.0947	0.8333
cacao	0.0589	0.9167
musque	0.1894	0.7215
savon	0.0468	0.8312
beurre	0.0412	0.9351
noix_de_coco	0.0333	0.9867
anise	0.0327	0.9324
pin	0.0742	0.9167
vanille	0.0714	0.8889
jasmin	0.0374	1.0000
ambre	0.0863	0.8592
ail	0.2259	0.8971
musc	0.2132	0.8209
cereale	0.0731	0.9104
peche	0.0362	0.9848
cerise	0.0387	0.9692
violette	0.0334	0.9836
rhum	0.0365	0.9333

Mean Precision: 0.1542
