Label	Precision	Recall
vegetal	0.6693	0.8780
fruite	0.6534	0.8247
frais	0.6211	0.8725
vegetal_vert	0.5825	0.8594
doux	0.4606	0.9609
gras	0.4553	0.9083
floral	0.4842	0.8812
boise	0.4204	0.9192
vert	0.3922	0.8199
aldehyde	0.2922	0.8714
chimique	0.2275	0.9550
empyreumatique	0.3406	0.8697
balsamique	0.2035	0.9791
aldehyde_frais	0.2314	0.9030
fruit_exotique	0.2630	0.7919
herbe	0.2051	0.9006
legume	0.2255	0.8524
fermentaire	0.1821	0.9207
phenole	0.2138	0.9416
epice	0.1815	0.9021
fleur_d_arbuste	0.2061	0.8852
cuit	0.2309	0.8255
terreux	0.1329	0.9947
fruit_sec	0.1742	0.8380
fleur_du_jardin	0.1756	0.8977
agrume	0.2168	0.8148
oleagineux	0.1730	0.8393
lactique	0.1596	0.7642
soufre	0.3851	0.8724
plante_aromatique	0.1269	0.8842
animal	0.0987	0.9741
fruit_a_coque	0.1507	0.8674
moisi	0.0925	0.9883
fruit_a_pepins	0.1950	0.7460
torrefie	0.1682	0.9132
medicinal	0.1278	0.9504
vegetal_sec	0.0896	0.9561
rose	0.1421	0.8304
huile	0.1398	0.7421
lactone	0.1133	0.8416
menthe	0.1270	0.8910
bois	0.1215	0.9043
creme	0.0889	0.7514
boissons_alcoolisees	0.1205	0.7657
sucre_cuit	0.0977	0.8059
baie	0.0823	0.8193
poudre	0.1005	0.8963
viande_cuite	0.1377	0.8961
pomme	0.1413	0.8344
malte	0.1016	0.8874
mielle	0.1187	0.7571
solvant	0.0971	0.8120
ananas	0.1128	0.7538
fruit_rouge	0.0692	0.8605
coumarine	0.0713	0.9365
caramel	0.0901	0.8720
mineral	0.0574	0.8800
resineux	0.1000	0.8790
alliace	0.3203	0.9350
fruit_a_noyau	0.0922	0.5854
metal	0.0625	0.8678
metallique	0.0608	0.8403
peponide	0.0883	0.8091
melon	0.0880	0.8148
brule	0.0827	0.9346
feuille	0.0605	0.8381
alcool_de_fut	0.0901	0.8077
ether	0.0906	0.8218
boisson_fermentee	0.0697	0.8000
camphre	0.0784	0.9100
miel	0.0786	0.7629
citronne	0.0624	0.9062
racine	0.0349	0.9688
oignon	0.2542	0.9579
crucifere	0.0795	0.8191
lacte	0.0480	0.7447
fleur_d_arbre	0.0712	0.7849
vin	0.0755	0.7609
fromage	0.0762	0.8652
poire	0.0980	0.8090
banane	0.0895	0.8140
champignon	0.0434	0.9070
cafe	0.0638	0.9524
cacao	0.0565	0.9048
musque	0.0905	0.8608
savon	0.0564	0.7792
beurre	0.0640	0.7403
noix_de_coco	0.0574	0.8800
anise	0.0339	0.9324
pin	0.0743	0.9583
vanille	0.0731	0.8889
jasmin	0.0725	0.6806
ambre	0.0813	0.8592
ail	0.1875	0.9706
musc	0.1013	0.9104
cereale	0.0559	0.9254
peche	0.0547	0.7273
cerise	0.0530	0.8615
violette	0.0455	0.8197
rhum	0.0499	0.7667

Mean Precision: 0.1591
