Label	Precision	Recall
vegetal	0.6603	0.8927
fruite	0.6143	0.9442
frais	0.6036	0.9063
vegetal_vert	0.5538	0.8965
doux	0.4765	0.9138
gras	0.4370	0.9681
floral	0.4310	0.9397
boise	0.4349	0.8865
vert	0.3647	0.8867
aldehyde	0.2813	0.9302
chimique	0.2614	0.8050
empyreumatique	0.4101	0.7868
balsamique	0.2172	0.9677
aldehyde_frais	0.2245	0.9228
fruit_exotique	0.2170	0.9321
herbe	0.2005	0.9093
legume	0.2987	0.7159
fermentaire	0.1979	0.8833
phenole	0.2760	0.7991
epice	0.1972	0.8625
fleur_d_arbuste	0.1780	0.9694
cuit	0.2867	0.7786
terreux	0.1619	0.8042
fruit_sec	0.1551	0.9246
fleur_du_jardin	0.1594	0.9602
agrume	0.1797	0.9174
oleagineux	0.1564	0.9196
lactique	0.1389	0.9552
soufre	0.5289	0.8207
plante_aromatique	0.1363	0.8807
animal	0.1216	0.7593
fruit_a_coque	0.1665	0.7727
moisi	0.1071	0.8872
fruit_a_pepins	0.1483	0.9286
torrefie	0.1970	0.8264
medicinal	0.1819	0.8223
vegetal_sec	0.0887	0.9605
rose	0.1080	0.9598
huile	0.0994	0.8869
lactone	0.0938	0.9774
menthe	0.1798	0.8341
bois	0.1676	0.8325
creme	0.0762	0.9669
boissons_alcoolisees	0.1035	0.9086
sucre_cuit	0.1028	0.7941
baie	0.0740	0.9398
poudre	0.1036	0.8841
viande_cuite	0.2079	0.8182
pomme	0.1145	0.9669
malte	0.1113	0.8477
mielle	0.1023	0.8143
solvant	0.1354	0.7970
ananas	0.0941	0.9308
fruit_rouge	0.0694	0.7829
coumarine	0.0595	0.9921
caramel	0.0955	0.8640
mineral	0.0577	0.9280
resineux	0.1299	0.8548
alliace	0.3183	0.9187
fruit_a_noyau	0.0624	0.9512
metal	0.0609	0.9421
metallique	0.0557	0.9412
peponide	0.0721	0.8727
melon	0.0750	0.8796
brule	0.1087	0.8879
feuille	0.0510	0.9238
alcool_de_fut	0.0714	0.9327
ether	0.1061	0.7921
boisson_fermentee	0.0596	0.9000
camphre	0.1181	0.8600
miel	0.0737	0.7938
citronne	0.0597	0.9792
racine	0.0463	0.6042
oignon	0.2766	0.9579
crucifere	0.1180	0.7447
lacte	0.0398	0.9468
fleur_d_arbre	0.0574	0.8710
vin	0.0606	0.9130
fromage	0.0743	0.9213
poire	0.0719	0.9326
banane	0.0708	0.8721
champignon	0.0465	0.9186
cafe	0.0940	0.8810
cacao	0.0610	0.8690
musque	0.1362	0.8101
savon	0.0435	0.9481
beurre	0.0425	0.9221
noix_de_coco	0.0399	0.9733
anise	0.0459	0.8378
pin	0.1037	0.8889
vanille	0.0716	0.8889
jasmin	0.0395	1.0000
ambre	0.0665	0.9437
ail	0.2036	0.9853
musc	0.1530	0.8657
cereale	0.0726	0.9104
peche	0.0373	0.9697
cerise	0.0496	0.8615
violette	0.0353	0.9672
rhum	0.0453	0.8500

Mean Precision: 0.1623
