Label	Precision	Recall
vegetal	0.6574	0.8819
fruite	0.6624	0.7821
frais	0.6276	0.8623
vegetal_vert	0.5602	0.8947
doux	0.4852	0.9034
gras	0.4573	0.8830
floral	0.4522	0.9122
boise	0.4263	0.8738
vert	0.3876	0.8687
aldehyde	0.2795	0.8967
chimique	0.2608	0.8047
empyreumatique	0.4178	0.8174
balsamique	0.2230	0.9241
aldehyde_frais	0.2298	0.8880
fruit_exotique	0.2672	0.8089
herbe	0.2055	0.9056
legume	0.2849	0.7363
fermentaire	0.2008	0.8612
phenole	0.2355	0.8819
epice	0.1873	0.9302
fleur_d_arbuste	0.1898	0.9404
cuit	0.2749	0.7896
terreux	0.1454	0.8839
fruit_sec	0.1883	0.8217
fleur_du_jardin	0.1690	0.9403
agrume	0.1920	0.9176
oleagineux	0.1952	0.8328
lactique	0.1738	0.8657
soufre	0.4656	0.8385
plante_aromatique	0.1388	0.8456
animal	0.1071	0.9410
fruit_a_coque	0.1720	0.7509
moisi	0.1050	0.8837
fruit_a_pepins	0.2035	0.7937
torrefie	0.2030	0.8930
medicinal	0.1415	0.9298
vegetal_sec	0.0965	0.8991
rose	0.1183	0.9464
huile	0.1205	0.8468
lactone	0.1175	0.8507
menthe	0.1778	0.8396
bois	0.1608	0.8429
creme	0.1038	0.8901
boissons_alcoolisees	0.1388	0.8305
sucre_cuit	0.1279	0.7471
baie	0.0814	0.8443
poudre	0.0945	0.9146
viande_cuite	0.1938	0.8516
pomme	0.1644	0.8684
malte	0.1126	0.8600
mielle	0.0793	0.9000
solvant	0.1760	0.7820
ananas	0.1180	0.8000
fruit_rouge	0.0733	0.7442
coumarine	0.0919	0.8504
caramel	0.1153	0.8095
mineral	0.0570	0.9280
resineux	0.1208	0.9032
alliace	0.3333	0.9360
fruit_a_noyau	0.0753	0.8790
metal	0.0588	0.9098
metallique	0.0565	0.9076
peponide	0.0848	0.7568
melon	0.0852	0.7615
brule	0.1009	0.9074
feuille	0.0605	0.8962
alcool_de_fut	0.0915	0.8269
ether	0.1461	0.7549
boisson_fermentee	0.0744	0.8500
camphre	0.0874	0.9000
miel	0.0602	0.9082
citronne	0.0631	0.9583
racine	0.0446	0.8021
oignon	0.2754	0.9583
crucifere	0.1103	0.7789
lacte	0.0548	0.8404
fleur_d_arbre	0.0535	0.8936
vin	0.0746	0.8696
fromage	0.0817	0.8111
poire	0.0970	0.8652
banane	0.1166	0.7931
champignon	0.0553	0.8736
cafe	0.0904	0.9059
cacao	0.0653	0.8929
musque	0.0625	0.8861
savon	0.0471	0.8846
beurre	0.0605	0.8312
noix_de_coco	0.1024	0.8816
anise	0.0521	0.8493
pin	0.0874	0.9589
vanille	0.0805	0.8472
jasmin	0.0491	0.9444
ambre	0.0544	0.9722
ail	0.1994	0.9706
musc	0.0727	0.9254
cereale	0.0656	0.8507
peche	0.0474	0.8955
cerise	0.0520	0.8333
violette	0.0517	0.8852
rhum	0.0617	0.7333

Mean Precision: 0.1686
