Label	Precision	Recall
vegetal	0.6678	0.8563
fruite	0.6119	0.9380
frais	0.6309	0.8574
vegetal_vert	0.5800	0.8573
doux	0.4541	0.9688
gras	0.4456	0.9336
floral	0.4447	0.9340
boise	0.3974	0.9451
vert	0.3995	0.8274
aldehyde	0.2844	0.8906
chimique	0.2395	0.9217
empyreumatique	0.3469	0.8423
balsamique	0.2016	0.9905
aldehyde_frais	0.2354	0.9094
fruit_exotique	0.2261	0.9193
herbe	0.2093	0.9075
legume	0.2863	0.7511
fermentaire	0.1953	0.8036
phenole	0.2342	0.9049
epice	0.1795	0.9157
fleur_d_arbuste	0.1903	0.9519
cuit	0.2220	0.8151
terreux	0.1520	0.9180
fruit_sec	0.1636	0.8886
fleur_du_jardin	0.1670	0.9460
agrume	0.2034	0.8559
oleagineux	0.1678	0.8896
lactique	0.1461	0.9162
soufre	0.4721	0.8172
plante_aromatique	0.1323	0.9004
animal	0.1207	0.7815
fruit_a_coque	0.1585	0.8226
moisi	0.1083	0.8599
fruit_a_pepins	0.1528	0.9246
torrefie	0.1801	0.8760
medicinal	0.1425	0.9212
vegetal_sec	0.0856	0.9649
rose	0.1350	0.9196
huile	0.1300	0.8235
lactone	0.0937	0.9409
menthe	0.1692	0.8341
bois	0.1499	0.8469
creme	0.0765	0.9451
boissons_alcoolisees	0.1141	0.8883
sucre_cuit	0.0821	0.9000
baie	0.0718	0.9581
poudre	0.0924	0.9207
viande_cuite	0.2003	0.8117
pomme	0.1161	0.9338
malte	0.0992	0.9000
mielle	0.0845	0.8929
solvant	0.1427	0.8182
ananas	0.1013	0.9380
fruit_rouge	0.0554	0.9688
coumarine	0.0600	0.9440
caramel	0.0866	0.9280
mineral	0.0584	0.7903
resineux	0.1218	0.8710
alliace	0.3372	0.9435
fruit_a_noyau	0.0618	0.9512
metal	0.0620	0.8017
metallique	0.0600	0.7983
peponide	0.0845	0.8455
melon	0.0831	0.8532
brule	0.0897	0.9252
feuille	0.0545	0.9048
alcool_de_fut	0.0818	0.8942
ether	0.1066	0.8020
boisson_fermentee	0.0598	0.9300
camphre	0.0938	0.8600
miel	0.0589	0.9072
citronne	0.0592	0.9375
racine	0.0390	0.9583
oignon	0.2669	0.9579
crucifere	0.0918	0.7979
lacte	0.0410	0.9140
fleur_d_arbre	0.0565	0.9032
vin	0.0646	0.9130
fromage	0.0728	0.9101
poire	0.0745	0.8977
banane	0.0749	0.9186
champignon	0.0485	0.7791
cafe	0.0840	0.9176
cacao	0.0552	0.9524
musque	0.1540	0.7975
savon	0.0416	0.9091
beurre	0.0496	0.9474
noix_de_coco	0.0515	0.9067
anise	0.0358	0.9589
pin	0.0977	0.9452
vanille	0.0513	0.9167
jasmin	0.0397	0.9722
ambre	0.0747	0.9296
ail	0.1970	0.9559
musc	0.1609	0.8955
cereale	0.0616	0.8955
peche	0.0390	0.9545
cerise	0.0371	0.9394
violette	0.0434	0.9167
rhum	0.0501	0.8500

Mean Precision: 0.1592
