Label	Precision	Recall
vegetal	0.6661	0.8878
fruite	0.6227	0.9069
frais	0.6241	0.8708
vegetal_vert	0.5750	0.8743
doux	0.4692	0.9361
gras	0.4457	0.9180
floral	0.4650	0.9019
boise	0.4288	0.8874
vert	0.3672	0.8976
aldehyde	0.2918	0.8906
chimique	0.2310	0.9433
empyreumatique	0.3579	0.8305
balsamique	0.2123	0.9715
aldehyde_frais	0.2398	0.9016
fruit_exotique	0.2369	0.9023
herbe	0.2136	0.9032
legume	0.2537	0.8370
fermentaire	0.1856	0.8616
phenole	0.2395	0.8956
epice	0.1922	0.8782
fleur_d_arbuste	0.1965	0.9392
cuit	0.2301	0.7995
terreux	0.1453	0.9524
fruit_sec	0.1599	0.9053
fleur_du_jardin	0.1718	0.9261
agrume	0.2049	0.8732
oleagineux	0.1610	0.9015
lactique	0.1580	0.9012
soufre	0.4296	0.8414
plante_aromatique	0.1606	0.7865
animal	0.1131	0.8370
fruit_a_coque	0.1538	0.8377
moisi	0.1033	0.9027
fruit_a_pepins	0.1560	0.9405
torrefie	0.1758	0.8843
medicinal	0.1459	0.9129
vegetal_sec	0.0916	0.9561
rose	0.1293	0.9241
huile	0.1203	0.8416
lactone	0.1013	0.8909
menthe	0.1869	0.7962
bois	0.2160	0.7895
creme	0.0856	0.9066
boissons_alcoolisees	0.1073	0.8994
sucre_cuit	0.0962	0.8353
baie	0.0773	0.9401
poudre	0.1107	0.8841
viande_cuite	0.1697	0.8442
pomme	0.1174	0.9536
malte	0.1007	0.9267
mielle	0.0934	0.8714
solvant	0.0995	0.8864
ananas	0.0922	0.9380
fruit_rouge	0.0585	0.9375
coumarine	0.0630	0.9280
caramel	0.0955	0.8960
mineral	0.0585	0.9113
resineux	0.1469	0.8387
alliace	0.3138	0.9516
fruit_a_noyau	0.0676	0.9268
metal	0.0575	0.9091
metallique	0.0547	0.8992
peponide	0.0700	0.8727
melon	0.0692	0.8991
brule	0.0946	0.9065
feuille	0.0528	0.9143
alcool_de_fut	0.0769	0.8942
ether	0.0847	0.9010
boisson_fermentee	0.0554	0.9200
camphre	0.1032	0.8700
miel	0.0622	0.8660
citronne	0.0663	0.9271
racine	0.0382	0.9688
oignon	0.2514	0.9579
crucifere	0.0876	0.8511
lacte	0.0427	0.8925
fleur_d_arbre	0.0581	0.8602
vin	0.0577	0.9239
fromage	0.0692	0.9326
poire	0.0709	0.9318
banane	0.0709	0.9070
champignon	0.0493	0.8605
cafe	0.0827	0.9529
cacao	0.0538	0.9524
musque	0.1359	0.8101
savon	0.0484	0.8571
beurre	0.0500	0.9211
noix_de_coco	0.0504	0.9067
anise	0.0412	0.9041
pin	0.1150	0.9041
vanille	0.0620	0.9028
jasmin	0.0467	0.9583
ambre	0.0792	0.9296
ail	0.1841	0.9853
musc	0.1709	0.8955
cereale	0.0607	0.8955
peche	0.0410	0.9242
cerise	0.0380	0.9242
violette	0.0451	0.8833
rhum	0.0439	0.8667

Mean Precision: 0.1597
