Label	Precision	Recall
vegetal	0.6504	0.9055
fruite	0.6585	0.8482
frais	0.6378	0.8692
vegetal_vert	0.5835	0.8771
doux	0.5295	0.8244
gras	0.4645	0.8730
floral	0.4865	0.9029
boise	0.4757	0.8181
vert	0.3997	0.8599
aldehyde	0.2941	0.9033
chimique	0.3021	0.7937
empyreumatique	0.4149	0.8020
balsamique	0.2762	0.8460
aldehyde_frais	0.2353	0.9084
fruit_exotique	0.2475	0.8790
herbe	0.2145	0.8863
legume	0.2661	0.8392
fermentaire	0.2095	0.8877
phenole	0.2617	0.8585
epice	0.2089	0.8648
fleur_d_arbuste	0.2068	0.9570
cuit	0.2688	0.8021
terreux	0.1557	0.9156
fruit_sec	0.1857	0.8118
fleur_du_jardin	0.1823	0.9347
agrume	0.2018	0.9174
oleagineux	0.1919	0.8434
lactique	0.1741	0.8776
soufre	0.4124	0.8690
plante_aromatique	0.1418	0.8592
animal	0.1219	0.8963
fruit_a_coque	0.1858	0.7887
moisi	0.1100	0.9147
fruit_a_pepins	0.1878	0.8571
torrefie	0.2008	0.8760
medicinal	0.1870	0.8838
vegetal_sec	0.1035	0.8816
rose	0.1335	0.9509
huile	0.1231	0.8288
lactone	0.1261	0.8688
menthe	0.1658	0.8720
bois	0.1537	0.8619
creme	0.1006	0.8736
boissons_alcoolisees	0.1538	0.8539
sucre_cuit	0.1208	0.8246
baie	0.0840	0.9091
poudre	0.1309	0.8598
viande_cuite	0.1896	0.8506
pomme	0.1607	0.9139
malte	0.1151	0.8867
mielle	0.1034	0.8071
solvant	0.1646	0.8045
ananas	0.1041	0.9147
fruit_rouge	0.0889	0.8062
coumarine	0.0937	0.8976
caramel	0.1272	0.8492
mineral	0.0613	0.9360
resineux	0.1221	0.8952
alliace	0.3166	0.9677
fruit_a_noyau	0.0748	0.9106
metal	0.0624	0.9098
metallique	0.0605	0.9076
peponide	0.0853	0.8636
melon	0.0846	0.8624
brule	0.1119	0.9159
feuille	0.0586	0.8962
alcool_de_fut	0.1090	0.8654
ether	0.1441	0.8333
boisson_fermentee	0.0818	0.8600
camphre	0.0970	0.9400
miel	0.0824	0.7857
citronne	0.0695	0.9479
racine	0.0404	0.9062
oignon	0.2542	0.9579
crucifere	0.0920	0.8723
lacte	0.0520	0.8830
fleur_d_arbre	0.0644	0.8830
vin	0.0854	0.8913
fromage	0.0711	0.9222
poire	0.0908	0.9438
banane	0.0950	0.8736
champignon	0.0486	0.8837
cafe	0.0970	0.9176
cacao	0.0703	0.9167
musque	0.1330	0.9241
savon	0.0560	0.8590
beurre	0.0605	0.8701
noix_de_coco	0.0738	0.9067
anise	0.0445	0.8919
pin	0.1001	0.9589
vanille	0.1106	0.9306
jasmin	0.0542	0.9722
ambre	0.1039	0.9296
ail	0.1872	0.9853
musc	0.1548	0.9403
cereale	0.0715	0.8955
peche	0.0468	0.9552
cerise	0.0635	0.8769
violette	0.0439	0.9672
rhum	0.0791	0.8333

Mean Precision: 0.1754
