Label	Precision	Recall
vegetal	0.6537	0.8994
fruite	0.6862	0.7572
frais	0.6390	0.8451
vegetal_vert	0.5722	0.8707
doux	0.4858	0.9114
gras	0.4660	0.8534
floral	0.4588	0.9036
boise	0.4123	0.9080
vert	0.3985	0.8476
aldehyde	0.2818	0.8919
chimique	0.2557	0.8653
empyreumatique	0.4000	0.8308
balsamique	0.2291	0.9431
aldehyde_frais	0.2267	0.8960
fruit_exotique	0.2694	0.8259
herbe	0.2056	0.9013
legume	0.2737	0.7626
fermentaire	0.2047	0.8634
phenole	0.2317	0.8843
epice	0.1910	0.9163
fleur_d_arbuste	0.1911	0.9223
cuit	0.2661	0.8052
terreux	0.1457	0.9103
fruit_sec	0.1982	0.7521
fleur_du_jardin	0.1700	0.9347
agrume	0.1897	0.9119
oleagineux	0.2055	0.7761
lactique	0.1841	0.8269
soufre	0.4399	0.8557
plante_aromatique	0.1392	0.8526
animal	0.0996	0.9594
fruit_a_coque	0.1675	0.7736
moisi	0.1075	0.8295
fruit_a_pepins	0.1977	0.8333
torrefie	0.1904	0.8971
medicinal	0.1497	0.9050
vegetal_sec	0.1020	0.8684
rose	0.1151	0.9420
huile	0.1310	0.7973
lactone	0.1211	0.7647
menthe	0.1568	0.8774
bois	0.1426	0.8571
creme	0.1081	0.8352
boissons_alcoolisees	0.1198	0.8588
sucre_cuit	0.1214	0.7471
baie	0.0779	0.8982
poudre	0.0892	0.9207
viande_cuite	0.1625	0.8774
pomme	0.1463	0.8750
malte	0.1101	0.8667
mielle	0.0802	0.9000
solvant	0.1828	0.7669
ananas	0.1094	0.8769
fruit_rouge	0.0778	0.8682
coumarine	0.1039	0.7795
caramel	0.1109	0.8095
mineral	0.0560	0.9440
resineux	0.1069	0.9274
alliace	0.3117	0.9600
fruit_a_noyau	0.0827	0.8306
metal	0.0568	0.9262
metallique	0.0562	0.9412
peponide	0.0867	0.8288
melon	0.0846	0.8165
brule	0.0929	0.9352
feuille	0.0550	0.9528
alcool_de_fut	0.0880	0.8269
ether	0.1566	0.7647
boisson_fermentee	0.0638	0.8800
camphre	0.0844	0.9100
miel	0.0574	0.8980
citronne	0.0619	0.9688
racine	0.0445	0.8750
oignon	0.2548	0.9583
crucifere	0.1044	0.8000
lacte	0.0551	0.8511
fleur_d_arbre	0.0539	0.9255
vin	0.0637	0.9022
fromage	0.0844	0.8444
poire	0.0947	0.8876
banane	0.1033	0.8276
champignon	0.0525	0.8506
cafe	0.0784	0.9412
cacao	0.0635	0.8810
musque	0.0592	0.8987
savon	0.0501	0.8718
beurre	0.0633	0.7922
noix_de_coco	0.0885	0.8026
anise	0.0527	0.8219
pin	0.0676	0.9589
vanille	0.0820	0.9028
jasmin	0.0535	0.9028
ambre	0.0587	0.9583
ail	0.1848	1.0000
musc	0.0702	0.9254
cereale	0.0589	0.8806
peche	0.0504	0.7910
cerise	0.0551	0.8485
violette	0.0409	0.8852
rhum	0.0552	0.7833

Mean Precision: 0.1660
