Label	Precision	Recall
vegetal	0.6675	0.8640
fruite	0.6142	0.9263
frais	0.6352	0.8627
vegetal_vert	0.5821	0.8771
doux	0.4681	0.9649
gras	0.4560	0.9057
floral	0.4455	0.9397
boise	0.4572	0.8431
vert	0.3779	0.8815
aldehyde	0.2921	0.9160
chimique	0.2778	0.8569
empyreumatique	0.3795	0.8372
balsamique	0.2313	0.9544
aldehyde_frais	0.2297	0.9183
fruit_exotique	0.2362	0.9066
herbe	0.2121	0.9227
legume	0.2777	0.7885
fermentaire	0.2014	0.8855
phenole	0.2498	0.8376
epice	0.1960	0.8578
fleur_d_arbuste	0.1915	0.9646
cuit	0.2569	0.8229
terreux	0.1689	0.8311
fruit_sec	0.1667	0.8680
fleur_du_jardin	0.1649	0.9517
agrume	0.2120	0.8832
oleagineux	0.1857	0.8705
lactique	0.1469	0.9343
soufre	0.4809	0.8241
plante_aromatique	0.1664	0.7923
animal	0.1314	0.8407
fruit_a_coque	0.1644	0.8566
moisi	0.1145	0.8682
fruit_a_pepins	0.1448	0.9048
torrefie	0.1815	0.8843
medicinal	0.1750	0.8672
vegetal_sec	0.0990	0.9430
rose	0.1225	0.9643
huile	0.1149	0.8649
lactone	0.1034	0.9276
menthe	0.2253	0.7678
bois	0.1824	0.7810
creme	0.0802	0.9451
boissons_alcoolisees	0.1141	0.9045
sucre_cuit	0.0995	0.8596
baie	0.0711	0.9576
poudre	0.0953	0.8963
viande_cuite	0.2063	0.8442
pomme	0.1320	0.9404
malte	0.0999	0.9333
mielle	0.0701	0.9071
solvant	0.1656	0.8045
ananas	0.0963	0.9535
fruit_rouge	0.0658	0.9612
coumarine	0.0785	0.9449
caramel	0.1030	0.8810
mineral	0.0590	0.9280
resineux	0.1596	0.8145
alliace	0.3324	0.9274
fruit_a_noyau	0.0648	0.9431
metal	0.0615	0.9180
metallique	0.0596	0.9160
peponide	0.0713	0.9000
melon	0.0703	0.8991
brule	0.1014	0.9252
feuille	0.0515	0.9717
alcool_de_fut	0.0846	0.9135
ether	0.1206	0.8039
boisson_fermentee	0.0636	0.9700
camphre	0.1232	0.8800
miel	0.0485	0.9388
citronne	0.0737	0.8854
racine	0.0432	0.8646
oignon	0.2655	0.9474
crucifere	0.1029	0.8191
lacte	0.0425	0.9787
fleur_d_arbre	0.0524	0.9255
vin	0.0657	0.9457
fromage	0.0683	0.9333
poire	0.0795	0.9775
banane	0.0806	0.9425
champignon	0.0504	0.8488
cafe	0.0986	0.9059
cacao	0.0582	0.9286
musque	0.1491	0.8228
savon	0.0515	0.8974
beurre	0.0495	0.9091
noix_de_coco	0.0727	0.8800
anise	0.0411	0.9730
pin	0.1281	0.8493
vanille	0.0695	0.9444
jasmin	0.0407	0.9722
ambre	0.0893	0.9296
ail	0.2018	0.9706
musc	0.1602	0.8657
cereale	0.0724	0.8806
peche	0.0428	0.9701
cerise	0.0456	0.9385
violette	0.0384	1.0000
rhum	0.0510	0.9000

Mean Precision: 0.1672
