Label	Precision	Recall
vegetal	0.6731	0.8638
fruite	0.6396	0.8717
frais	0.6578	0.8050
vegetal_vert	0.5920	0.8184
doux	0.4752	0.9346
gras	0.4515	0.8781
floral	0.4693	0.8683
boise	0.4900	0.7427
vert	0.3812	0.8799
aldehyde	0.3063	0.8092
chimique	0.2355	0.9209
empyreumatique	0.3529	0.8660
balsamique	0.2325	0.9051
aldehyde_frais	0.2545	0.7700
fruit_exotique	0.2379	0.8875
herbe	0.2267	0.7940
legume	0.2243	0.8681
fermentaire	0.1782	0.9361
phenole	0.2572	0.8056
epice	0.2098	0.7791
fleur_d_arbuste	0.2006	0.8964
cuit	0.2329	0.8338
terreux	0.1500	0.9208
fruit_sec	0.1579	0.8997
fleur_du_jardin	0.1717	0.8920
agrume	0.2141	0.8551
oleagineux	0.1491	0.9104
lactique	0.1427	0.9582
soufre	0.3432	0.9141
plante_aromatique	0.1718	0.7228
animal	0.1097	0.8708
fruit_a_coque	0.1415	0.8679
moisi	0.1018	0.9651
fruit_a_pepins	0.1733	0.9008
torrefie	0.1698	0.9300
medicinal	0.1649	0.8554
vegetal_sec	0.1062	0.8377
rose	0.1313	0.9241
huile	0.1147	0.8694
lactone	0.1067	0.9095
menthe	0.2539	0.6934
bois	0.2257	0.6952
creme	0.0837	0.9396
boissons_alcoolisees	0.1081	0.8870
sucre_cuit	0.1003	0.8353
baie	0.0780	0.8623
poudre	0.1022	0.8659
viande_cuite	0.1527	0.8968
pomme	0.1306	0.9145
malte	0.0965	0.9133
mielle	0.0882	0.8357
solvant	0.1121	0.8797
ananas	0.0895	0.9462
fruit_rouge	0.0683	0.8682
coumarine	0.0731	0.8740
caramel	0.0871	0.9048
mineral	0.0533	0.9760
resineux	0.1799	0.7661
alliace	0.2988	0.9680
fruit_a_noyau	0.0710	0.9194
metal	0.0526	0.9672
metallique	0.0501	0.9748
peponide	0.0827	0.8468
melon	0.0840	0.8349
brule	0.0917	0.9352
feuille	0.0565	0.8962
alcool_de_fut	0.0740	0.8942
ether	0.0927	0.9118
boisson_fermentee	0.0592	0.9000
camphre	0.1429	0.7500
miel	0.0640	0.8265
citronne	0.0746	0.8750
racine	0.0446	0.8438
oignon	0.2404	0.9792
crucifere	0.0759	0.8947
lacte	0.0436	0.9468
fleur_d_arbre	0.0556	0.8191
vin	0.0589	0.9130
fromage	0.0632	0.9333
poire	0.0835	0.9438
banane	0.0772	0.8851
champignon	0.0428	0.9195
cafe	0.0746	0.9765
cacao	0.0555	0.9286
musque	0.1121	0.8228
savon	0.0494	0.8590
beurre	0.0446	0.9221
noix_de_coco	0.0719	0.8684
anise	0.0509	0.7945
pin	0.1188	0.7260
vanille	0.0589	0.9167
jasmin	0.0443	0.9028
ambre	0.0885	0.8750
ail	0.1731	0.9853
musc	0.1283	0.8806
cereale	0.0530	0.9254
peche	0.0450	0.9254
cerise	0.0485	0.9242
violette	0.0526	0.8361
rhum	0.0442	0.9500

Mean Precision: 0.1628
