Label	Precision	Recall
vegetal	0.6668	0.8831
fruite	0.6379	0.8885
frais	0.6218	0.8929
vegetal_vert	0.5708	0.8858
doux	0.4850	0.9138
gras	0.4555	0.9132
floral	0.4677	0.9020
boise	0.4357	0.8894
vert	0.3709	0.8901
aldehyde	0.2893	0.9111
chimique	0.2590	0.8833
empyreumatique	0.3936	0.8105
balsamique	0.2303	0.9106
aldehyde_frais	0.2284	0.9129
fruit_exotique	0.2315	0.9023
herbe	0.2050	0.9158
legume	0.2700	0.7731
fermentaire	0.2065	0.8502
phenole	0.2522	0.8855
epice	0.1976	0.8974
fleur_d_arbuste	0.1984	0.9337
cuit	0.2637	0.7995
terreux	0.1611	0.8519
fruit_sec	0.1991	0.7737
fleur_du_jardin	0.1714	0.9290
agrume	0.1823	0.9145
oleagineux	0.2040	0.7798
lactique	0.1627	0.8836
soufre	0.4596	0.8621
plante_aromatique	0.1453	0.8281
animal	0.1129	0.8000
fruit_a_coque	0.1717	0.7576
moisi	0.1116	0.8288
fruit_a_pepins	0.1564	0.9286
torrefie	0.1850	0.8678
medicinal	0.1534	0.9174
vegetal_sec	0.0968	0.9298
rose	0.1218	0.9241
huile	0.1160	0.8190
lactone	0.1136	0.8869
menthe	0.1633	0.8436
bois	0.1479	0.8660
creme	0.0912	0.8840
boissons_alcoolisees	0.1084	0.8971
sucre_cuit	0.1050	0.8647
baie	0.0773	0.9277
poudre	0.1026	0.9024
viande_cuite	0.1988	0.8636
pomme	0.1158	0.9536
malte	0.1105	0.8808
mielle	0.0885	0.8500
solvant	0.1191	0.7970
ananas	0.1006	0.9231
fruit_rouge	0.0707	0.9380
coumarine	0.0843	0.8889
caramel	0.1019	0.8800
mineral	0.0585	0.9200
resineux	0.1150	0.8952
alliace	0.3015	0.9512
fruit_a_noyau	0.0718	0.9106
metal	0.0603	0.9421
metallique	0.0587	0.9328
peponide	0.0786	0.8545
melon	0.0786	0.8611
brule	0.1044	0.9252
feuille	0.0528	0.9429
alcool_de_fut	0.0777	0.9038
ether	0.0989	0.8317
boisson_fermentee	0.0631	0.9000
camphre	0.1073	0.9100
miel	0.0625	0.8454
citronne	0.0620	0.9688
racine	0.0428	0.9062
oignon	0.2514	0.9684
crucifere	0.1053	0.7979
lacte	0.0487	0.8511
fleur_d_arbre	0.0582	0.8925
vin	0.0666	0.9130
fromage	0.0758	0.9326
poire	0.0751	0.9213
banane	0.0762	0.8953
champignon	0.0536	0.8721
cafe	0.0867	0.9167
cacao	0.0626	0.9286
musque	0.1243	0.8354
savon	0.0491	0.8442
beurre	0.0546	0.8831
noix_de_coco	0.0786	0.9200
anise	0.0403	0.9054
pin	0.0881	0.9444
vanille	0.0750	0.8750
jasmin	0.0493	0.9583
ambre	0.0704	0.9437
ail	0.1811	0.9853
musc	0.1223	0.9254
cereale	0.0685	0.9104
peche	0.0431	0.9697
cerise	0.0516	0.9385
violette	0.0380	0.9344
rhum	0.0457	0.9333

Mean Precision: 0.1638
