Label	Precision	Recall
vegetal	0.6562	0.8560
fruite	0.6101	0.9393
frais	0.6150	0.8899
vegetal_vert	0.5667	0.8842
doux	0.4492	0.9785
gras	0.4469	0.9451
floral	0.4621	0.9303
boise	0.4369	0.8758
vert	0.3722	0.8907
aldehyde	0.2804	0.9176
chimique	0.2381	0.9334
empyreumatique	0.3825	0.8272
balsamique	0.2115	0.9772
aldehyde_frais	0.2259	0.9323
fruit_exotique	0.2125	0.9278
herbe	0.2058	0.9313
legume	0.2849	0.7819
fermentaire	0.1932	0.8722
phenole	0.2459	0.8747
epice	0.1987	0.8462
fleur_d_arbuste	0.1946	0.9595
cuit	0.2410	0.8516
terreux	0.1652	0.8628
fruit_sec	0.1596	0.8820
fleur_du_jardin	0.1700	0.9375
agrume	0.2134	0.8832
oleagineux	0.1695	0.9006
lactique	0.1499	0.9224
soufre	0.5405	0.7828
plante_aromatique	0.1472	0.8275
animal	0.1667	0.6333
fruit_a_coque	0.1534	0.8491
moisi	0.1107	0.8488
fruit_a_pepins	0.1407	0.9405
torrefie	0.1831	0.8595
medicinal	0.1531	0.9004
vegetal_sec	0.0897	0.9605
rose	0.1297	0.9330
huile	0.1172	0.8243
lactone	0.0942	0.9548
menthe	0.1818	0.8246
bois	0.1488	0.8619
creme	0.0830	0.9396
boissons_alcoolisees	0.1076	0.9213
sucre_cuit	0.0829	0.9708
baie	0.0691	0.9576
poudre	0.1021	0.9024
viande_cuite	0.2172	0.8182
pomme	0.1057	0.9868
malte	0.1005	0.9267
mielle	0.0759	0.8571
solvant	0.1189	0.8271
ananas	0.0859	0.9690
fruit_rouge	0.0554	0.9845
coumarine	0.0662	0.9528
caramel	0.0808	0.9444
mineral	0.0642	0.8160
resineux	0.1211	0.8790
alliace	0.3696	0.9032
fruit_a_noyau	0.0618	0.9593
metal	0.0651	0.8197
metallique	0.0621	0.8319
peponide	0.0693	0.8545
melon	0.0702	0.8716
brule	0.1048	0.9065
feuille	0.0530	0.9623
alcool_de_fut	0.0740	0.9231
ether	0.0962	0.8824
boisson_fermentee	0.0625	0.9300
camphre	0.1002	0.9000
miel	0.0477	0.9184
citronne	0.0727	0.8854
racine	0.0381	0.9479
oignon	0.2862	0.9158
crucifere	0.0955	0.7979
lacte	0.0415	0.9574
fleur_d_arbre	0.0599	0.8723
vin	0.0612	0.9348
fromage	0.0687	0.9222
poire	0.0735	0.9551
banane	0.0651	0.9425
champignon	0.0579	0.8140
cafe	0.0933	0.9059
cacao	0.0551	0.9405
musque	0.1785	0.7975
savon	0.0506	0.8718
beurre	0.0439	0.9481
noix_de_coco	0.0540	0.9200
anise	0.0349	0.9459
pin	0.1069	0.9178
vanille	0.0616	0.9583
jasmin	0.0413	0.9722
ambre	0.0874	0.8732
ail	0.2250	0.9265
musc	0.1752	0.8657
cereale	0.0636	0.8806
peche	0.0404	0.9701
cerise	0.0363	0.9538
violette	0.0373	0.9672
rhum	0.0396	0.9667

Mean Precision: 0.1623
