Label	Precision	Recall
vegetal	0.6452	0.9226
fruite	0.6116	0.9387
frais	0.6248	0.8789
vegetal_vert	0.5670	0.8794
doux	0.4893	0.9106
gras	0.4510	0.9271
floral	0.4548	0.9237
boise	0.4508	0.8673
vert	0.3632	0.9083
aldehyde	0.2893	0.8968
chimique	0.2959	0.7250
empyreumatique	0.3751	0.8460
balsamique	0.2364	0.9183
aldehyde_frais	0.2293	0.9030
fruit_exotique	0.1993	0.9490
herbe	0.2030	0.8942
legume	0.2489	0.8348
fermentaire	0.2168	0.7885
phenole	0.2819	0.8248
epice	0.2029	0.8462
fleur_d_arbuste	0.1984	0.9541
cuit	0.2233	0.8490
terreux	0.1579	0.9101
fruit_sec	0.1551	0.9134
fleur_du_jardin	0.1700	0.9290
agrume	0.1801	0.9145
oleagineux	0.1540	0.9048
lactique	0.1453	0.9493
soufre	0.3898	0.8966
plante_aromatique	0.1305	0.8877
animal	0.1157	0.8556
fruit_a_coque	0.1664	0.8295
moisi	0.1222	0.8093
fruit_a_pepins	0.1588	0.9167
torrefie	0.1804	0.8843
medicinal	0.1895	0.8223
vegetal_sec	0.0926	0.9561
rose	0.1225	0.9420
huile	0.1201	0.8371
lactone	0.0989	0.9367
menthe	0.1560	0.8673
bois	0.1518	0.8900
creme	0.0793	0.9503
boissons_alcoolisees	0.1244	0.8400
sucre_cuit	0.0922	0.9235
baie	0.0670	0.9699
poudre	0.1151	0.8780
viande_cuite	0.1690	0.8506
pomme	0.1164	0.9735
malte	0.1028	0.9073
mielle	0.1017	0.8357
solvant	0.1523	0.7594
ananas	0.0816	0.9923
fruit_rouge	0.0670	0.9225
coumarine	0.0707	0.9365
caramel	0.0968	0.8720
mineral	0.0548	0.9600
resineux	0.1152	0.9113
alliace	0.2774	0.9675
fruit_a_noyau	0.0597	0.9675
metal	0.0554	0.9669
metallique	0.0548	0.9664
peponide	0.0840	0.8091
melon	0.0860	0.8519
brule	0.1033	0.9159
feuille	0.0565	0.8762
alcool_de_fut	0.0855	0.8269
ether	0.1111	0.7624
boisson_fermentee	0.0761	0.8800
camphre	0.1238	0.8900
miel	0.0740	0.8763
citronne	0.0720	0.9375
racine	0.0380	0.9583
oignon	0.2359	0.9684
crucifere	0.0883	0.8617
lacte	0.0425	0.9681
fleur_d_arbre	0.0720	0.8280
vin	0.0775	0.8913
fromage	0.0667	0.9438
poire	0.0919	0.8539
banane	0.0811	0.8605
champignon	0.0461	0.9070
cafe	0.0952	0.8929
cacao	0.0608	0.9286
musque	0.1570	0.7848
savon	0.0605	0.8052
beurre	0.0464	0.9351
noix_de_coco	0.0621	0.9600
anise	0.0436	0.8784
pin	0.0804	0.9583
vanille	0.0995	0.8611
jasmin	0.0407	0.9722
ambre	0.0781	0.9155
ail	0.1791	0.9853
musc	0.1638	0.8507
cereale	0.0705	0.9403
peche	0.0353	0.9848
cerise	0.0529	0.8615
violette	0.0354	0.9344
rhum	0.0458	0.8667

Mean Precision: 0.1619
