Label	Precision	Recall
vegetal	0.6616	0.8833
fruite	0.6182	0.9139
frais	0.6269	0.8815
vegetal_vert	0.5679	0.8942
doux	0.4980	0.8747
gras	0.4382	0.9270
floral	0.4495	0.9434
boise	0.4578	0.8306
vert	0.3804	0.8907
aldehyde	0.2739	0.9366
chimique	0.3347	0.6672
empyreumatique	0.4324	0.7785
balsamique	0.2542	0.8593
aldehyde_frais	0.2268	0.9203
fruit_exotique	0.2360	0.8960
herbe	0.2100	0.9099
legume	0.2934	0.7709
fermentaire	0.2244	0.7533
phenole	0.3044	0.7564
epice	0.2040	0.8415
fleur_d_arbuste	0.1911	0.9722
cuit	0.2776	0.7656
terreux	0.1849	0.7625
fruit_sec	0.1887	0.8230
fleur_du_jardin	0.1669	0.9574
agrume	0.1862	0.9430
oleagineux	0.2010	0.8283
lactique	0.1578	0.9104
soufre	0.5290	0.8172
plante_aromatique	0.1377	0.8979
animal	0.1165	0.9037
fruit_a_coque	0.1912	0.7509
moisi	0.1331	0.7713
fruit_a_pepins	0.1662	0.8651
torrefie	0.2186	0.7769
medicinal	0.2192	0.7469
vegetal_sec	0.0948	0.9518
rose	0.1251	0.9688
huile	0.1041	0.8964
lactone	0.1092	0.9186
menthe	0.1941	0.8057
bois	0.1693	0.8190
creme	0.0844	0.9011
boissons_alcoolisees	0.1491	0.8371
sucre_cuit	0.1197	0.8070
baie	0.0760	0.9333
poudre	0.1061	0.8902
viande_cuite	0.2129	0.8117
pomme	0.1559	0.9139
malte	0.1302	0.7933
mielle	0.0898	0.8214
solvant	0.2308	0.6316
ananas	0.1109	0.9070
fruit_rouge	0.0841	0.7829
coumarine	0.0768	0.9055
caramel	0.1376	0.8651
mineral	0.0533	0.9360
resineux	0.1360	0.8226
alliace	0.3686	0.9274
fruit_a_noyau	0.0680	0.9593
metal	0.0552	0.9344
metallique	0.0531	0.9328
peponide	0.0697	0.9000
melon	0.0691	0.8991
brule	0.1164	0.8692
feuille	0.0552	0.9151
alcool_de_fut	0.1061	0.8365
ether	0.1837	0.7059
boisson_fermentee	0.0810	0.8500
camphre	0.1300	0.8200
miel	0.0723	0.6939
citronne	0.0622	0.9583
racine	0.0492	0.8229
oignon	0.2961	0.9474
crucifere	0.1185	0.7553
lacte	0.0509	0.8830
fleur_d_arbre	0.0561	0.8936
vin	0.0829	0.8804
fromage	0.0691	0.9111
poire	0.0814	0.9775
banane	0.1076	0.8966
champignon	0.0587	0.8140
cafe	0.1141	0.8588
cacao	0.0744	0.7738
musque	0.1029	0.8861
savon	0.0428	0.9359
beurre	0.0517	0.9221
noix_de_coco	0.0609	0.8933
anise	0.0431	0.8378
pin	0.1214	0.8767
vanille	0.0815	0.9028
jasmin	0.0484	0.9861
ambre	0.0947	0.9014
ail	0.2257	0.9559
musc	0.1144	0.9104
cereale	0.0808	0.8806
peche	0.0417	0.9701
cerise	0.0631	0.8462
violette	0.0344	0.9836
rhum	0.0763	0.7500

Mean Precision: 0.1764
