Label	Precision	Recall
vegetal	0.6646	0.8617
fruite	0.6179	0.9188
frais	0.6384	0.8666
vegetal_vert	0.5860	0.8642
doux	0.4859	0.9330
gras	0.4552	0.9074
floral	0.4613	0.9331
boise	0.4729	0.8325
vert	0.3823	0.8770
aldehyde	0.2938	0.9033
chimique	0.2703	0.9018
empyreumatique	0.3604	0.8624
balsamique	0.2483	0.9144
aldehyde_frais	0.2338	0.9143
fruit_exotique	0.2256	0.9087
herbe	0.2138	0.9120
legume	0.2764	0.8018
fermentaire	0.1926	0.9163
phenole	0.2559	0.8538
epice	0.2027	0.8718
fleur_d_arbuste	0.2013	0.9544
cuit	0.2384	0.8854
terreux	0.1712	0.8391
fruit_sec	0.1809	0.8455
fleur_du_jardin	0.1756	0.9432
agrume	0.2129	0.8946
oleagineux	0.2000	0.8735
lactique	0.1520	0.9254
soufre	0.4529	0.8448
plante_aromatique	0.1610	0.7993
animal	0.1474	0.8111
fruit_a_coque	0.1688	0.8528
moisi	0.1152	0.8643
fruit_a_pepins	0.1445	0.9206
torrefie	0.1731	0.9091
medicinal	0.1642	0.8714
vegetal_sec	0.1051	0.9254
rose	0.1318	0.9464
huile	0.1187	0.8378
lactone	0.1113	0.9412
menthe	0.2349	0.7915
bois	0.1742	0.8048
creme	0.0868	0.9231
boissons_alcoolisees	0.1164	0.9157
sucre_cuit	0.1000	0.9474
baie	0.0717	0.9576
poudre	0.1014	0.8598
viande_cuite	0.1794	0.8831
pomme	0.1169	0.9735
malte	0.0982	0.9333
mielle	0.0813	0.8857
solvant	0.1570	0.8571
ananas	0.0894	0.9690
fruit_rouge	0.0650	0.9690
coumarine	0.0887	0.9134
caramel	0.1017	0.9286
mineral	0.0614	0.9120
resineux	0.1494	0.8145
alliace	0.3250	0.9435
fruit_a_noyau	0.0652	0.9675
metal	0.0633	0.8852
metallique	0.0613	0.8908
peponide	0.0754	0.9000
melon	0.0746	0.8991
brule	0.0982	0.9065
feuille	0.0545	0.9623
alcool_de_fut	0.0823	0.9135
ether	0.1184	0.8627
boisson_fermentee	0.0670	0.9700
camphre	0.1134	0.9000
miel	0.0576	0.8980
citronne	0.0715	0.9062
racine	0.0444	0.9062
oignon	0.2630	0.9579
crucifere	0.0939	0.8511
lacte	0.0450	0.9468
fleur_d_arbre	0.0551	0.9149
vin	0.0679	0.9674
fromage	0.0692	0.9222
poire	0.0742	0.9775
banane	0.0744	0.9655
champignon	0.0541	0.8372
cafe	0.0904	0.9176
cacao	0.0584	0.9286
musque	0.1803	0.8101
savon	0.0512	0.8718
beurre	0.0496	0.9351
noix_de_coco	0.0865	0.9200
anise	0.0403	0.9459
pin	0.1178	0.9178
vanille	0.0668	0.9583
jasmin	0.0511	0.9583
ambre	0.1119	0.8732
ail	0.1942	0.9853
musc	0.1897	0.8806
cereale	0.0670	0.8955
peche	0.0432	0.9701
cerise	0.0418	0.9692
violette	0.0397	0.9180
rhum	0.0492	0.9833

Mean Precision: 0.1684
