Label	Precision	Recall
vegetal	0.6726	0.8627
fruite	0.6230	0.9195
frais	0.6466	0.8606
vegetal_vert	0.5897	0.8582
doux	0.4600	0.9593
gras	0.4545	0.9156
floral	0.4404	0.9263
boise	0.4086	0.9260
vert	0.3838	0.8786
aldehyde	0.2979	0.8827
chimique	0.2708	0.8003
empyreumatique	0.3619	0.8480
balsamique	0.2054	0.9905
aldehyde_frais	0.2422	0.8733
fruit_exotique	0.2261	0.9089
herbe	0.2201	0.8793
legume	0.2818	0.7648
fermentaire	0.1909	0.8978
phenole	0.2577	0.8512
epice	0.1860	0.8881
fleur_d_arbuste	0.1851	0.9571
cuit	0.2399	0.8355
terreux	0.1562	0.8519
fruit_sec	0.1513	0.9444
fleur_du_jardin	0.1661	0.9460
agrume	0.2236	0.8319
oleagineux	0.1501	0.9521
lactique	0.1415	0.9489
soufre	0.4571	0.8419
plante_aromatique	0.1344	0.8702
animal	0.1377	0.7196
fruit_a_coque	0.1451	0.8679
moisi	0.1026	0.9109
fruit_a_pepins	0.1573	0.9048
torrefie	0.1724	0.9136
medicinal	0.1689	0.8926
vegetal_sec	0.0895	0.9781
rose	0.1173	0.9554
huile	0.1266	0.8198
lactone	0.0947	0.9729
menthe	0.2099	0.8246
bois	0.1801	0.7857
creme	0.0738	0.9558
boissons_alcoolisees	0.1488	0.8743
sucre_cuit	0.0890	0.9181
baie	0.0746	0.9461
poudre	0.0942	0.9329
viande_cuite	0.1753	0.8710
pomme	0.1421	0.9073
malte	0.0953	0.9404
mielle	0.0816	0.9214
solvant	0.1930	0.7444
ananas	0.0900	0.9615
fruit_rouge	0.0648	0.9457
coumarine	0.0583	0.9764
caramel	0.0860	0.9127
mineral	0.0575	0.8640
resineux	0.1520	0.8226
alliace	0.3314	0.9355
fruit_a_noyau	0.0666	0.9756
metal	0.0590	0.8607
metallique	0.0566	0.8750
peponide	0.0685	0.8108
melon	0.0698	0.8073
brule	0.1014	0.9346
feuille	0.0593	0.8962
alcool_de_fut	0.1143	0.8365
ether	0.1519	0.8039
boisson_fermentee	0.0728	0.9000
camphre	0.1377	0.8800
miel	0.0541	0.9082
citronne	0.0868	0.8021
racine	0.0388	0.9167
oignon	0.2647	0.9474
crucifere	0.0963	0.8211
lacte	0.0394	0.9677
fleur_d_arbre	0.0488	0.9468
vin	0.0790	0.9130
fromage	0.0727	0.8889
poire	0.0900	0.8876
banane	0.0868	0.8837
champignon	0.0468	0.8851
cafe	0.0947	0.9765
cacao	0.0513	0.9286
musque	0.1432	0.7750
savon	0.0473	0.8974
beurre	0.0478	0.9351
noix_de_coco	0.0537	0.9867
anise	0.0388	0.9054
pin	0.1100	0.9041
vanille	0.0589	0.9583
jasmin	0.0414	0.9861
ambre	0.0759	0.9296
ail	0.1958	0.9559
musc	0.1713	0.8971
cereale	0.0633	0.9118
peche	0.0400	0.9848
cerise	0.0475	0.9394
violette	0.0452	0.8689
rhum	0.0724	0.7833

Mean Precision: 0.1650
