Label	Precision	Recall
vegetal	0.6503	0.9073
fruite	0.6081	0.9458
frais	0.5994	0.9261
vegetal_vert	0.5558	0.9004
doux	0.4572	0.9673
gras	0.4463	0.9382
floral	0.4500	0.9008
boise	0.4204	0.8865
vert	0.3618	0.9143
aldehyde	0.2782	0.9126
chimique	0.2282	0.9360
empyreumatique	0.4172	0.8057
balsamique	0.1999	0.9886
aldehyde_frais	0.2169	0.9260
fruit_exotique	0.1966	0.9406
herbe	0.1988	0.9270
legume	0.2572	0.8022
fermentaire	0.1960	0.8568
phenole	0.2299	0.8750
epice	0.1939	0.8674
fleur_d_arbuste	0.1935	0.9119
cuit	0.2516	0.7974
terreux	0.1455	0.9367
fruit_sec	0.1481	0.9387
fleur_du_jardin	0.1648	0.9290
agrume	0.1812	0.9205
oleagineux	0.1472	0.9313
lactique	0.1359	0.9493
soufre	0.4481	0.8454
plante_aromatique	0.1313	0.8596
animal	0.1209	0.7786
fruit_a_coque	0.1619	0.8302
moisi	0.1072	0.8721
fruit_a_pepins	0.1384	0.9405
torrefie	0.1992	0.8477
medicinal	0.1421	0.9091
vegetal_sec	0.0883	0.9605
rose	0.1244	0.9241
huile	0.1005	0.9144
lactone	0.0915	0.9638
menthe	0.1632	0.8066
bois	0.1516	0.8476
creme	0.0745	0.9560
boissons_alcoolisees	0.0997	0.9322
sucre_cuit	0.0920	0.8647
baie	0.0653	0.9641
poudre	0.1083	0.8415
viande_cuite	0.1975	0.8194
pomme	0.1003	0.9737
malte	0.1043	0.8200
mielle	0.0950	0.7857
solvant	0.0999	0.8647
ananas	0.0776	0.9385
fruit_rouge	0.0630	0.9225
coumarine	0.0581	0.9528
caramel	0.0910	0.8730
mineral	0.0541	0.9200
resineux	0.1331	0.8468
alliace	0.3402	0.9200
fruit_a_noyau	0.0543	0.9435
metal	0.0587	0.8770
metallique	0.0548	0.9328
peponide	0.0662	0.9009
melon	0.0656	0.8991
brule	0.1192	0.8519
feuille	0.0530	0.9528
alcool_de_fut	0.0691	0.9135
ether	0.0796	0.9118
boisson_fermentee	0.0544	0.9100
camphre	0.0988	0.8300
miel	0.0708	0.7959
citronne	0.0564	0.9479
racine	0.0393	0.9167
oignon	0.2687	0.9375
crucifere	0.0941	0.8000
lacte	0.0390	0.9255
fleur_d_arbre	0.0658	0.7553
vin	0.0554	0.9130
fromage	0.0605	0.9333
poire	0.0761	0.9326
banane	0.0576	0.9425
champignon	0.0470	0.8966
cafe	0.0897	0.8941
cacao	0.0579	0.8571
musque	0.1446	0.7595
savon	0.0433	0.8846
beurre	0.0375	0.9870
noix_de_coco	0.0350	0.9737
anise	0.0424	0.8356
pin	0.0811	0.9315
vanille	0.0673	0.8750
jasmin	0.0409	0.9583
ambre	0.0685	0.8750
ail	0.2038	0.9559
musc	0.1302	0.8358
cereale	0.0598	0.8657
peche	0.0331	0.9552
cerise	0.0446	0.8030
violette	0.0327	0.9672
rhum	0.0353	0.9833

Mean Precision: 0.1550
