Label	Precision	Recall
vegetal	0.6549	0.9058
fruite	0.6602	0.8439
frais	0.6316	0.8994
vegetal_vert	0.5753	0.8927
doux	0.4886	0.9195
gras	0.4786	0.8886
floral	0.4788	0.9083
boise	0.4095	0.9413
vert	0.3913	0.8775
aldehyde	0.2861	0.9113
chimique	0.2516	0.9135
empyreumatique	0.4303	0.7973
balsamique	0.2243	0.9734
aldehyde_frais	0.2258	0.9267
fruit_exotique	0.2427	0.8814
herbe	0.2002	0.9224
legume	0.3065	0.7538
fermentaire	0.1971	0.8778
phenole	0.2381	0.9279
epice	0.1926	0.9184
fleur_d_arbuste	0.2035	0.9369
cuit	0.2747	0.7781
terreux	0.1523	0.9286
fruit_sec	0.1784	0.8639
fleur_du_jardin	0.1788	0.9403
agrume	0.2093	0.8832
oleagineux	0.1893	0.8563
lactique	0.1772	0.8408
soufre	0.4737	0.8351
plante_aromatique	0.1235	0.9123
animal	0.1447	0.8007
fruit_a_coque	0.1748	0.8075
moisi	0.1044	0.9302
fruit_a_pepins	0.1715	0.9167
torrefie	0.2044	0.8765
medicinal	0.1491	0.9669
vegetal_sec	0.0933	0.9781
rose	0.1253	0.9196
huile	0.1422	0.8063
lactone	0.1155	0.9005
menthe	0.1514	0.9005
bois	0.1292	0.9238
creme	0.1001	0.8508
boissons_alcoolisees	0.1562	0.8629
sucre_cuit	0.1065	0.8947
baie	0.0856	0.9102
poudre	0.1044	0.8963
viande_cuite	0.2126	0.8710
pomme	0.1309	0.9536
malte	0.1080	0.9073
mielle	0.1006	0.8929
solvant	0.1636	0.8571
ananas	0.1050	0.9231
fruit_rouge	0.0723	0.9612
coumarine	0.0780	0.9449
caramel	0.1074	0.8730
mineral	0.0629	0.8640
resineux	0.0997	0.9435
alliace	0.3249	0.9274
fruit_a_noyau	0.0843	0.9187
metal	0.0644	0.8525
metallique	0.0628	0.8667
peponide	0.0768	0.8739
melon	0.0753	0.8624
brule	0.1179	0.9439
feuille	0.0596	0.9245
alcool_de_fut	0.1110	0.9135
ether	0.1333	0.8627
boisson_fermentee	0.0903	0.8900
camphre	0.0958	0.9700
miel	0.0660	0.9388
citronne	0.0703	0.9062
racine	0.0382	0.9479
oignon	0.2624	0.9474
crucifere	0.0962	0.8632
lacte	0.0591	0.8817
fleur_d_arbre	0.0621	0.8936
vin	0.0914	0.9022
fromage	0.0827	0.8667
poire	0.0878	0.9101
banane	0.0821	0.9302
champignon	0.0569	0.8621
cafe	0.0974	0.9176
cacao	0.0654	0.9167
musque	0.1301	0.8750
savon	0.0548	0.8718
beurre	0.0707	0.8831
noix_de_coco	0.0879	0.9600
anise	0.0401	0.9459
pin	0.0744	0.9726
vanille	0.0852	0.9306
jasmin	0.0538	0.9722
ambre	0.0595	0.9577
ail	0.1958	0.9706
musc	0.1522	0.9265
cereale	0.0693	0.8971
peche	0.0479	0.8939
cerise	0.0495	0.9091
violette	0.0465	0.9508
rhum	0.0596	0.9167

Mean Precision: 0.1702
