Label	Precision	Recall
vegetal	0.6671	0.8734
fruite	0.6531	0.7864
frais	0.6252	0.8738
vegetal_vert	0.5674	0.8742
doux	0.4582	0.9617
gras	0.4566	0.9061
floral	0.4449	0.8979
boise	0.4181	0.8865
vert	0.3843	0.8354
aldehyde	0.2816	0.8855
chimique	0.2353	0.9040
empyreumatique	0.4052	0.7806
balsamique	0.1989	0.9905
aldehyde_frais	0.2255	0.8920
fruit_exotique	0.2399	0.8153
herbe	0.2033	0.8927
legume	0.2747	0.7451
fermentaire	0.1998	0.8084
phenole	0.2250	0.9028
epice	0.1908	0.8744
fleur_d_arbuste	0.2107	0.8782
cuit	0.2681	0.7792
terreux	0.1383	0.9736
fruit_sec	0.1771	0.7911
fleur_du_jardin	0.1643	0.9290
agrume	0.1920	0.8920
oleagineux	0.1792	0.7910
lactique	0.1590	0.8746
soufre	0.5505	0.7869
plante_aromatique	0.1437	0.8351
animal	0.1033	0.9410
fruit_a_coque	0.1564	0.7962
moisi	0.1076	0.8915
fruit_a_pepins	0.1825	0.8095
torrefie	0.2045	0.8642
medicinal	0.1327	0.9380
vegetal_sec	0.0927	0.9079
rose	0.1280	0.9062
huile	0.1154	0.8288
lactone	0.1048	0.9186
menthe	0.1508	0.8160
bois	0.1335	0.8619
creme	0.0970	0.8791
boissons_alcoolisees	0.1242	0.7853
sucre_cuit	0.1059	0.7765
baie	0.0676	0.9341
poudre	0.0834	0.9329
viande_cuite	0.1946	0.8323
pomme	0.1344	0.8618
malte	0.1094	0.8600
mielle	0.0959	0.7929
solvant	0.1319	0.7744
ananas	0.1083	0.7538
fruit_rouge	0.0681	0.7364
coumarine	0.0730	0.8504
caramel	0.1020	0.8333
mineral	0.0553	0.8560
resineux	0.1003	0.8871
alliace	0.3696	0.8960
fruit_a_noyau	0.0712	0.9032
metal	0.0584	0.8279
metallique	0.0558	0.8992
peponide	0.0818	0.7838
melon	0.0795	0.7982
brule	0.1038	0.8611
feuille	0.0595	0.8585
alcool_de_fut	0.0861	0.8077
ether	0.1041	0.7745
boisson_fermentee	0.0692	0.8100
camphre	0.0719	0.8700
miel	0.0737	0.7551
citronne	0.0600	0.9583
racine	0.0369	0.9167
oignon	0.2890	0.9062
crucifere	0.1127	0.7474
lacte	0.0530	0.7979
fleur_d_arbre	0.0581	0.8085
vin	0.0660	0.8261
fromage	0.0765	0.8556
poire	0.0898	0.8876
banane	0.0757	0.8161
champignon	0.0534	0.7931
cafe	0.0805	0.9176
cacao	0.0631	0.8929
musque	0.0589	0.8734
savon	0.0500	0.8590
beurre	0.0472	0.9351
noix_de_coco	0.0620	0.8816
anise	0.0446	0.8219
pin	0.0698	0.9315
vanille	0.0612	0.8750
jasmin	0.0472	0.8750
ambre	0.0530	0.9306
ail	0.2313	0.9559
musc	0.0575	0.9403
cereale	0.0583	0.8507
peche	0.0431	0.9104
cerise	0.0503	0.8030
violette	0.0347	0.9016
rhum	0.0494	0.7333

Mean Precision: 0.1622
