Label	Precision	Recall
vegetal	0.6529	0.9039
fruite	0.6040	0.9564
frais	0.5989	0.9305
vegetal_vert	0.5504	0.9102
doux	0.4583	0.9529
gras	0.4388	0.9530
floral	0.4430	0.9160
boise	0.4281	0.8767
vert	0.3463	0.9433
aldehyde	0.2685	0.9300
chimique	0.2256	0.9495
empyreumatique	0.4133	0.8141
balsamique	0.2134	0.9734
aldehyde_frais	0.2185	0.9240
fruit_exotique	0.1933	0.9597
herbe	0.1968	0.9185
legume	0.2644	0.7956
fermentaire	0.1787	0.9295
phenole	0.2603	0.7778
epice	0.1994	0.8651
fleur_d_arbuste	0.1857	0.9326
cuit	0.2595	0.8130
terreux	0.1448	0.9077
fruit_sec	0.1565	0.8997
fleur_du_jardin	0.1636	0.9205
agrume	0.1821	0.9261
oleagineux	0.1564	0.8985
lactique	0.1380	0.9493
soufre	0.4848	0.8247
plante_aromatique	0.1510	0.7895
animal	0.1333	0.7269
fruit_a_coque	0.1602	0.8075
moisi	0.1029	0.9380
fruit_a_pepins	0.1387	0.9405
torrefie	0.2158	0.8519
medicinal	0.1593	0.8223
vegetal_sec	0.0913	0.9430
rose	0.1193	0.9420
huile	0.0946	0.9324
lactone	0.0931	0.9548
menthe	0.2073	0.7783
bois	0.1880	0.8048
creme	0.0758	0.9725
boissons_alcoolisees	0.0877	0.9548
sucre_cuit	0.0941	0.8471
baie	0.0657	0.9641
poudre	0.1140	0.8598
viande_cuite	0.2316	0.8129
pomme	0.0984	0.9868
malte	0.1059	0.8867
mielle	0.0972	0.8286
solvant	0.0909	0.9248
ananas	0.0697	0.9615
fruit_rouge	0.0596	0.9302
coumarine	0.0651	0.9606
caramel	0.0948	0.9048
mineral	0.0552	0.9200
resineux	0.1506	0.8548
alliace	0.3531	0.9040
fruit_a_noyau	0.0563	0.9597
metal	0.0566	0.9262
metallique	0.0545	0.9328
peponide	0.0639	0.9009
melon	0.0653	0.8899
brule	0.1280	0.8333
feuille	0.0514	0.9623
alcool_de_fut	0.0625	0.9615
ether	0.0707	0.9412
boisson_fermentee	0.0491	0.9800
camphre	0.1215	0.7700
miel	0.0704	0.8265
citronne	0.0646	0.9479
racine	0.0449	0.8333
oignon	0.2900	0.9062
crucifere	0.0999	0.8316
lacte	0.0395	0.9468
fleur_d_arbre	0.0664	0.8085
vin	0.0469	0.9565
fromage	0.0588	0.9556
poire	0.0694	0.9663
banane	0.0521	0.9425
champignon	0.0420	0.9655
cafe	0.1111	0.8824
cacao	0.0611	0.8929
musque	0.1595	0.7468
savon	0.0445	0.9359
beurre	0.0395	0.9481
noix_de_coco	0.0450	0.9737
anise	0.0471	0.8493
pin	0.0944	0.9041
vanille	0.0673	0.9306
jasmin	0.0393	0.9722
ambre	0.0855	0.8750
ail	0.2158	0.9265
musc	0.1652	0.8358
cereale	0.0632	0.8657
peche	0.0328	0.9701
cerise	0.0469	0.8939
violette	0.0331	0.9672
rhum	0.0370	0.9833

Mean Precision: 0.1590
