Label	Precision	Recall
vegetal	0.6645	0.8771
fruite	0.6269	0.9007
frais	0.6311	0.8593
vegetal_vert	0.5662	0.8785
doux	0.4612	0.9552
gras	0.4581	0.8951
floral	0.4439	0.9340
boise	0.4156	0.9076
vert	0.3890	0.8586
aldehyde	0.2848	0.9176
chimique	0.2515	0.9017
empyreumatique	0.3784	0.8121
balsamique	0.2177	0.9753
aldehyde_frais	0.2289	0.9272
fruit_exotique	0.2418	0.8875
herbe	0.2051	0.9247
legume	0.2873	0.7599
fermentaire	0.2062	0.7746
phenole	0.2403	0.9026
epice	0.1820	0.8946
fleur_d_arbuste	0.1945	0.9468
cuit	0.2421	0.7812
terreux	0.1601	0.8677
fruit_sec	0.1848	0.7772
fleur_du_jardin	0.1629	0.9574
agrume	0.1850	0.9193
oleagineux	0.1967	0.7940
lactique	0.1656	0.8832
soufre	0.4947	0.8103
plante_aromatique	0.1467	0.8434
animal	0.1077	0.8630
fruit_a_coque	0.1733	0.7736
moisi	0.1107	0.7782
fruit_a_pepins	0.1551	0.9405
torrefie	0.1969	0.8512
medicinal	0.1458	0.9253
vegetal_sec	0.0925	0.9518
rose	0.1235	0.9420
huile	0.1307	0.8100
lactone	0.1130	0.8818
menthe	0.1867	0.8104
bois	0.1610	0.8325
creme	0.0900	0.8956
boissons_alcoolisees	0.1259	0.8603
sucre_cuit	0.0975	0.8412
baie	0.0702	0.9641
poudre	0.0958	0.9146
viande_cuite	0.1954	0.8247
pomme	0.1185	0.9404
malte	0.1126	0.8467
mielle	0.0895	0.8929
solvant	0.1413	0.8030
ananas	0.1031	0.9302
fruit_rouge	0.0583	0.9375
coumarine	0.0767	0.8720
caramel	0.0984	0.8480
mineral	0.0566	0.8952
resineux	0.1201	0.8710
alliace	0.3242	0.9516
fruit_a_noyau	0.0654	0.9187
metal	0.0587	0.8760
metallique	0.0577	0.9076
peponide	0.0731	0.9000
melon	0.0721	0.8991
brule	0.1006	0.9065
feuille	0.0522	0.9333
alcool_de_fut	0.0884	0.8462
ether	0.1146	0.8416
boisson_fermentee	0.0646	0.8800
camphre	0.1071	0.8600
miel	0.0625	0.8763
citronne	0.0543	0.9688
racine	0.0422	0.9062
oignon	0.2571	0.9579
crucifere	0.0975	0.7766
lacte	0.0478	0.8817
fleur_d_arbre	0.0568	0.9032
vin	0.0642	0.9239
fromage	0.0781	0.8989
poire	0.0722	0.9545
banane	0.0792	0.8837
champignon	0.0506	0.7791
cafe	0.0881	0.8941
cacao	0.0606	0.9524
musque	0.1074	0.8228
savon	0.0444	0.8961
beurre	0.0546	0.9211
noix_de_coco	0.0789	0.8933
anise	0.0402	0.9315
pin	0.0937	0.9315
vanille	0.0621	0.9167
jasmin	0.0455	0.9722
ambre	0.0609	0.9577
ail	0.1959	0.9853
musc	0.1117	0.9104
cereale	0.0670	0.8657
peche	0.0412	0.9545
cerise	0.0387	0.9091
violette	0.0340	0.9667
rhum	0.0506	0.8500

Mean Precision: 0.1628
