Label	Precision	Recall
vegetal	0.6918	0.8458
fruite	0.6654	0.8401
frais	0.6531	0.8579
vegetal_vert	0.5882	0.8637
doux	0.4779	0.9298
gras	0.4829	0.8550
floral	0.4666	0.9020
boise	0.4298	0.9269
vert	0.4133	0.8177
aldehyde	0.2981	0.8952
chimique	0.2634	0.8833
empyreumatique	0.3969	0.8206
balsamique	0.2274	0.9696
aldehyde_frais	0.2339	0.9010
fruit_exotique	0.2704	0.8577
herbe	0.2092	0.9006
legume	0.3390	0.7026
fermentaire	0.2158	0.8480
phenole	0.2359	0.9206
epice	0.1950	0.9277
fleur_d_arbuste	0.2038	0.9337
cuit	0.2640	0.7995
terreux	0.1856	0.7937
fruit_sec	0.1872	0.8492
fleur_du_jardin	0.1747	0.9233
agrume	0.2047	0.8604
oleagineux	0.1926	0.8542
lactique	0.1710	0.8627
soufre	0.5407	0.8483
plante_aromatique	0.1457	0.8632
animal	0.1324	0.8111
fruit_a_coque	0.1713	0.8144
moisi	0.1210	0.8288
fruit_a_pepins	0.1831	0.8611
torrefie	0.1904	0.8719
medicinal	0.1469	0.9504
vegetal_sec	0.0971	0.9123
rose	0.1342	0.9107
huile	0.1404	0.7692
lactone	0.1212	0.8869
menthe	0.1661	0.8626
bois	0.1553	0.8947
creme	0.1021	0.9061
boissons_alcoolisees	0.1439	0.8229
sucre_cuit	0.1062	0.9000
baie	0.0890	0.9036
poudre	0.0979	0.9268
viande_cuite	0.2095	0.8571
pomme	0.1615	0.8940
malte	0.1108	0.9073
mielle	0.0827	0.8857
solvant	0.1908	0.7519
ananas	0.1152	0.8846
fruit_rouge	0.0760	0.9380
coumarine	0.0886	0.9286
caramel	0.1103	0.8800
mineral	0.0713	0.8000
resineux	0.1123	0.9435
alliace	0.3488	0.9187
fruit_a_noyau	0.0793	0.9106
metal	0.0784	0.8347
metallique	0.0752	0.8403
peponide	0.0868	0.8273
melon	0.0864	0.8333
brule	0.1010	0.9252
feuille	0.0559	0.8381
alcool_de_fut	0.0978	0.8269
ether	0.1537	0.7228
boisson_fermentee	0.0859	0.8700
camphre	0.1043	0.9500
miel	0.0634	0.9072
citronne	0.0736	0.9479
racine	0.0508	0.8021
oignon	0.2875	0.9474
crucifere	0.1320	0.7553
lacte	0.0513	0.8830
fleur_d_arbre	0.0500	0.9247
vin	0.0890	0.9130
fromage	0.0786	0.8539
poire	0.1060	0.8315
banane	0.1053	0.8605
champignon	0.0607	0.7674
cafe	0.0902	0.9048
cacao	0.0650	0.9048
musque	0.1266	0.8861
savon	0.0555	0.8442
beurre	0.0596	0.8961
noix_de_coco	0.0894	0.9200
anise	0.0407	0.9054
pin	0.0841	0.9722
vanille	0.0777	0.9444
jasmin	0.0518	0.9583
ambre	0.0717	0.9437
ail	0.2143	0.9706
musc	0.1346	0.9403
cereale	0.0694	0.8955
peche	0.0505	0.9394
cerise	0.0517	0.9077
violette	0.0509	0.9344
rhum	0.0624	0.8667

Mean Precision: 0.1760
