Label	Precision	Recall
vegetal	0.6674	0.8463
fruite	0.6338	0.8848
frais	0.6404	0.8627
vegetal_vert	0.5864	0.8706
doux	0.4898	0.9018
gras	0.4707	0.8639
floral	0.4655	0.9274
boise	0.4599	0.8219
vert	0.3940	0.8383
aldehyde	0.2885	0.9239
chimique	0.2842	0.8303
empyreumatique	0.3861	0.8389
balsamique	0.2451	0.8574
aldehyde_frais	0.2225	0.9303
fruit_exotique	0.2304	0.9045
herbe	0.2056	0.9378
legume	0.2803	0.7753
fermentaire	0.2176	0.7665
phenole	0.2451	0.8492
epice	0.1924	0.9207
fleur_d_arbuste	0.2057	0.9544
cuit	0.2472	0.8568
terreux	0.1798	0.8179
fruit_sec	0.1997	0.8006
fleur_du_jardin	0.1710	0.9489
agrume	0.2015	0.9117
oleagineux	0.2129	0.8133
lactique	0.1625	0.9164
soufre	0.4528	0.8276
plante_aromatique	0.1407	0.8732
animal	0.1476	0.8259
fruit_a_coque	0.1866	0.7887
moisi	0.1262	0.7713
fruit_a_pepins	0.1629	0.8849
torrefie	0.1877	0.8843
medicinal	0.1705	0.9004
vegetal_sec	0.1010	0.9123
rose	0.1378	0.9375
huile	0.1331	0.8063
lactone	0.1134	0.9276
menthe	0.1731	0.8673
bois	0.1532	0.8667
creme	0.0891	0.9066
boissons_alcoolisees	0.1402	0.8483
sucre_cuit	0.1032	0.9240
baie	0.0731	0.9455
poudre	0.1038	0.8780
viande_cuite	0.1926	0.8506
pomme	0.1377	0.9338
malte	0.1074	0.9067
mielle	0.0833	0.8429
solvant	0.1896	0.7368
ananas	0.1002	0.9535
fruit_rouge	0.0673	0.9302
coumarine	0.0962	0.9055
caramel	0.1110	0.9048
mineral	0.0601	0.9120
resineux	0.1316	0.9032
alliace	0.3224	0.9516
fruit_a_noyau	0.0684	0.9512
metal	0.0620	0.9016
metallique	0.0601	0.8992
peponide	0.0748	0.8818
melon	0.0744	0.8899
brule	0.1030	0.9159
feuille	0.0523	0.9623
alcool_de_fut	0.1063	0.8654
ether	0.1597	0.7451
boisson_fermentee	0.0789	0.9000
camphre	0.0975	0.9400
miel	0.0642	0.8673
citronne	0.0656	0.9479
racine	0.0414	0.9375
oignon	0.2644	0.9684
crucifere	0.0959	0.8191
lacte	0.0512	0.9043
fleur_d_arbre	0.0553	0.9362
vin	0.0800	0.8913
fromage	0.0772	0.9222
poire	0.0844	0.9663
banane	0.0861	0.9080
champignon	0.0552	0.7791
cafe	0.0996	0.9176
cacao	0.0637	0.9048
musque	0.1457	0.8354
savon	0.0609	0.8590
beurre	0.0568	0.9221
noix_de_coco	0.0894	0.8800
anise	0.0383	0.9595
pin	0.1077	0.9589
vanille	0.0738	0.9444
jasmin	0.0568	0.9583
ambre	0.1010	0.9577
ail	0.1882	0.9853
musc	0.1763	0.8657
cereale	0.0733	0.8955
peche	0.0457	0.9851
cerise	0.0481	0.9077
violette	0.0382	0.9836
rhum	0.0579	0.8833

Mean Precision: 0.1716
