Label	Precision	Recall
vegetal	0.6639	0.8956
fruite	0.6308	0.9200
frais	0.6325	0.8797
vegetal_vert	0.5826	0.8764
doux	0.4741	0.9353
gras	0.4489	0.9221
floral	0.4927	0.8915
boise	0.4575	0.8499
vert	0.3857	0.8853
aldehyde	0.2965	0.8938
chimique	0.2575	0.9117
empyreumatique	0.3655	0.8507
balsamique	0.2333	0.9544
aldehyde_frais	0.2430	0.8760
fruit_exotique	0.2175	0.9278
herbe	0.2165	0.8796
legume	0.2967	0.8216
fermentaire	0.1793	0.9420
phenole	0.2712	0.8677
epice	0.2107	0.7963
fleur_d_arbuste	0.2159	0.9342
cuit	0.2212	0.8464
terreux	0.1582	0.9153
fruit_sec	0.1636	0.8830
fleur_du_jardin	0.1924	0.8778
agrume	0.2063	0.8818
oleagineux	0.1653	0.8836
lactique	0.1481	0.9611
soufre	0.3981	0.8552
plante_aromatique	0.1485	0.7758
animal	0.1556	0.7667
fruit_a_coque	0.1716	0.8113
moisi	0.1041	0.9261
fruit_a_pepins	0.1569	0.9524
torrefie	0.1759	0.9050
medicinal	0.1913	0.8755
vegetal_sec	0.0981	0.9254
rose	0.1454	0.8973
huile	0.1209	0.8914
lactone	0.1048	0.9364
menthe	0.2054	0.7915
bois	0.2012	0.8086
creme	0.0814	0.9341
boissons_alcoolisees	0.1048	0.9274
sucre_cuit	0.0929	0.9294
baie	0.0817	0.9461
poudre	0.1239	0.8780
viande_cuite	0.1827	0.8636
pomme	0.1177	0.9934
malte	0.1050	0.9533
mielle	0.1232	0.8429
solvant	0.1092	0.9015
ananas	0.0822	0.9767
fruit_rouge	0.0715	0.9688
coumarine	0.0695	0.8880
caramel	0.0911	0.9280
mineral	0.0636	0.8952
resineux	0.1475	0.8468
alliace	0.3059	0.9597
fruit_a_noyau	0.0647	0.9675
metal	0.0620	0.8843
metallique	0.0613	0.8824
peponide	0.0848	0.8545
melon	0.0866	0.8624
brule	0.1049	0.9252
feuille	0.0626	0.8476
alcool_de_fut	0.0702	0.9135
ether	0.0974	0.9406
boisson_fermentee	0.0623	0.9600
camphre	0.1481	0.8500
miel	0.0809	0.8041
citronne	0.0800	0.8854
racine	0.0491	0.9167
oignon	0.2383	0.9684
crucifere	0.0857	0.8511
lacte	0.0438	0.9677
fleur_d_arbre	0.0754	0.8172
vin	0.0615	0.9565
fromage	0.0610	0.9326
poire	0.0675	0.9545
banane	0.0714	0.9767
champignon	0.0468	0.9070
cafe	0.0957	0.9529
cacao	0.0589	0.9405
musque	0.2033	0.7848
savon	0.0453	0.9221
beurre	0.0445	0.9868
noix_de_coco	0.0555	0.9333
anise	0.0494	0.8767
pin	0.1092	0.9452
vanille	0.0612	0.9167
jasmin	0.0483	0.9722
ambre	0.0975	0.8873
ail	0.1763	0.9853
musc	0.1967	0.8806
cereale	0.0620	0.9104
peche	0.0369	0.9848
cerise	0.0455	0.9697
violette	0.0647	0.9000
rhum	0.0434	0.9000

Mean Precision: 0.1672
