Label	Precision	Recall
vegetal	0.6426	0.9220
fruite	0.6304	0.8848
frais	0.6094	0.9050
vegetal_vert	0.5590	0.8975
doux	0.4821	0.9146
gras	0.4593	0.8789
floral	0.4702	0.8807
boise	0.4326	0.8513
vert	0.3632	0.9232
aldehyde	0.2729	0.9205
chimique	0.2254	0.9545
empyreumatique	0.4005	0.8291
balsamique	0.2263	0.8463
aldehyde_frais	0.2120	0.9400
fruit_exotique	0.2112	0.9257
herbe	0.1940	0.9313
legume	0.2372	0.8549
fermentaire	0.1946	0.8546
phenole	0.2271	0.8565
epice	0.1922	0.8744
fleur_d_arbuste	0.2070	0.9093
cuit	0.2502	0.8234
terreux	0.1412	0.9604
fruit_sec	0.1883	0.8162
fleur_du_jardin	0.1666	0.9261
agrume	0.1699	0.9375
oleagineux	0.1748	0.8388
lactique	0.1697	0.8955
soufre	0.3455	0.9107
plante_aromatique	0.1308	0.8667
animal	0.1170	0.8118
fruit_a_coque	0.1638	0.7887
moisi	0.0999	0.9147
fruit_a_pepins	0.1571	0.8690
torrefie	0.1898	0.9053
medicinal	0.1385	0.9174
vegetal_sec	0.1021	0.8728
rose	0.1315	0.8973
huile	0.1229	0.8108
lactone	0.1001	0.9276
menthe	0.1392	0.8726
bois	0.1418	0.8762
creme	0.0956	0.9011
boissons_alcoolisees	0.1237	0.8418
sucre_cuit	0.1040	0.8176
baie	0.0662	0.9641
poudre	0.1078	0.8720
viande_cuite	0.1988	0.8516
pomme	0.1187	0.9276
malte	0.1011	0.8933
mielle	0.1035	0.8071
solvant	0.1195	0.8797
ananas	0.0875	0.8769
fruit_rouge	0.0704	0.9147
coumarine	0.0761	0.8268
caramel	0.1025	0.8571
mineral	0.0555	0.9440
resineux	0.1103	0.8952
alliace	0.2909	0.9680
fruit_a_noyau	0.0668	0.9355
metal	0.0545	0.8934
metallique	0.0536	0.9244
peponide	0.0766	0.8559
melon	0.0745	0.8349
brule	0.1107	0.8796
feuille	0.0504	0.9811
alcool_de_fut	0.0855	0.8750
ether	0.1034	0.8922
boisson_fermentee	0.0703	0.8200
camphre	0.0764	0.8900
miel	0.0748	0.7857
citronne	0.0543	0.9583
racine	0.0349	0.9688
oignon	0.2500	0.9688
crucifere	0.0673	0.8947
lacte	0.0504	0.8511
fleur_d_arbre	0.0675	0.7872
vin	0.0661	0.8696
fromage	0.0693	0.9222
poire	0.0807	0.9101
banane	0.0655	0.9195
champignon	0.0446	0.9195
cafe	0.0846	0.9059
cacao	0.0598	0.8929
musque	0.1307	0.7595
savon	0.0575	0.8333
beurre	0.0508	0.8961
noix_de_coco	0.0597	0.9211
anise	0.0434	0.8356
pin	0.0716	0.9589
vanille	0.0733	0.8611
jasmin	0.0463	0.9167
ambre	0.0783	0.9028
ail	0.1877	0.9853
musc	0.1178	0.8507
cereale	0.0584	0.8806
peche	0.0377	0.9403
cerise	0.0492	0.8030
violette	0.0348	0.9508
rhum	0.0451	0.9167

Mean Precision: 0.1576
