Label	Precision	Recall
vegetal	0.6672	0.8841
fruite	0.6469	0.8705
frais	0.6476	0.8349
vegetal_vert	0.5934	0.8353
doux	0.4756	0.9330
gras	0.4652	0.8707
floral	0.4889	0.8397
boise	0.4534	0.8327
vert	0.4011	0.8165
aldehyde	0.2921	0.8744
chimique	0.2453	0.9158
empyreumatique	0.3367	0.8844
balsamique	0.2307	0.9089
aldehyde_frais	0.2320	0.8580
fruit_exotique	0.2170	0.9257
herbe	0.2110	0.8734
legume	0.2382	0.8615
fermentaire	0.1897	0.8987
phenole	0.2421	0.8495
epice	0.1997	0.8419
fleur_d_arbuste	0.2345	0.8446
cuit	0.2039	0.8987
terreux	0.1452	0.9340
fruit_sec	0.1611	0.8942
fleur_du_jardin	0.1805	0.8722
agrume	0.2066	0.8693
oleagineux	0.1578	0.9075
lactique	0.1438	0.9373
soufre	0.3207	0.9278
plante_aromatique	0.1464	0.8246
animal	0.1117	0.8856
fruit_a_coque	0.1525	0.8679
moisi	0.1052	0.9225
fruit_a_pepins	0.1637	0.8889
torrefie	0.1613	0.9506
medicinal	0.1510	0.9008
vegetal_sec	0.1000	0.8904
rose	0.1532	0.8348
huile	0.1278	0.8288
lactone	0.1022	0.9050
menthe	0.1620	0.8538
bois	0.1662	0.8476
creme	0.0794	0.9341
boissons_alcoolisees	0.1079	0.9153
sucre_cuit	0.0936	0.9235
baie	0.0694	0.9341
poudre	0.1091	0.8902
viande_cuite	0.1382	0.9355
pomme	0.1271	0.9145
malte	0.0896	0.9533
mielle	0.1061	0.8071
solvant	0.1179	0.8947
ananas	0.0849	0.9462
fruit_rouge	0.0619	0.9457
coumarine	0.0711	0.8898
caramel	0.0895	0.9048
mineral	0.0545	0.9280
resineux	0.1244	0.8710
alliace	0.2547	0.9840
fruit_a_noyau	0.0609	0.9274
metal	0.0562	0.9262
metallique	0.0536	0.9244
peponide	0.0925	0.8198
melon	0.0920	0.8349
brule	0.0922	0.9352
feuille	0.0609	0.8302
alcool_de_fut	0.0800	0.9038
ether	0.0959	0.9118
boisson_fermentee	0.0612	0.9400
camphre	0.0976	0.8800
miel	0.0808	0.7857
citronne	0.0843	0.8646
racine	0.0384	0.9896
oignon	0.2287	0.9792
crucifere	0.0810	0.9053
lacte	0.0413	0.9043
fleur_d_arbre	0.0742	0.8085
vin	0.0629	0.9022
fromage	0.0636	0.9444
poire	0.0835	0.9213
banane	0.0678	0.8966
champignon	0.0495	0.9080
cafe	0.0789	0.9412
cacao	0.0581	0.9286
musque	0.1014	0.8101
savon	0.0537	0.8462
beurre	0.0424	0.9221
noix_de_coco	0.0545	0.9211
anise	0.0475	0.8493
pin	0.0965	0.9315
vanille	0.0617	0.9444
jasmin	0.0564	0.9028
ambre	0.0800	0.9028
ail	0.1785	1.0000
musc	0.1081	0.8955
cereale	0.0544	0.9552
peche	0.0372	0.9552
cerise	0.0461	0.9394
violette	0.0440	0.9180
rhum	0.0440	0.9333

Mean Precision: 0.1585
