Label	Precision	Recall
vegetal	0.6643	0.8827
fruite	0.6184	0.9249
frais	0.6347	0.8670
vegetal_vert	0.5868	0.8665
doux	0.4661	0.9504
gras	0.4411	0.9418
floral	0.4887	0.8972
boise	0.4338	0.8989
vert	0.3734	0.9031
aldehyde	0.3003	0.8827
chimique	0.2521	0.9150
empyreumatique	0.3293	0.8758
balsamique	0.2140	0.9791
aldehyde_frais	0.2452	0.8878
fruit_exotique	0.2091	0.9342
herbe	0.2156	0.8903
legume	0.2591	0.8502
fermentaire	0.1839	0.8951
phenole	0.2683	0.8747
epice	0.1982	0.8735
fleur_d_arbuste	0.2169	0.9241
cuit	0.1941	0.8880
terreux	0.1606	0.8862
fruit_sec	0.1477	0.9415
fleur_du_jardin	0.1837	0.8864
agrume	0.2265	0.8329
oleagineux	0.1488	0.9254
lactique	0.1442	0.9431
soufre	0.3763	0.8759
plante_aromatique	0.1486	0.8221
animal	0.1688	0.6889
fruit_a_coque	0.1364	0.9019
moisi	0.1088	0.9183
fruit_a_pepins	0.1494	0.9603
torrefie	0.1626	0.9628
medicinal	0.1876	0.9004
vegetal_sec	0.0924	0.9649
rose	0.1495	0.8795
huile	0.1213	0.8959
lactone	0.0984	0.9545
menthe	0.2177	0.7678
bois	0.2195	0.7847
creme	0.0803	0.9286
boissons_alcoolisees	0.0989	0.9218
sucre_cuit	0.0800	0.9765
baie	0.0747	0.9521
poudre	0.1108	0.9024
viande_cuite	0.1812	0.8506
pomme	0.1071	0.9934
malte	0.0901	0.9600
mielle	0.0948	0.9000
solvant	0.1068	0.9167
ananas	0.0772	0.9612
fruit_rouge	0.0596	0.9766
coumarine	0.0675	0.9440
caramel	0.0710	0.9520
mineral	0.0678	0.8387
resineux	0.1559	0.8387
alliace	0.3010	0.9516
fruit_a_noyau	0.0595	0.9593
metal	0.0664	0.8512
metallique	0.0654	0.8487
peponide	0.0822	0.8545
melon	0.0852	0.8532
brule	0.0913	0.9346
feuille	0.0535	0.9238
alcool_de_fut	0.0673	0.9231
ether	0.0926	0.9307
boisson_fermentee	0.0605	0.9600
camphre	0.1415	0.7600
miel	0.0578	0.9072
citronne	0.0803	0.8229
racine	0.0375	0.9792
oignon	0.2390	0.9684
crucifere	0.0719	0.9043
lacte	0.0415	0.9892
fleur_d_arbre	0.0726	0.9032
vin	0.0586	0.9674
fromage	0.0742	0.9326
poire	0.0668	0.9432
banane	0.0641	0.9767
champignon	0.0495	0.8953
cafe	0.0812	0.9529
cacao	0.0483	0.9643
musque	0.2440	0.7722
savon	0.0479	0.8961
beurre	0.0445	0.9868
noix_de_coco	0.0523	0.9467
anise	0.0343	0.9589
pin	0.1154	0.9315
vanille	0.0529	0.9861
jasmin	0.0440	0.9861
ambre	0.0891	0.8873
ail	0.1749	0.9853
musc	0.2489	0.8358
cereale	0.0553	0.9403
peche	0.0355	0.9697
cerise	0.0365	1.0000
violette	0.0602	0.9000
rhum	0.0397	0.9500

Mean Precision: 0.1625
