Label	Precision	Recall
vegetal	0.6819	0.8648
fruite	0.6530	0.8567
frais	0.6526	0.8479
vegetal_vert	0.5857	0.8686
doux	0.4815	0.9153
gras	0.4506	0.9049
floral	0.4678	0.9170
boise	0.4446	0.8912
vert	0.4043	0.8497
aldehyde	0.2962	0.9049
chimique	0.2918	0.8050
empyreumatique	0.3762	0.8238
balsamique	0.2253	0.9582
aldehyde_frais	0.2456	0.8878
fruit_exotique	0.2512	0.8747
herbe	0.2206	0.8688
legume	0.2882	0.8062
fermentaire	0.2037	0.8549
phenole	0.2577	0.8585
epice	0.1903	0.8899
fleur_d_arbuste	0.2011	0.9570
cuit	0.2446	0.7969
terreux	0.1660	0.8413
fruit_sec	0.1645	0.8886
fleur_du_jardin	0.1822	0.9347
agrume	0.1969	0.8847
oleagineux	0.1630	0.9104
lactique	0.1563	0.9341
soufre	0.4724	0.8276
plante_aromatique	0.1395	0.8754
animal	0.1266	0.8630
fruit_a_coque	0.1617	0.8189
moisi	0.1070	0.8677
fruit_a_pepins	0.1793	0.8849
torrefie	0.1943	0.8802
medicinal	0.1808	0.9004
vegetal_sec	0.0921	0.9386
rose	0.1346	0.9464
huile	0.1228	0.8869
lactone	0.1055	0.9000
menthe	0.2021	0.8294
bois	0.2118	0.7895
creme	0.0842	0.9341
boissons_alcoolisees	0.1265	0.8771
sucre_cuit	0.1137	0.8176
baie	0.0946	0.8263
poudre	0.1053	0.8902
viande_cuite	0.1891	0.8312
pomme	0.1655	0.9338
malte	0.1129	0.9200
mielle	0.0890	0.9071
solvant	0.1757	0.7879
ananas	0.1126	0.9225
fruit_rouge	0.0768	0.8281
coumarine	0.0658	0.9200
caramel	0.1074	0.8800
mineral	0.0584	0.9355
resineux	0.1515	0.8306
alliace	0.3181	0.9516
fruit_a_noyau	0.0731	0.9593
metal	0.0569	0.9256
metallique	0.0567	0.9328
peponide	0.0850	0.8636
melon	0.0864	0.8716
brule	0.0972	0.9252
feuille	0.0573	0.8857
alcool_de_fut	0.0821	0.8846
ether	0.1523	0.8020
boisson_fermentee	0.0789	0.9100
camphre	0.1365	0.8900
miel	0.0658	0.9072
citronne	0.0729	0.8750
racine	0.0486	0.8542
oignon	0.2466	0.9579
crucifere	0.0955	0.8085
lacte	0.0462	0.9462
fleur_d_arbre	0.0539	0.9570
vin	0.0771	0.9130
fromage	0.0735	0.9326
poire	0.0854	0.9205
banane	0.1001	0.9070
champignon	0.0524	0.8721
cafe	0.0923	0.9647
cacao	0.0624	0.9167
musque	0.1368	0.8101
savon	0.0482	0.8831
beurre	0.0496	0.9474
noix_de_coco	0.0559	0.9467
anise	0.0443	0.9178
pin	0.1325	0.9041
vanille	0.0600	0.9444
jasmin	0.0445	0.9722
ambre	0.0829	0.9014
ail	0.1856	0.9853
musc	0.1821	0.8806
cereale	0.0682	0.8955
peche	0.0430	0.9545
cerise	0.0510	0.8636
violette	0.0542	0.9333
rhum	0.0644	0.8333

Mean Precision: 0.1716
