Label	Precision	Recall
vegetal	0.6576	0.8915
fruite	0.6466	0.8543
frais	0.6100	0.9082
vegetal_vert	0.5557	0.9025
doux	0.4620	0.9561
gras	0.4446	0.9283
floral	0.4381	0.9179
boise	0.4055	0.9256
vert	0.3747	0.8977
aldehyde	0.2715	0.9189
chimique	0.2257	0.9428
empyreumatique	0.4272	0.7956
balsamique	0.2107	0.9753
aldehyde_frais	0.2133	0.9220
fruit_exotique	0.2514	0.8599
herbe	0.1943	0.9270
legume	0.3026	0.7495
fermentaire	0.1952	0.9075
phenole	0.2296	0.9097
epice	0.1829	0.9465
fleur_d_arbuste	0.1845	0.9482
cuit	0.2918	0.7532
terreux	0.1385	0.9631
fruit_sec	0.1742	0.8496
fleur_du_jardin	0.1619	0.9744
agrume	0.1942	0.9148
oleagineux	0.1787	0.8627
lactique	0.1793	0.8567
soufre	0.5669	0.8007
plante_aromatique	0.1434	0.8456
animal	0.1181	0.8413
fruit_a_coque	0.1582	0.7849
moisi	0.1003	0.9651
fruit_a_pepins	0.1654	0.8730
torrefie	0.2056	0.8807
medicinal	0.1364	0.9545
vegetal_sec	0.0926	0.9561
rose	0.1128	0.9554
huile	0.1162	0.8649
lactone	0.1085	0.9005
menthe	0.1732	0.8302
bois	0.1717	0.8381
creme	0.1052	0.8516
boissons_alcoolisees	0.1256	0.8418
sucre_cuit	0.1249	0.7588
baie	0.0762	0.9102
poudre	0.0995	0.9024
viande_cuite	0.2183	0.8323
pomme	0.1267	0.9145
malte	0.1068	0.8667
mielle	0.0739	0.9286
solvant	0.1407	0.8346
ananas	0.1014	0.9154
fruit_rouge	0.0733	0.8217
coumarine	0.0734	0.9134
caramel	0.1094	0.8254
mineral	0.0578	0.8720
resineux	0.1346	0.8790
alliace	0.3529	0.9120
fruit_a_noyau	0.0767	0.8871
metal	0.0571	0.8197
metallique	0.0566	0.8487
peponide	0.0699	0.8919
melon	0.0688	0.8807
brule	0.1146	0.8889
feuille	0.0544	0.9434
alcool_de_fut	0.0893	0.8654
ether	0.1160	0.8529
boisson_fermentee	0.0696	0.8500
camphre	0.0922	0.8700
miel	0.0560	0.9286
citronne	0.0671	0.9375
racine	0.0450	0.7604
oignon	0.2821	0.9375
crucifere	0.1182	0.7789
lacte	0.0491	0.8617
fleur_d_arbre	0.0512	0.9043
vin	0.0725	0.8587
fromage	0.0758	0.8444
poire	0.0904	0.8989
banane	0.0844	0.8621
champignon	0.0467	0.9195
cafe	0.0941	0.9059
cacao	0.0616	0.9167
musque	0.1073	0.8354
savon	0.0533	0.7949
beurre	0.0548	0.8442
noix_de_coco	0.0762	0.9079
anise	0.0442	0.8630
pin	0.0914	0.9452
vanille	0.0778	0.9028
jasmin	0.0462	0.9722
ambre	0.0661	0.9306
ail	0.2152	0.9559
musc	0.1240	0.8955
cereale	0.0626	0.8358
peche	0.0488	0.8806
cerise	0.0513	0.8636
violette	0.0411	0.8852
rhum	0.0505	0.8167

Mean Precision: 0.1654
