Label	Precision	Recall
vegetal	0.6873	0.7945
fruite	0.6377	0.8854
frais	0.6676	0.7986
vegetal_vert	0.5982	0.8406
doux	0.4574	0.9737
gras	0.4724	0.8631
floral	0.4600	0.9312
boise	0.4356	0.8989
vert	0.4214	0.7574
aldehyde	0.3039	0.8669
chimique	0.2658	0.9052
empyreumatique	0.3591	0.8658
balsamique	0.2144	0.9886
aldehyde_frais	0.2441	0.8865
fruit_exotique	0.2547	0.8577
herbe	0.2185	0.9013
legume	0.3326	0.7004
fermentaire	0.1974	0.8899
phenole	0.2383	0.8979
epice	0.1964	0.8555
fleur_d_arbuste	0.2040	0.9519
cuit	0.2370	0.8672
terreux	0.1647	0.8549
fruit_sec	0.1744	0.8596
fleur_du_jardin	0.1842	0.9261
agrume	0.2338	0.8319
oleagineux	0.1823	0.8554
lactique	0.1571	0.9075
soufre	0.5010	0.8276
plante_aromatique	0.1513	0.8627
animal	0.1243	0.7926
fruit_a_coque	0.1642	0.8302
moisi	0.1127	0.8798
fruit_a_pepins	0.1616	0.8849
torrefie	0.1754	0.9298
medicinal	0.1654	0.9046
vegetal_sec	0.0932	0.9649
rose	0.1363	0.9286
huile	0.1336	0.7748
lactone	0.1163	0.8824
menthe	0.1805	0.8531
bois	0.1490	0.8762
creme	0.0889	0.9066
boissons_alcoolisees	0.1184	0.8876
sucre_cuit	0.0880	0.9649
baie	0.0706	0.9636
poudre	0.0873	0.9268
viande_cuite	0.1979	0.8442
pomme	0.1340	0.9404
malte	0.0987	0.9333
mielle	0.0726	0.9214
solvant	0.1612	0.7820
ananas	0.1057	0.9380
fruit_rouge	0.0604	0.9690
coumarine	0.0855	0.8976
caramel	0.0837	0.9603
mineral	0.0676	0.8240
resineux	0.1239	0.8952
alliace	0.3412	0.9274
fruit_a_noyau	0.0682	0.8780
metal	0.0685	0.7623
metallique	0.0664	0.7647
peponide	0.0966	0.8455
melon	0.0960	0.8624
brule	0.0961	0.9159
feuille	0.0588	0.8962
alcool_de_fut	0.0850	0.8750
ether	0.1241	0.8431
boisson_fermentee	0.0655	0.9200
camphre	0.0899	0.9300
miel	0.0475	0.9286
citronne	0.0796	0.8958
racine	0.0417	0.9062
oignon	0.2703	0.9474
crucifere	0.1078	0.7979
lacte	0.0437	0.9468
fleur_d_arbre	0.0524	0.9255
vin	0.0672	0.9239
fromage	0.0776	0.9111
poire	0.0871	0.9438
banane	0.0865	0.9080
champignon	0.0580	0.7674
cafe	0.0902	0.9412
cacao	0.0562	0.9286
musque	0.0849	0.9494
savon	0.0531	0.8974
beurre	0.0531	0.9091
noix_de_coco	0.0898	0.8933
anise	0.0370	0.9730
pin	0.1046	0.9589
vanille	0.0619	0.9722
jasmin	0.0477	0.9167
ambre	0.0651	0.9577
ail	0.2092	0.9412
musc	0.0841	0.9552
cereale	0.0724	0.9104
peche	0.0496	0.9701
cerise	0.0441	0.9385
violette	0.0453	0.9016
rhum	0.0487	0.9000

Mean Precision: 0.1678
