Label	Precision	Recall
vegetal	0.6409	0.9231
fruite	0.6397	0.8680
frais	0.6061	0.9210
vegetal_vert	0.5469	0.9180
doux	0.4753	0.9290
gras	0.4425	0.9250
floral	0.4531	0.9074
boise	0.4124	0.9070
vert	0.3772	0.8932
aldehyde	0.2681	0.9300
chimique	0.2401	0.8771
empyreumatique	0.4354	0.7789
balsamique	0.2185	0.9620
aldehyde_frais	0.2117	0.9320
fruit_exotique	0.2242	0.9023
herbe	0.1947	0.9421
legume	0.2795	0.7538
fermentaire	0.1842	0.9449
phenole	0.2388	0.8495
epice	0.1917	0.8814
fleur_d_arbuste	0.1901	0.9301
cuit	0.2864	0.7766
terreux	0.1408	0.9393
fruit_sec	0.1716	0.8552
fleur_du_jardin	0.1696	0.9318
agrume	0.1906	0.9176
oleagineux	0.1734	0.8627
lactique	0.1532	0.9343
soufre	0.4583	0.8488
plante_aromatique	0.1304	0.9018
animal	0.1050	0.8708
fruit_a_coque	0.1664	0.7623
moisi	0.1007	0.9380
fruit_a_pepins	0.1592	0.8452
torrefie	0.2135	0.8066
medicinal	0.1489	0.8926
vegetal_sec	0.0903	0.9474
rose	0.1232	0.9330
huile	0.1101	0.8739
lactone	0.1077	0.9321
menthe	0.1559	0.8679
bois	0.1499	0.8667
creme	0.0828	0.9560
boissons_alcoolisees	0.1202	0.8983
sucre_cuit	0.1146	0.7471
baie	0.0712	0.9162
poudre	0.1005	0.8841
viande_cuite	0.2287	0.8129
pomme	0.1242	0.9211
malte	0.1154	0.8133
mielle	0.0992	0.8214
solvant	0.1267	0.8346
ananas	0.0975	0.9000
fruit_rouge	0.0711	0.8450
coumarine	0.0676	0.9134
caramel	0.1091	0.8016
mineral	0.0540	0.9680
resineux	0.1142	0.8952
alliace	0.3343	0.9280
fruit_a_noyau	0.0682	0.9355
metal	0.0569	0.9180
metallique	0.0553	0.9412
peponide	0.0778	0.8288
melon	0.0755	0.8165
brule	0.1264	0.8519
feuille	0.0548	0.9434
alcool_de_fut	0.0797	0.9038
ether	0.1049	0.8824
boisson_fermentee	0.0677	0.8800
camphre	0.0908	0.8800
miel	0.0728	0.7959
citronne	0.0690	0.9479
racine	0.0448	0.7604
oignon	0.2714	0.9583
crucifere	0.1062	0.7895
lacte	0.0447	0.8617
fleur_d_arbre	0.0657	0.8404
vin	0.0648	0.8696
fromage	0.0695	0.9222
poire	0.0815	0.9326
banane	0.0818	0.8966
champignon	0.0463	0.9425
cafe	0.1026	0.8706
cacao	0.0675	0.8690
musque	0.0883	0.8228
savon	0.0473	0.8462
beurre	0.0499	0.8961
noix_de_coco	0.0529	0.9342
anise	0.0521	0.8493
pin	0.0809	0.9589
vanille	0.0734	0.9167
jasmin	0.0437	0.9722
ambre	0.0656	0.9444
ail	0.1976	0.9559
musc	0.0949	0.9254
cereale	0.0674	0.8657
peche	0.0419	0.9403
cerise	0.0543	0.8182
violette	0.0403	0.9508
rhum	0.0499	0.8500

Mean Precision: 0.1615
