Label	Precision	Recall
vegetal	0.6843	0.8475
fruite	0.6383	0.8965
frais	0.6472	0.8254
vegetal_vert	0.5980	0.8315
doux	0.4727	0.9409
gras	0.4609	0.9083
floral	0.4776	0.9029
boise	0.4768	0.7990
vert	0.3864	0.8528
aldehyde	0.3120	0.8349
chimique	0.2620	0.9033
empyreumatique	0.3459	0.8663
balsamique	0.2259	0.9715
aldehyde_frais	0.2479	0.8574
fruit_exotique	0.2284	0.9214
herbe	0.2215	0.8510
legume	0.2404	0.8921
fermentaire	0.1850	0.9493
phenole	0.2709	0.8388
epice	0.2014	0.8601
fleur_d_arbuste	0.2095	0.9209
cuit	0.2253	0.8568
terreux	0.1566	0.9074
fruit_sec	0.1645	0.9134
fleur_du_jardin	0.1821	0.8949
agrume	0.2098	0.8405
oleagineux	0.1642	0.9137
lactique	0.1401	0.9642
soufre	0.4327	0.8862
plante_aromatique	0.1604	0.7193
animal	0.1323	0.7926
fruit_a_coque	0.1545	0.8371
moisi	0.1037	0.9183
fruit_a_pepins	0.1572	0.9206
torrefie	0.1659	0.9132
medicinal	0.1764	0.8719
vegetal_sec	0.0947	0.9298
rose	0.1358	0.9018
huile	0.1230	0.8416
lactone	0.1010	0.9367
menthe	0.2379	0.7204
bois	0.1948	0.7560
creme	0.0764	0.9558
boissons_alcoolisees	0.0981	0.9029
sucre_cuit	0.0982	0.9412
baie	0.0829	0.8916
poudre	0.1121	0.8841
viande_cuite	0.1556	0.9091
pomme	0.1162	0.9801
malte	0.0998	0.9470
mielle	0.1079	0.8286
solvant	0.1119	0.8947
ananas	0.0849	0.9538
fruit_rouge	0.0675	0.9690
coumarine	0.0676	0.9524
caramel	0.0871	0.9360
mineral	0.0624	0.9360
resineux	0.1628	0.7903
alliace	0.3087	0.9512
fruit_a_noyau	0.0713	0.9187
metal	0.0642	0.9256
metallique	0.0626	0.9244
peponide	0.0753	0.8636
melon	0.0747	0.8519
brule	0.0891	0.9346
feuille	0.0560	0.8857
alcool_de_fut	0.0711	0.9327
ether	0.0857	0.9109
boisson_fermentee	0.0594	0.9500
camphre	0.1312	0.8500
miel	0.0789	0.8351
citronne	0.0872	0.8854
racine	0.0394	0.9375
oignon	0.2577	0.9684
crucifere	0.0970	0.8511
lacte	0.0418	0.9574
fleur_d_arbre	0.0659	0.8495
vin	0.0632	0.9457
fromage	0.0661	0.9438
poire	0.0717	0.9213
banane	0.0665	0.9535
champignon	0.0468	0.8721
cafe	0.0795	0.9643
cacao	0.0607	0.9405
musque	0.1762	0.8228
savon	0.0511	0.8701
beurre	0.0491	0.9221
noix_de_coco	0.0604	0.9733
anise	0.0440	0.9054
pin	0.1381	0.8056
vanille	0.0671	0.9167
jasmin	0.0568	0.9028
ambre	0.0974	0.8451
ail	0.1851	0.9853
musc	0.1914	0.8657
cereale	0.0580	0.9403
peche	0.0449	0.9848
cerise	0.0431	0.9538
violette	0.0456	0.8852
rhum	0.0419	0.9500

Mean Precision: 0.1662
