Label	Precision	Recall
vegetal	0.6560	0.8967
fruite	0.6175	0.9212
frais	0.6319	0.8689
vegetal_vert	0.5739	0.8778
doux	0.4671	0.9544
gras	0.4677	0.8721
floral	0.4452	0.9321
boise	0.4077	0.9480
vert	0.3883	0.8864
aldehyde	0.2883	0.8986
chimique	0.2522	0.9233
empyreumatique	0.3804	0.8272
balsamique	0.2238	0.9658
aldehyde_frais	0.2331	0.9173
fruit_exotique	0.2248	0.9214
herbe	0.2089	0.9247
legume	0.3105	0.7797
fermentaire	0.1945	0.8951
phenole	0.2352	0.8933
epice	0.1803	0.9133
fleur_d_arbuste	0.1903	0.9620
cuit	0.2401	0.8021
terreux	0.1606	0.9153
fruit_sec	0.1686	0.8691
fleur_du_jardin	0.1647	0.9517
agrume	0.1888	0.8963
oleagineux	0.1886	0.8507
lactique	0.1612	0.9042
soufre	0.4669	0.8276
plante_aromatique	0.1367	0.8648
animal	0.1384	0.7815
fruit_a_coque	0.1677	0.8226
moisi	0.1092	0.8988
fruit_a_pepins	0.1513	0.9484
torrefie	0.1974	0.8678
medicinal	0.1497	0.9336
vegetal_sec	0.0946	0.9430
rose	0.1213	0.9554
huile	0.1384	0.8145
lactone	0.1079	0.9136
menthe	0.1734	0.8483
bois	0.1508	0.8660
creme	0.0931	0.9121
boissons_alcoolisees	0.1163	0.9106
sucre_cuit	0.0987	0.9059
baie	0.0715	0.9581
poudre	0.0942	0.9146
viande_cuite	0.2088	0.8312
pomme	0.1248	0.9801
malte	0.1071	0.9333
mielle	0.0841	0.9357
solvant	0.1565	0.8333
ananas	0.0995	0.9302
fruit_rouge	0.0584	0.9766
coumarine	0.0824	0.8800
caramel	0.1059	0.8720
mineral	0.0651	0.8790
resineux	0.1172	0.9032
alliace	0.3198	0.9516
fruit_a_noyau	0.0616	0.9431
metal	0.0653	0.8760
metallique	0.0633	0.8739
peponide	0.0760	0.8455
melon	0.0783	0.8532
brule	0.1027	0.9252
feuille	0.0540	0.9429
alcool_de_fut	0.0896	0.8750
ether	0.1326	0.8218
boisson_fermentee	0.0637	0.9400
camphre	0.1092	0.9100
miel	0.0548	0.9175
citronne	0.0586	0.9583
racine	0.0474	0.8646
oignon	0.2521	0.9684
crucifere	0.0934	0.7979
lacte	0.0460	0.9140
fleur_d_arbre	0.0566	0.9032
vin	0.0668	0.9565
fromage	0.0766	0.9101
poire	0.0779	0.9432
banane	0.0860	0.9186
champignon	0.0551	0.8605
cafe	0.0949	0.8941
cacao	0.0556	0.9524
musque	0.1894	0.7722
savon	0.0488	0.8571
beurre	0.0576	0.9211
noix_de_coco	0.0707	0.8667
anise	0.0402	0.9452
pin	0.0872	0.9452
vanille	0.0614	0.9306
jasmin	0.0415	0.9861
ambre	0.0663	0.9577
ail	0.1846	0.9853
musc	0.1973	0.8806
cereale	0.0701	0.8806
peche	0.0393	0.9848
cerise	0.0391	1.0000
violette	0.0416	0.9667
rhum	0.0579	0.8500

Mean Precision: 0.1647
