Label	Precision	Recall
vegetal	0.6631	0.8824
fruite	0.7146	0.6314
frais	0.6309	0.8553
vegetal_vert	0.5642	0.8876
doux	0.4886	0.9066
gras	0.4745	0.8567
floral	0.4695	0.8607
boise	0.3976	0.9325
vert	0.4444	0.6796
aldehyde	0.2672	0.9300
chimique	0.2573	0.7374
empyreumatique	0.4311	0.7705
balsamique	0.2302	0.9279
aldehyde_frais	0.2134	0.9320
fruit_exotique	0.3089	0.6263
herbe	0.1945	0.9335
legume	0.3291	0.6286
fermentaire	0.2209	0.6762
phenole	0.2102	0.9375
epice	0.1857	0.9279
fleur_d_arbuste	0.2140	0.8627
cuit	0.2893	0.7403
terreux	0.1477	0.8997
fruit_sec	0.2144	0.6574
fleur_du_jardin	0.1682	0.9290
agrume	0.1821	0.9205
oleagineux	0.2133	0.6896
lactique	0.1961	0.6328
soufre	0.5631	0.7973
plante_aromatique	0.1277	0.9018
animal	0.0999	0.9852
fruit_a_coque	0.1784	0.7736
moisi	0.1066	0.7946
fruit_a_pepins	0.2875	0.5397
torrefie	0.2152	0.8148
medicinal	0.1258	0.9628
vegetal_sec	0.0920	0.9386
rose	0.1311	0.8839
huile	0.1516	0.7342
lactone	0.1288	0.6742
menthe	0.1124	0.9245
bois	0.1062	0.9619
creme	0.1239	0.7033
boissons_alcoolisees	0.2156	0.6102
sucre_cuit	0.1298	0.7353
baie	0.0766	0.8563
poudre	0.0849	0.9512
viande_cuite	0.2299	0.7935
pomme	0.1963	0.4868
malte	0.1230	0.7533
mielle	0.1046	0.7786
solvant	0.1849	0.6992
ananas	0.1654	0.4846
fruit_rouge	0.0863	0.6279
coumarine	0.1073	0.7402
caramel	0.1196	0.7857
mineral	0.0533	0.9440
resineux	0.0684	0.9758
alliace	0.3684	0.8960
fruit_a_noyau	0.0929	0.6048
metal	0.0541	0.9508
metallique	0.0526	0.9496
peponide	0.0932	0.7027
melon	0.0941	0.7064
brule	0.1045	0.8889
feuille	0.0615	0.8302
alcool_de_fut	0.1425	0.6154
ether	0.1650	0.6569
boisson_fermentee	0.1203	0.6100
camphre	0.0582	0.9700
miel	0.0944	0.7245
citronne	0.0585	0.9688
racine	0.0519	0.7083
oignon	0.2900	0.9062
crucifere	0.1480	0.6947
lacte	0.0704	0.5957
fleur_d_arbre	0.0634	0.8511
vin	0.1218	0.6739
fromage	0.0942	0.7222
poire	0.1354	0.6966
banane	0.1401	0.6782
champignon	0.0613	0.6092
cafe	0.0858	0.8941
cacao	0.0707	0.7024
musque	0.0405	0.9494
savon	0.0482	0.8846
beurre	0.0677	0.4675
noix_de_coco	0.1221	0.6974
anise	0.0448	0.8493
pin	0.0434	1.0000
vanille	0.0924	0.8472
jasmin	0.0573	0.4583
ambre	0.0476	0.9722
ail	0.2177	0.9412
musc	0.0396	0.9701
cereale	0.0622	0.8358
peche	0.0573	0.4627
cerise	0.0587	0.6970
violette	0.0408	0.8852
rhum	0.1037	0.6000

Mean Precision: 0.1785
