Label	Precision	Recall
vegetal	0.6925	0.8095
fruite	0.6453	0.8506
frais	0.6479	0.8349
vegetal_vert	0.5982	0.8092
doux	0.4615	0.9569
gras	0.4474	0.9250
floral	0.5193	0.7328
boise	0.4915	0.7104
vert	0.4117	0.8298
aldehyde	0.3208	0.7981
chimique	0.2288	0.9091
empyreumatique	0.3272	0.8928
balsamique	0.2158	0.9602
aldehyde_frais	0.2601	0.7880
fruit_exotique	0.2368	0.8981
herbe	0.2282	0.7983
legume	0.2297	0.8593
fermentaire	0.1606	0.9934
phenole	0.2634	0.8403
epice	0.2301	0.6791
fleur_d_arbuste	0.2476	0.7409
cuit	0.2174	0.8935
terreux	0.1427	0.9499
fruit_sec	0.1453	0.9499
fleur_du_jardin	0.1842	0.7557
agrume	0.2834	0.6335
oleagineux	0.1366	0.9552
lactique	0.1362	0.9552
soufre	0.3671	0.8832
plante_aromatique	0.1902	0.6526
animal	0.1361	0.7380
fruit_a_coque	0.1182	0.9321
moisi	0.0934	0.9767
fruit_a_pepins	0.1772	0.8532
torrefie	0.1580	0.9547
medicinal	0.1651	0.8678
vegetal_sec	0.1004	0.8860
rose	0.1736	0.6518
huile	0.1205	0.8423
lactone	0.1046	0.9231
menthe	0.2136	0.7547
bois	0.2154	0.7333
creme	0.0789	0.9615
boissons_alcoolisees	0.1076	0.9322
sucre_cuit	0.0867	0.8882
baie	0.0803	0.7784
poudre	0.1140	0.8293
viande_cuite	0.1707	0.9097
pomme	0.1311	0.8882
malte	0.0881	0.9600
mielle	0.1143	0.7286
solvant	0.0779	0.9248
ananas	0.0804	0.9308
fruit_rouge	0.0655	0.8837
coumarine	0.0663	0.9134
caramel	0.0749	0.9444
mineral	0.0705	0.6880
resineux	0.1672	0.8226
alliace	0.3023	0.9600
fruit_a_noyau	0.0777	0.8952
metal	0.0675	0.6885
metallique	0.0641	0.6807
peponide	0.0896	0.8018
melon	0.0866	0.7615
brule	0.0909	0.9259
feuille	0.0670	0.8113
alcool_de_fut	0.0766	0.9231
ether	0.0653	0.9510
boisson_fermentee	0.0575	0.9200
camphre	0.1201	0.7600
miel	0.0772	0.7755
citronne	0.1541	0.5521
racine	0.0427	0.8229
oignon	0.2606	0.9583
crucifere	0.0796	0.9053
lacte	0.0394	0.9468
fleur_d_arbre	0.0779	0.7234
vin	0.0556	0.9457
fromage	0.0585	0.9444
poire	0.0854	0.9101
banane	0.0692	0.9310
champignon	0.0480	0.8046
cafe	0.0721	0.9529
cacao	0.0510	0.9643
musque	0.1592	0.7595
savon	0.0604	0.8205
beurre	0.0389	0.9610
noix_de_coco	0.0515	0.9079
anise	0.0526	0.7808
pin	0.1234	0.8082
vanille	0.0549	0.9444
jasmin	0.0609	0.8333
ambre	0.1255	0.8333
ail	0.1873	1.0000
musc	0.1707	0.8507
cereale	0.0474	0.9403
peche	0.0516	0.9104
cerise	0.0435	0.9242
violette	0.0610	0.7705
rhum	0.0450	0.9667

Mean Precision: 0.1669
