Label	Precision	Recall
vegetal	0.6624	0.8876
fruite	0.6383	0.8953
frais	0.6519	0.8593
vegetal_vert	0.5961	0.8447
doux	0.4797	0.9410
gras	0.4853	0.8247
floral	0.4923	0.8705
boise	0.4614	0.8038
vert	0.4000	0.8708
aldehyde	0.3064	0.8716
chimique	0.2745	0.8586
empyreumatique	0.3461	0.8733
balsamique	0.2341	0.9412
aldehyde_frais	0.2384	0.8772
fruit_exotique	0.2162	0.9237
herbe	0.2128	0.8858
legume	0.2387	0.8725
fermentaire	0.1862	0.9067
phenole	0.2906	0.8326
epice	0.2186	0.7622
fleur_d_arbuste	0.2146	0.9040
cuit	0.2102	0.8825
terreux	0.1547	0.9339
fruit_sec	0.1642	0.9083
fleur_du_jardin	0.1963	0.8551
agrume	0.2277	0.8519
oleagineux	0.1660	0.9042
lactique	0.1472	0.9429
soufre	0.3009	0.9141
plante_aromatique	0.1455	0.8246
animal	0.1394	0.7712
fruit_a_coque	0.1519	0.8566
moisi	0.1060	0.9109
fruit_a_pepins	0.1494	0.9524
torrefie	0.1695	0.9424
medicinal	0.1861	0.8512
vegetal_sec	0.1029	0.8684
rose	0.1360	0.8705
huile	0.1319	0.8198
lactone	0.1086	0.9276
menthe	0.1943	0.8341
bois	0.1779	0.7762
creme	0.0769	0.9448
boissons_alcoolisees	0.1251	0.9086
sucre_cuit	0.0897	0.9649
baie	0.0706	0.9521
poudre	0.1131	0.9024
viande_cuite	0.1737	0.8968
pomme	0.1129	0.9536
malte	0.0983	0.9338
mielle	0.1160	0.8357
solvant	0.1377	0.8947
ananas	0.0820	0.9769
fruit_rouge	0.0619	0.9380
coumarine	0.0823	0.8740
caramel	0.0861	0.9127
mineral	0.0556	0.9360
resineux	0.1416	0.8065
alliace	0.2695	0.9758
fruit_a_noyau	0.0667	0.9837
metal	0.0562	0.9262
metallique	0.0544	0.9417
peponide	0.0719	0.8559
melon	0.0728	0.8624
brule	0.1046	0.9439
feuille	0.0593	0.8491
alcool_de_fut	0.0870	0.9423
ether	0.1089	0.9216
boisson_fermentee	0.0681	0.9200
camphre	0.1344	0.8600
miel	0.0854	0.8367
citronne	0.0871	0.8854
racine	0.0361	0.9792
oignon	0.2203	0.9579
crucifere	0.0648	0.8947
lacte	0.0479	0.9355
fleur_d_arbre	0.0660	0.8298
vin	0.0718	0.9348
fromage	0.0620	0.9222
poire	0.0719	0.9663
banane	0.0699	0.9651
champignon	0.0503	0.9080
cafe	0.0901	0.9412
cacao	0.0597	0.9405
musque	0.1354	0.8375
savon	0.0526	0.9103
beurre	0.0468	0.9481
noix_de_coco	0.0856	0.9067
anise	0.0463	0.8919
pin	0.1190	0.8904
vanille	0.0764	0.9167
jasmin	0.0553	0.9306
ambre	0.0803	0.9014
ail	0.1578	1.0000
musc	0.1502	0.8971
cereale	0.0635	0.9118
peche	0.0375	0.9697
cerise	0.0460	0.9394
violette	0.0461	0.9508
rhum	0.0495	0.9500

Mean Precision: 0.1642
