Label	Precision	Recall
vegetal	0.6573	0.8668
fruite	0.6310	0.8668
frais	0.6537	0.8251
vegetal_vert	0.6000	0.8299
doux	0.4727	0.9385
gras	0.4549	0.8967
floral	0.4859	0.8765
boise	0.4554	0.8354
vert	0.3848	0.8576
aldehyde	0.3150	0.8241
chimique	0.2438	0.9135
empyreumatique	0.3073	0.9178
balsamique	0.2319	0.9335
aldehyde_frais	0.2470	0.8566
fruit_exotique	0.2276	0.8960
herbe	0.2228	0.8648
legume	0.2089	0.9097
fermentaire	0.1824	0.8877
phenole	0.2332	0.8677
epice	0.1911	0.9161
fleur_d_arbuste	0.2082	0.8987
cuit	0.1867	0.9245
terreux	0.1409	0.9551
fruit_sec	0.1524	0.9242
fleur_du_jardin	0.1780	0.9062
agrume	0.2363	0.8091
oleagineux	0.1527	0.9247
lactique	0.1433	0.9284
soufre	0.2814	0.9276
plante_aromatique	0.1458	0.8275
animal	0.1319	0.8185
fruit_a_coque	0.1329	0.8981
moisi	0.1014	0.9457
fruit_a_pepins	0.1646	0.8770
torrefie	0.1466	0.9669
medicinal	0.1534	0.8880
vegetal_sec	0.0950	0.9430
rose	0.1445	0.9107
huile	0.1254	0.7928
lactone	0.1021	0.9321
menthe	0.1948	0.8104
bois	0.1806	0.7810
creme	0.0826	0.9396
boissons_alcoolisees	0.1135	0.8933
sucre_cuit	0.0906	0.9357
baie	0.0765	0.9152
poudre	0.1050	0.8841
viande_cuite	0.1100	0.9286
pomme	0.1305	0.8675
malte	0.0831	0.9600
mielle	0.0730	0.8786
solvant	0.1115	0.8647
ananas	0.0931	0.9302
fruit_rouge	0.0569	0.9302
coumarine	0.0698	0.9213
caramel	0.0812	0.9286
mineral	0.0537	0.9600
resineux	0.1415	0.8548
alliace	0.2500	0.9677
fruit_a_noyau	0.0661	0.8943
metal	0.0553	0.9508
metallique	0.0535	0.9496
peponide	0.0928	0.7909
melon	0.0928	0.7890
brule	0.0745	0.9439
feuille	0.0524	0.9340
alcool_de_fut	0.0848	0.8750
ether	0.0964	0.8725
boisson_fermentee	0.0652	0.9300
camphre	0.0943	0.8300
miel	0.0483	0.9388
citronne	0.0769	0.8229
racine	0.0329	0.9896
oignon	0.2077	0.9684
crucifere	0.0590	0.9468
lacte	0.0396	0.9681
fleur_d_arbre	0.0568	0.9043
vin	0.0700	0.9239
fromage	0.0742	0.9222
poire	0.0910	0.9101
banane	0.0763	0.8506
champignon	0.0455	0.8837
cafe	0.0621	0.9647
cacao	0.0463	0.9643
musque	0.1279	0.7722
savon	0.0645	0.7821
beurre	0.0507	0.8961
noix_de_coco	0.0575	0.9067
anise	0.0348	0.9324
pin	0.1119	0.9041
vanille	0.0623	0.9444
jasmin	0.0457	0.9028
ambre	0.1091	0.8592
ail	0.1516	0.9853
musc	0.1863	0.8507
cereale	0.0491	0.9403
peche	0.0452	0.9552
cerise	0.0353	0.9692
violette	0.0485	0.8525
rhum	0.0474	0.9000

Mean Precision: 0.1567
