Label	Precision	Recall
vegetal	0.6940	0.8175
fruite	0.6285	0.8941
frais	0.6364	0.8477
vegetal_vert	0.5867	0.8401
doux	0.4708	0.9457
gras	0.4471	0.9517
floral	0.4785	0.9020
boise	0.4788	0.8240
vert	0.3778	0.8630
aldehyde	0.3029	0.8587
chimique	0.2464	0.9250
empyreumatique	0.3478	0.8528
balsamique	0.2190	0.9715
aldehyde_frais	0.2412	0.8713
fruit_exotique	0.2346	0.8960
herbe	0.2175	0.8769
legume	0.2494	0.8502
fermentaire	0.1794	0.9692
phenole	0.2712	0.8528
epice	0.2099	0.8438
fleur_d_arbuste	0.2030	0.9082
cuit	0.2399	0.8359
terreux	0.1595	0.8942
fruit_sec	0.1704	0.9190
fleur_du_jardin	0.1780	0.8949
agrume	0.2045	0.8604
oleagineux	0.1691	0.9107
lactique	0.1461	0.9493
soufre	0.4698	0.8586
plante_aromatique	0.1801	0.6982
animal	0.1373	0.7778
fruit_a_coque	0.1505	0.8636
moisi	0.1014	0.9339
fruit_a_pepins	0.1549	0.9246
torrefie	0.1699	0.9008
medicinal	0.1777	0.8967
vegetal_sec	0.0946	0.9474
rose	0.1335	0.9062
huile	0.1191	0.8597
lactone	0.1065	0.9186
menthe	0.2300	0.7346
bois	0.2241	0.7464
creme	0.0828	0.9448
boissons_alcoolisees	0.0940	0.9257
sucre_cuit	0.1010	0.8941
baie	0.0856	0.8675
poudre	0.1136	0.8659
viande_cuite	0.1712	0.9026
pomme	0.1130	0.9801
malte	0.1041	0.9338
mielle	0.0993	0.8357
solvant	0.1001	0.9098
ananas	0.0899	0.9538
fruit_rouge	0.0692	0.9535
coumarine	0.0713	0.9603
caramel	0.0836	0.9200
mineral	0.0682	0.9200
resineux	0.1688	0.7581
alliace	0.3285	0.9187
fruit_a_noyau	0.0758	0.9024
metal	0.0677	0.9008
metallique	0.0646	0.8908
peponide	0.0684	0.9000
melon	0.0683	0.8981
brule	0.0917	0.9252
feuille	0.0557	0.8952
alcool_de_fut	0.0661	0.9423
ether	0.0796	0.9208
boisson_fermentee	0.0542	0.9700
camphre	0.1342	0.8600
miel	0.0735	0.8866
citronne	0.0753	0.9062
racine	0.0480	0.8750
oignon	0.2727	0.9474
crucifere	0.1017	0.8298
lacte	0.0430	0.9574
fleur_d_arbre	0.0598	0.8710
vin	0.0581	0.9674
fromage	0.0664	0.9438
poire	0.0672	0.9551
banane	0.0659	0.9419
champignon	0.0470	0.9070
cafe	0.0811	0.9524
cacao	0.0591	0.9643
musque	0.1813	0.8101
savon	0.0477	0.8831
beurre	0.0466	0.9221
noix_de_coco	0.0652	0.9600
anise	0.0445	0.8784
pin	0.1350	0.8194
vanille	0.0700	0.9167
jasmin	0.0537	0.9167
ambre	0.1122	0.8028
ail	0.2043	0.9706
musc	0.1830	0.8358
cereale	0.0604	0.9254
peche	0.0509	0.9697
cerise	0.0425	0.9538
violette	0.0497	0.9016
rhum	0.0415	0.9667

Mean Precision: 0.1671
