Label	Precision	Recall
vegetal	0.6687	0.8751
fruite	0.6799	0.7578
frais	0.6417	0.8426
vegetal_vert	0.5840	0.8551
doux	0.4718	0.9362
gras	0.4687	0.8624
floral	0.5000	0.8302
boise	0.4342	0.8689
vert	0.4189	0.8042
aldehyde	0.2959	0.8712
chimique	0.2482	0.8535
empyreumatique	0.3760	0.8559
balsamique	0.2095	0.9791
aldehyde_frais	0.2354	0.8860
fruit_exotique	0.2745	0.7495
herbe	0.2131	0.8863
legume	0.2633	0.8242
fermentaire	0.2021	0.8634
phenole	0.2275	0.9120
epice	0.2047	0.8163
fleur_d_arbuste	0.2325	0.8342
cuit	0.2446	0.8312
terreux	0.1365	0.9842
fruit_sec	0.1733	0.8329
fleur_du_jardin	0.1843	0.8750
agrume	0.2083	0.8239
oleagineux	0.1742	0.8657
lactique	0.1780	0.8687
soufre	0.4497	0.8763
plante_aromatique	0.1338	0.8772
animal	0.1115	0.8782
fruit_a_coque	0.1497	0.8264
moisi	0.1007	0.9612
fruit_a_pepins	0.1860	0.7817
torrefie	0.1835	0.9136
medicinal	0.1448	0.9463
vegetal_sec	0.0930	0.9298
rose	0.1625	0.8214
huile	0.1364	0.7703
lactone	0.1157	0.8597
menthe	0.1582	0.8868
bois	0.1321	0.9190
creme	0.1054	0.8626
boissons_alcoolisees	0.1360	0.8192
sucre_cuit	0.1019	0.7765
baie	0.0800	0.8443
poudre	0.1005	0.9024
viande_cuite	0.1951	0.8774
pomme	0.1495	0.8289
malte	0.1062	0.8733
mielle	0.1210	0.7357
solvant	0.1161	0.8797
ananas	0.1197	0.7846
fruit_rouge	0.0771	0.7597
coumarine	0.0745	0.9134
caramel	0.0970	0.8810
mineral	0.0623	0.9040
resineux	0.0948	0.9113
alliace	0.3421	0.9360
fruit_a_noyau	0.0808	0.7097
metal	0.0620	0.8689
metallique	0.0607	0.8739
peponide	0.0859	0.7748
melon	0.0856	0.7890
brule	0.0821	0.9537
feuille	0.0636	0.8208
alcool_de_fut	0.0925	0.8558
ether	0.0986	0.8824
boisson_fermentee	0.0799	0.8100
camphre	0.0843	0.9600
miel	0.0914	0.7653
citronne	0.0773	0.9375
racine	0.0363	1.0000
oignon	0.2708	0.9479
crucifere	0.1056	0.8316
lacte	0.0510	0.8191
fleur_d_arbre	0.0775	0.7447
vin	0.0804	0.8261
fromage	0.0737	0.9222
poire	0.0919	0.8876
banane	0.0895	0.8736
champignon	0.0542	0.8391
cafe	0.0849	0.9412
cacao	0.0583	0.8690
musque	0.0733	0.8354
savon	0.0533	0.8590
beurre	0.0638	0.8312
noix_de_coco	0.0754	0.8553
anise	0.0427	0.8630
pin	0.0867	0.9589
vanille	0.0810	0.9167
jasmin	0.0597	0.7639
ambre	0.0645	0.9306
ail	0.2018	0.9853
musc	0.0793	0.9104
cereale	0.0553	0.8657
peche	0.0545	0.7164
cerise	0.0504	0.8333
violette	0.0426	0.8689
rhum	0.0550	0.7667

Mean Precision: 0.1675
