Label	Precision	Recall
vegetal	0.6502	0.8930
fruite	0.6204	0.8953
frais	0.5988	0.9106
vegetal_vert	0.5461	0.9064
doux	0.4513	0.9769
gras	0.4445	0.9459
floral	0.4414	0.9265
boise	0.4132	0.9047
vert	0.3772	0.8588
aldehyde	0.2739	0.9366
chimique	0.2314	0.9085
empyreumatique	0.4253	0.7685
balsamique	0.1991	0.9924
aldehyde_frais	0.2111	0.9462
fruit_exotique	0.2203	0.8896
herbe	0.1931	0.9464
legume	0.2730	0.6982
fermentaire	0.1869	0.8546
phenole	0.2229	0.8677
epice	0.1888	0.8182
fleur_d_arbuste	0.1882	0.9570
cuit	0.2663	0.7760
terreux	0.1388	0.9340
fruit_sec	0.2016	0.7303
fleur_du_jardin	0.1662	0.9261
agrume	0.1807	0.9430
oleagineux	0.1997	0.7380
lactique	0.1558	0.8448
soufre	0.5930	0.7586
plante_aromatique	0.1321	0.8803
animal	0.1142	0.8481
fruit_a_coque	0.1822	0.7283
moisi	0.1004	0.9147
fruit_a_pepins	0.1559	0.8214
torrefie	0.2035	0.7769
medicinal	0.1303	0.8714
vegetal_sec	0.0851	0.9825
rose	0.1193	0.9375
huile	0.1199	0.8018
lactone	0.0948	0.9367
menthe	0.1322	0.8389
bois	0.1224	0.9048
creme	0.0810	0.9066
boissons_alcoolisees	0.1109	0.8034
sucre_cuit	0.1106	0.7836
baie	0.0644	0.9758
poudre	0.0848	0.9085
viande_cuite	0.2194	0.7922
pomme	0.1180	0.8675
malte	0.1070	0.7467
mielle	0.0753	0.8643
solvant	0.1046	0.8195
ananas	0.0880	0.8295
fruit_rouge	0.0624	0.8140
coumarine	0.0647	0.9213
caramel	0.1019	0.8175
mineral	0.0606	0.8640
resineux	0.0891	0.9032
alliace	0.3627	0.8952
fruit_a_noyau	0.0593	0.9268
metal	0.0629	0.7951
metallique	0.0597	0.8403
peponide	0.0742	0.8273
melon	0.0747	0.8165
brule	0.1162	0.8598
feuille	0.0477	0.9623
alcool_de_fut	0.0756	0.8558
ether	0.0866	0.8529
boisson_fermentee	0.0641	0.8800
camphre	0.0680	0.9100
miel	0.0528	0.8163
citronne	0.0525	0.9688
racine	0.0383	0.8958
oignon	0.2939	0.9158
crucifere	0.1102	0.7021
lacte	0.0441	0.8191
fleur_d_arbre	0.0580	0.8723
vin	0.0579	0.8370
fromage	0.0658	0.8889
poire	0.0806	0.8876
banane	0.0710	0.8621
champignon	0.0489	0.8023
cafe	0.1027	0.8471
cacao	0.0554	0.7262
musque	0.0757	0.9241
savon	0.0439	0.9103
beurre	0.0462	0.9091
noix_de_coco	0.0393	0.9333
anise	0.0415	0.8649
pin	0.0662	0.9315
vanille	0.0731	0.8889
jasmin	0.0408	0.9583
ambre	0.0616	0.9437
ail	0.2289	0.9559
musc	0.0740	0.9403
cereale	0.0656	0.8806
peche	0.0371	0.9701
cerise	0.0457	0.7846
violette	0.0340	1.0000
rhum	0.0426	0.8333

Mean Precision: 0.1579
