Label	Precision	Recall
vegetal	0.6507	0.9103
fruite	0.5739	0.9888
frais	0.6002	0.9357
vegetal_vert	0.5477	0.9188
doux	0.4402	0.9920
gras	0.4298	0.9795
floral	0.4155	0.9575
boise	0.3925	0.9529
vert	0.3441	0.9532
aldehyde	0.2765	0.9144
chimique	0.2168	0.9867
empyreumatique	0.4007	0.8142
balsamique	0.1974	0.9943
aldehyde_frais	0.2201	0.9267
fruit_exotique	0.1851	0.9788
herbe	0.1974	0.9332
legume	0.3016	0.7165
fermentaire	0.1694	0.9511
phenole	0.2485	0.8698
epice	0.1823	0.8811
fleur_d_arbuste	0.1757	0.9697
cuit	0.2520	0.8042
terreux	0.1434	0.9392
fruit_sec	0.1451	0.9583
fleur_du_jardin	0.1586	0.9574
agrume	0.1974	0.8803
oleagineux	0.1467	0.9371
lactique	0.1311	0.9610
soufre	0.5821	0.7801
plante_aromatique	0.1364	0.8667
animal	0.1974	0.4982
fruit_a_coque	0.1455	0.8604
moisi	0.0969	0.9729
fruit_a_pepins	0.1169	0.9762
torrefie	0.1923	0.8436
medicinal	0.1535	0.9174
vegetal_sec	0.0888	0.9868
rose	0.1106	0.9688
huile	0.1103	0.8874
lactone	0.0865	0.9910
menthe	0.1838	0.8199
bois	0.1637	0.7905
creme	0.0697	0.9890
boissons_alcoolisees	0.0964	0.9429
sucre_cuit	0.0763	1.0000
baie	0.0604	0.9940
poudre	0.0958	0.9085
viande_cuite	0.2440	0.7806
pomme	0.0879	0.9934
malte	0.0981	0.9404
mielle	0.0735	0.9071
solvant	0.1261	0.8271
ananas	0.0644	0.9923
fruit_rouge	0.0484	0.9767
coumarine	0.0548	0.9764
caramel	0.0770	0.9365
mineral	0.0610	0.7920
resineux	0.1447	0.8065
alliace	0.3985	0.8710
fruit_a_noyau	0.0552	0.9837
metal	0.0603	0.8115
metallique	0.0586	0.8750
peponide	0.0558	0.9459
melon	0.0552	0.9358
brule	0.1270	0.8972
feuille	0.0485	0.9811
alcool_de_fut	0.0687	0.9615
ether	0.0865	0.8922
boisson_fermentee	0.0540	0.9600
camphre	0.1195	0.8700
miel	0.0426	0.9694
citronne	0.0867	0.8333
racine	0.0378	0.9688
oignon	0.3307	0.8737
crucifere	0.0954	0.8211
lacte	0.0375	1.0000
fleur_d_arbre	0.0566	0.8298
vin	0.0556	0.9565
fromage	0.0616	0.9222
poire	0.0548	0.9551
banane	0.0487	0.9884
champignon	0.0469	0.9080
cafe	0.1179	0.8353
cacao	0.0502	0.9643
musque	0.2989	0.6500
savon	0.0415	0.8974
beurre	0.0410	0.9740
noix_de_coco	0.0487	0.9600
anise	0.0337	0.9865
pin	0.1094	0.8767
vanille	0.0635	0.9028
jasmin	0.0381	0.9722
ambre	0.0976	0.8169
ail	0.2469	0.8824
musc	0.3011	0.7794
cereale	0.0723	0.8676
peche	0.0323	0.9848
cerise	0.0320	1.0000
violette	0.0355	0.9508
rhum	0.0349	0.9833

Mean Precision: 0.1602
