Label	Precision	Recall
vegetal	0.6549	0.9096
fruite	0.6391	0.8599
frais	0.6253	0.8636
vegetal_vert	0.5777	0.8488
doux	0.4931	0.8787
gras	0.4535	0.8880
floral	0.4849	0.8445
boise	0.4852	0.7378
vert	0.3653	0.9188
aldehyde	0.2966	0.8521
chimique	0.2237	0.9495
empyreumatique	0.3507	0.8794
balsamique	0.2456	0.8121
aldehyde_frais	0.2351	0.8460
fruit_exotique	0.2272	0.9108
herbe	0.2139	0.8476
legume	0.2209	0.8725
fermentaire	0.1866	0.8921
phenole	0.2402	0.8495
epice	0.2055	0.8186
fleur_d_arbuste	0.2139	0.8860
cuit	0.2127	0.8805
terreux	0.1429	0.9472
fruit_sec	0.1577	0.8858
fleur_du_jardin	0.1700	0.8920
agrume	0.1979	0.8580
oleagineux	0.1487	0.9075
lactique	0.1526	0.9313
soufre	0.2803	0.9381
plante_aromatique	0.1423	0.8211
animal	0.1145	0.8229
fruit_a_coque	0.1422	0.8642
moisi	0.1002	0.9496
fruit_a_pepins	0.1696	0.8810
torrefie	0.1685	0.9259
medicinal	0.1479	0.8926
vegetal_sec	0.1108	0.8202
rose	0.1408	0.8973
huile	0.1188	0.8468
lactone	0.1055	0.9140
menthe	0.1670	0.8302
bois	0.1872	0.7952
creme	0.0865	0.9121
boissons_alcoolisees	0.1149	0.9040
sucre_cuit	0.0913	0.8824
baie	0.0741	0.9162
poudre	0.1179	0.8476
viande_cuite	0.1349	0.9355
pomme	0.1350	0.9211
malte	0.0932	0.9133
mielle	0.1204	0.7643
solvant	0.0951	0.9173
ananas	0.0854	0.9154
fruit_rouge	0.0672	0.8760
coumarine	0.0696	0.8661
caramel	0.0768	0.9286
mineral	0.0564	0.9200
resineux	0.1516	0.8548
alliace	0.2436	0.9840
fruit_a_noyau	0.0739	0.9113
metal	0.0545	0.9098
metallique	0.0539	0.9160
peponide	0.0765	0.8559
melon	0.0779	0.8532
brule	0.0942	0.9352
feuille	0.0574	0.8868
alcool_de_fut	0.0784	0.9231
ether	0.0792	0.9216
boisson_fermentee	0.0634	0.8800
camphre	0.0895	0.8500
miel	0.0856	0.7653
citronne	0.0632	0.9375
racine	0.0377	0.9062
oignon	0.2196	0.9792
crucifere	0.0633	0.9263
lacte	0.0418	0.9468
fleur_d_arbre	0.0753	0.7553
vin	0.0646	0.8913
fromage	0.0620	0.9333
poire	0.0847	0.9326
banane	0.0728	0.8966
champignon	0.0467	0.9080
cafe	0.0751	0.9647
cacao	0.0541	0.9524
musque	0.1422	0.7468
savon	0.0581	0.8205
beurre	0.0458	0.8961
noix_de_coco	0.0522	0.9211
anise	0.0454	0.8219
pin	0.1038	0.9041
vanille	0.0746	0.9167
jasmin	0.0524	0.8333
ambre	0.1062	0.8333
ail	0.1608	1.0000
musc	0.1687	0.8209
cereale	0.0505	0.9254
peche	0.0453	0.9403
cerise	0.0484	0.8485
violette	0.0435	0.8852
rhum	0.0441	0.9833

Mean Precision: 0.1582
