Label	Precision	Recall
vegetal	0.6531	0.9097
fruite	0.6490	0.8294
frais	0.6334	0.8479
vegetal_vert	0.5875	0.8531
doux	0.4689	0.9353
gras	0.4582	0.8861
floral	0.4901	0.8642
boise	0.4107	0.9211
vert	0.4057	0.8474
aldehyde	0.3035	0.8590
chimique	0.2361	0.9067
empyreumatique	0.3229	0.8859
balsamique	0.2089	0.9772
aldehyde_frais	0.2432	0.8780
fruit_exotique	0.2336	0.8917
herbe	0.2161	0.8839
legume	0.2341	0.8524
fermentaire	0.1914	0.8638
phenole	0.2237	0.9165
epice	0.1830	0.8993
fleur_d_arbuste	0.2108	0.8861
cuit	0.1978	0.8620
terreux	0.1339	0.9841
fruit_sec	0.1554	0.9109
fleur_du_jardin	0.1750	0.8949
agrume	0.2082	0.8530
oleagineux	0.1576	0.9015
lactique	0.1581	0.9072
soufre	0.3270	0.8966
plante_aromatique	0.1254	0.8897
animal	0.1170	0.7333
fruit_a_coque	0.1446	0.8415
moisi	0.0996	0.9222
fruit_a_pepins	0.1758	0.8294
torrefie	0.1577	0.9421
medicinal	0.1375	0.9295
vegetal_sec	0.0882	0.9561
rose	0.1432	0.8616
huile	0.1336	0.7647
lactone	0.1001	0.9091
menthe	0.1403	0.8673
bois	0.1518	0.8325
creme	0.0852	0.9121
boissons_alcoolisees	0.1343	0.8101
sucre_cuit	0.0919	0.8235
baie	0.0748	0.9222
poudre	0.1109	0.8963
viande_cuite	0.1153	0.8636
pomme	0.1323	0.8411
malte	0.0957	0.9533
mielle	0.0997	0.8643
solvant	0.1214	0.8409
ananas	0.1019	0.9070
fruit_rouge	0.0595	0.9141
coumarine	0.0623	0.9440
caramel	0.0875	0.8880
mineral	0.0561	0.9032
resineux	0.1111	0.8952
alliace	0.2874	0.9597
fruit_a_noyau	0.0701	0.8862
metal	0.0600	0.9008
metallique	0.0558	0.9160
peponide	0.0926	0.8455
melon	0.0879	0.8624
brule	0.0785	0.9439
feuille	0.0590	0.8667
alcool_de_fut	0.0901	0.8269
ether	0.1032	0.8416
boisson_fermentee	0.0711	0.8600
camphre	0.0767	0.8900
miel	0.0605	0.8557
citronne	0.0656	0.8958
racine	0.0344	0.9896
oignon	0.2323	0.9684
crucifere	0.0710	0.8936
lacte	0.0433	0.8817
fleur_d_arbre	0.0631	0.8495
vin	0.0788	0.8478
fromage	0.0777	0.9213
poire	0.0875	0.8409
banane	0.0819	0.8605
champignon	0.0487	0.8721
cafe	0.0694	0.9647
cacao	0.0529	0.9524
musque	0.1214	0.8101
savon	0.0546	0.8182
beurre	0.0592	0.9211
noix_de_coco	0.0523	0.9333
anise	0.0414	0.9178
pin	0.0760	0.9315
vanille	0.0644	0.9028
jasmin	0.0471	0.9306
ambre	0.0661	0.9296
ail	0.1654	0.9853
musc	0.1271	0.8955
cereale	0.0497	0.9104
peche	0.0414	0.9394
cerise	0.0394	0.8939
violette	0.0460	0.9000
rhum	0.0525	0.8167

Mean Precision: 0.1564
